,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,6275,2021,39.37,18.20,6.98,36.00,40.80,30.50,17.30,6.88,17.50,2021,2.20,6.00,2.86,76.90
1,6275,2020,33.29,11.40,6.98,40.00,24.10,17.90,13.80,5.45,15.53,2020,1.50,4.92,2.01,74.60
2,6275,2019,29.89,14.60,6.98,36.00,19.95,20.30,5.57,2.12,13.53,2019,0.00,0.00,0.73,0.00
3,6275,2018,26.09,7.89,6.73,30.00,15.40,17.60,-3.63,-1.48,12.91,2018,0.00,0.00,-0.47,0.00
4,6275,2017,24.18,6.16,6.17,36.00,18.20,17.50,7.43,2.96,14.12,2017,0.60,3.40,1.04,57.70
5,6275,2016,22.77,12.60,5.44,36.00,14.45,13.70,7.71,2.84,13.64,2016,0.60,3.42,1.03,58.10
6,6275,2015,20.23,-7.94,5.31,36.00,11.95,14.40,1.57,0.57,12.97,2015,0.39,2.87,0.20,196.00
7,6275,2014,21.97,8.07,4.98,38.00,16.30,15.50,4.51,1.51,13.22,2014,0.47,3.25,0.58,80.80
8,6275,2013,20.33,-5.25,4.76,40.00,13.20,13.70,1.74,0.57,12.45,2013,0.00,0.00,0.21,0.00
9,6275,2012,18.67,6.96,4.76,36.00,13.85,15.30,1.53,0.51,12.27,2012,0.00,0.00,0.18,0.00
10,6275,2011,17.45,6.93,4.76,36.00,11.40,17.50,1.79,0.67,12.07,2011,0.00,0.00,0.22,0.00
11,6275,2010,16.32,34.50,4.71,34.00,24.70,21.80,8.03,3.21,12.18,2010,0.50,2.85,0.91,54.90
12,6275,2009,12.14,6.12,3.82,26.00,16.35,9.67,-1.97,-0.76,10.98,2009,0.00,0.00,-0.22,0.00
13,6275,2008,11.43,-6.93,3.66,32.00,6.12,14.40,0.04,0.02,10.82,2008,0.00,0.00,0.00,0.00
14,6275,2007,12.29,21.90,3.52,38.00,23.20,25.00,10.60,4.98,12.30,2007,1.02,7.09,1.26,80.80
15,6275,2006,10.08,-6.17,3.40,38.00,17.00,16.40,8.84,4.20,12.05,2006,0.80,3.20,1.04,76.90
16,6275,2005,10.75,14.70,3.20,40.00,16.45,14.20,13.50,6.29,12.23,2005,1.00,6.09,1.59,62.90
17,6275,2004,9.37,2.80,3.20,40.00,15.20,15.40,8.72,3.86,11.33,2004,0.60,4.24,0.97,61.90
18,6275,2003,9.11,19.10,3.20,32.00,-1,-1,5.83,2.53,10.93,2003,0.40,2.60,0.63,63.50
19,6275,2002,7.65,16.70,3.20,36.00,-1,-1,0.91,0.41,10.79,2002,0.40,-1,0.10,400.00
