,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,4527,方土霖             ,2021,25.34,-3.62,7.62,47.00,27.40,28.70,9.84,5.39,18.82,2021,1.80,6.53,1.98,90.90
1,4527,方土霖             ,2020,26.30,-1.78,7.62,49.00,27.65,25.90,14.00,7.84,18.89,2020,2.00,6.98,2.72,73.50
2,4527,方土霖             ,2019,26.77,-9.96,7.62,49.00,24.30,27.30,11.10,6.21,17.81,2019,1.60,6.18,2.14,74.80
3,4527,方土霖             ,2018,29.74,10.40,7.62,49.00,30.60,31.30,14.90,8.63,17.99,2018,2.00,7.34,2.81,71.20
4,4527,方土霖             ,2017,26.95,4.43,7.62,49.00,30.70,31.50,13.80,8.19,17.27,2017,2.00,6.39,2.50,80.00
5,4527,方土霖             ,2016,25.80,3.99,7.62,53.00,28.45,25.70,17.10,10.40,17.31,2016,2.20,6.99,3.01,73.10
6,4527,方土霖             ,2015,24.81,0.27,7.62,49.00,23.80,25.00,14.20,8.83,16.74,2015,1.80,6.99,2.43,74.10
7,4527,方土霖             ,2014,24.74,10.80,7.62,49.00,27.30,30.70,14.00,8.46,16.26,2014,1.80,7.20,2.34,76.90
8,4527,方土霖             ,2013,22.33,2.05,7.62,49.00,28.65,20.90,15.00,8.02,15.39,2013,1.70,5.54,2.15,79.10
9,4527,方土霖             ,2012,13.15,3.33,5.87,45.00,19.35,17.00,14.60,6.37,15.23,2012,1.34,6.42,2.13,62.90
10,4527,方土霖             ,2011,12.72,19.20,5.35,40.00,13.70,14.30,12.60,4.94,13.92,2011,1.08,6.35,1.58,68.50
11,4527,方土霖             ,2010,10.57,29.50,5.24,40.00,14.95,15.70,4.26,1.75,12.32,2010,0.40,2.80,0.51,78.40
12,4527,方土霖             ,2009,8.18,-28.60,5.24,40.00,14.30,13.00,0.87,0.37,12.35,2009,0.20,1.27,0.18,111.00
13,4527,方土霖             ,2008,11.45,9.63,4.99,36.00,9.71,14.30,7.04,2.99,13.19,2008,1.00,7.67,1.06,94.30
14,4527,方土霖             ,2007,10.45,5.58,4.58,36.00,16.50,20.70,7.45,3.21,13.33,2007,1.00,6.98,0.99,101.00
15,4527,方土霖             ,2006,9.89,8.82,4.30,38.00,20.80,21.00,12.90,5.47,13.47,2006,1.18,5.72,1.70,69.60
16,4527,方土霖             ,2005,9.09,2.97,4.03,36.00,18.50,17.80,11.50,4.90,12.80,2005,1.18,5.61,1.53,77.10
17,4527,方土霖             ,2004,8.83,1.28,3.91,40.00,18.20,24.20,13.40,5.58,12.39,2004,1.20,6.75,1.65,72.70
18,4527,方土霖             ,2003,8.72,27.40,3.62,40.00,31.10,19.50,17.30,7.10,12.84,2003,1.60,6.62,2.15,74.40
19,4527,方土霖             ,2002,6.85,11.40,3.62,32.00,14.20,14.00,6.89,3.19,11.56,2002,0.60,3.08,0.79,75.90
20,4527,方土霖             ,2001,6.14,-15.70,3.48,32.00,14.00,15.40,3.63,1.85,11.64,2001,0.50,3.57,0.46,109.00
21,4527,方土霖             ,2000,7.29,4.83,2.79,-1,13.00,13.10,-1,-1,11.42,2000,0.80,5.20,0.84,95.20
22,4527,方土霖             ,1999,6.96,-1,2.66,-1,-1,-1,-1,-1,11.11,1999,0.50,3.80,0.31,161.00
