,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3515,2021,197.60,10.30,12.30,60.00,281.50,176.00,30.60,17.80,67.29,2021,13.00,6.49,19.67,66.10
1,3515,2020,179.10,33.50,12.10,55.00,156.00,145.00,21.90,13.70,57.20,2020,8.00,4.55,11.30,70.80
2,3515,2019,134.20,31.60,12.10,49.00,75.50,64.70,10.30,6.62,51.37,2019,4.00,2.77,4.95,80.80
3,3515,2018,101.90,10.60,12.10,49.00,54.20,67.50,10.00,6.47,50.67,2018,4.00,6.19,4.91,81.50
4,3515,2017,92.12,29.30,12.10,49.00,68.60,61.90,7.82,5.19,47.39,2017,4.00,5.93,4.02,99.50
5,3515,2016,71.22,-1.92,11.50,43.00,37.35,40.60,2.15,1.52,49.19,2016,2.00,3.23,1.39,144.00
6,3515,2015,72.62,-18.90,11.50,45.00,39.80,56.30,3.49,2.61,50.86,2015,2.50,6.15,2.09,120.00
7,3515,2014,89.59,-14.10,11.50,40.00,74.00,104.00,7.93,5.85,51.51,2014,4.00,7.10,4.40,90.90
8,3515,2013,104.20,-2.37,11.50,57.00,110.00,104.00,17.00,12.10,54.70,2013,9.58,9.22,9.23,104.00
9,3515,2012,101.50,-6.99,11.50,57.00,100.00,109.00,16.50,11.80,53.19,2012,8.00,7.71,9.00,88.90
10,3515,2011,109.20,14.60,11.50,66.00,98.00,105.00,20.90,15.20,56.02,2011,11.00,10.10,11.37,96.70
11,3515,2010,95.31,-1.05,11.50,60.00,109.50,123.00,18.20,13.40,52.77,2010,9.00,8.57,9.77,92.10
12,3515,2009,96.32,82.90,11.50,61.00,157.50,102.00,18.00,13.90,54.83,2009,9.50,7.70,9.72,97.70
13,3515,2008,52.66,-42.10,11.00,59.00,48.90,111.00,10.30,8.68,55.75,2008,8.50,8.35,6.15,138.00
14,3515,2007,90.91,-29.20,10.20,73.00,185.00,199.00,30.50,23.10,68.73,2007,15.50,14.00,18.07,85.80
15,3515,2006,128.40,-1,7.43,61.00,-1,-1,52.90,25.90,52.99,2006,20.37,10.20,23.94,85.10
