,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,8081,致新               ,2021,94.15,27.10,8.62,72.00,265.50,226.00,38.00,25.50,70.80,2021,16.00,6.97,25.45,62.90
1,8081,致新               ,2020,74.08,30.60,8.62,62.00,159.50,143.00,21.70,14.70,53.13,2020,9.50,4.21,12.24,77.60
2,8081,致新               ,2019,56.73,27.00,8.62,62.00,126.50,97.80,16.80,11.80,48.94,2019,7.50,5.23,8.74,85.80
3,8081,致新               ,2018,44.66,13.40,8.62,60.00,64.60,65.50,12.20,8.79,45.91,2018,5.00,5.11,5.53,90.40
4,8081,致新               ,2017,39.38,7.12,8.62,53.00,67.40,69.10,8.09,5.77,44.97,2017,4.50,6.87,3.70,122.00
5,8081,致新               ,2016,36.76,5.83,8.62,60.00,69.60,67.20,10.10,7.21,46.49,2016,5.00,7.23,4.67,107.00
6,8081,致新               ,2015,34.73,-11.90,8.62,66.00,60.80,72.20,10.70,7.99,45.95,2015,5.00,7.44,5.06,98.80
7,8081,致新               ,2014,39.42,0.81,8.62,66.00,87.00,92.00,14.70,11.10,47.82,2014,6.00,8.31,7.09,84.60
8,8081,致新               ,2013,39.10,-16.50,8.62,66.00,83.50,87.80,13.20,9.74,46.37,2013,5.65,6.14,6.33,89.30
9,8081,致新               ,2012,46.82,-1.96,8.62,64.00,111.50,99.60,17.40,13.40,47.27,2012,7.10,8.09,8.25,86.10
10,8081,致新               ,2011,47.76,-4.85,8.62,68.00,70.20,104.00,17.50,13.90,45.97,2011,7.00,7.03,8.12,86.20
11,8081,致新               ,2010,50.20,22.30,8.61,68.00,140.00,152.00,20.80,16.50,46.98,2010,9.00,8.63,9.50,94.70
12,8081,致新               ,2009,41.03,23.40,8.57,68.00,187.00,139.00,18.70,15.40,44.52,2009,7.32,4.83,8.02,91.30
13,8081,致新               ,2008,33.26,18.80,8.26,68.00,87.60,151.00,19.30,16.00,41.73,2008,6.50,4.68,7.38,88.00
14,8081,致新               ,2007,28.00,47.90,6.10,79.00,212.50,286.00,40.40,32.70,36.24,2007,8.71,5.79,12.28,70.90
15,8081,致新               ,2006,18.93,17.00,4.86,74.00,223.00,216.00,36.60,28.60,29.87,2006,7.00,2.45,11.18,62.60
16,8081,致新               ,2005,16.18,93.90,3.39,-1,179.50,95.60,-1,-1,25.58,2005,8.00,3.70,12.87,62.20
17,8081,致新               ,2004,8.35,65.10,2.88,-1,36.40,34.60,-1,-1,16.50,2004,2.50,2.61,4.40,56.80
18,8081,致新               ,2003,5.06,40.80,2.67,-1,-1,-1,-1,-1,13.31,2003,0.78,2.26,1.15,67.80
19,8081,致新               ,2002,3.59,-1,2.54,-1,-1,-1,-1,-1,12.78,2002,0.40,-1,0.67,59.70
