,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2548,華固               ,2021,135.50,19.50,27.70,51.00,91.40,89.50,16.20,7.41,66.43,2021,7.50,8.20,10.56,71.00
1,2548,華固               ,2020,113.40,-42.80,27.70,51.00,87.80,87.80,16.10,7.66,62.87,2020,7.00,7.82,10.05,69.70
2,2548,華固               ,2019,198.20,327.30,27.70,43.00,92.60,80.80,19.70,8.14,60.31,2019,7.50,8.54,11.35,66.10
3,2548,華固               ,2018,46.38,-55.30,27.70,38.00,68.10,67.80,5.62,2.31,54.00,2018,5.00,6.19,3.12,160.00
4,2548,華固               ,2017,103.80,-12.00,27.70,51.00,69.40,66.90,14.20,6.41,56.04,2017,5.20,7.67,7.87,66.10
5,2548,華固               ,2016,117.90,56.20,27.70,53.00,60.50,55.70,16.40,6.80,53.84,2016,5.60,8.37,8.73,64.10
6,2548,華固               ,2015,75.46,17.10,27.70,62.00,58.90,61.20,19.30,7.39,50.88,2015,5.50,9.87,9.59,57.40
7,2548,華固               ,2014,64.42,-37.30,27.70,51.00,57.00,68.10,10.80,4.28,46.41,2014,5.00,8.17,5.08,98.40
8,2548,華固               ,2013,102.70,32.00,27.70,62.00,84.20,85.00,25.20,10.70,46.67,2013,5.50,8.08,11.08,49.60
9,2548,華固               ,2012,55.36,-34.80,27.70,66.00,70.80,68.50,22.30,10.40,43.49,2012,5.00,5.88,9.57,52.30
10,2548,華固               ,2011,84.99,-13.60,27.10,66.00,61.30,79.10,24.70,11.80,43.86,2011,5.80,8.47,10.38,55.90
11,2548,華固               ,2010,98.34,5.16,26.10,62.00,88.40,84.10,30.50,14.80,40.28,2010,6.49,8.20,11.31,57.40
12,2548,華固               ,2009,93.51,-6.79,24.20,68.00,81.40,67.70,33.60,13.50,35.86,2009,6.56,7.80,10.83,60.60
13,2548,華固               ,2008,100.30,27.10,23.30,60.00,34.85,77.30,43.40,12.70,28.31,2008,4.91,7.25,11.03,44.50
14,2548,華固               ,2007,78.96,-1,20.20,60.00,61.50,65.20,46.90,14.00,25.88,2007,7.00,9.05,10.56,66.30
