,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2856,2021,106.00,52.00,161.00,57.00,-1,-1,14.80,3.10,17.83,2021,1.53,-1,2.44,62.50
1,2856,2020,69.72,15.80,161.00,48.00,-1,-1,7.79,1.82,16.13,2020,0.82,-1,1.19,68.70
2,2856,2019,60.20,19.00,161.00,48.00,-1,-1,6.52,1.51,15.37,2019,0.56,-1,0.97,57.60
3,2856,2018,50.56,2.69,160.00,45.00,-1,-1,3.74,0.85,14.48,2018,0.44,-1,0.53,83.60
4,2856,2017,49.24,31.20,160.00,41.00,-1,-1,4.43,1.05,13.73,2017,0.26,-1,0.60,43.00
5,2856,2016,37.52,-42.60,162.00,43.00,-1,-1,1.89,0.44,13.34,2016,0.10,-1,0.25,40.00
6,2856,2015,65.39,22.60,157.00,55.00,-1,-1,7.18,1.73,14.26,2015,0.75,-1,0.99,75.80
7,2856,2014,53.32,16.40,154.00,52.00,-1,-1,7.20,1.91,13.92,2014,0.66,-1,0.97,68.00
8,2856,2013,45.79,4.74,156.00,43.00,-1,-1,4.26,1.08,13.26,2013,0.45,-1,0.56,80.40
9,2856,2012,223.10,-42.10,153.00,45.00,-1,-1,4.60,1.29,13.06,2012,0.32,-1,0.59,54.50
10,2856,2011,385.20,47.10,153.00,33.00,-1,-1,2.45,0.66,12.70,2011,0.30,-1,0.31,96.70
11,2856,2010,262.00,8.12,147.00,38.00,-1,-1,7.97,2.06,13.17,2010,0.69,-1,1.02,67.40
12,2856,2009,242.30,52.80,141.00,38.00,-1,-1,8.53,2.60,12.72,2009,0.65,-1,1.04,62.50
13,2856,2008,158.60,25.30,140.00,24.00,-1,-1,-10.20,-3.06,11.56,2008,0.00,-1,-1.25,0.00
14,2856,2007,126.60,64.80,140.00,38.00,-1,-1,2.69,0.70,13.17,2007,0.23,-1,0.35,65.70
15,2856,2006,76.81,27.90,138.00,40.00,-1,-1,4.19,1.00,13.43,2006,0.50,-1,0.56,89.30
16,2856,2005,60.07,-12.40,133.00,38.00,-1,-1,3.76,0.94,13.51,2005,0.50,-1,0.51,98.00
17,2856,2004,68.58,15.40,128.00,43.00,-1,-1,6.67,1.71,13.86,2004,0.72,-1,0.92,77.90
18,2856,2003,59.40,50.00,124.00,-1,-1,-1,-1,-1,13.52,2003,0.84,-1,1.18,70.90
19,2856,2002,39.59,-0.27,119.00,40.00,-1,-1,4.73,2.07,13.23,2002,0.62,-1,0.63,98.50
20,2856,2001,39.70,-46.20,118.00,48.00,-1,-1,6.51,3.38,13.47,2001,1.00,-1,0.91,110.00
21,2856,2000,73.75,43.40,105.00,-1,-1,-1,-1,-1,14.85,2000,1.50,-1,1.07,140.00
22,2856,1999,51.43,-0.25,73.70,-1,-1,-1,-1,-1,16.47,1999,2.20,-1,1.64,134.00
23,2856,1998,51.55,-2.03,60.30,-1,-1,-1,-1,-1,18.20,1998,2.20,-1,1.61,137.00
24,2856,1997,52.62,-1,32.30,-1,-1,-1,-1,-1,18.48,1997,2.50,-1,5.72,43.70
