,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3661,世芯-KY,2021,104.20,47.30,7.07,72.00,1020.00,781.00,20.90,13.30,146.39,2021,10.59,1.08,21.34,49.60
1,3661,世芯-KY,2020,70.78,63.50,6.20,64.00,621.00,419.00,23.20,11.60,62.68,2020,6.69,0.86,13.61,49.20
2,3661,世芯-KY,2019,43.29,25.30,6.06,60.00,234.50,123.00,13.90,9.70,54.47,2019,3.45,0.82,7.20,47.90
3,3661,世芯-KY,2018,34.55,-19.10,5.98,62.00,69.00,110.00,9.13,7.53,48.87,2018,1.53,1.24,4.22,36.30
4,3661,世芯-KY,2017,42.69,15.60,6.10,64.00,90.50,68.10,11.70,9.64,44.50,2017,1.07,0.97,5.08,21.00
5,3661,世芯-KY,2016,36.92,-2.33,6.07,38.00,31.25,30.30,-7.85,-5.87,42.13,2016,0.00,0.00,-3.45,0.00
6,3661,世芯-KY,2015,37.80,-19.30,6.16,51.00,34.20,51.70,4.60,3.56,45.92,2015,0.47,1.56,2.07,22.90
7,3661,世芯-KY,2014,46.86,81.40,6.35,60.00,101.00,107.00,9.52,8.08,43.77,2014,0.66,1.27,3.77,17.40
8,3661,世芯-KY,2013,25.83,-3.41,5.39,55.00,-1,-1,7.16,6.20,30.70,2013,0.18,0.17,2.10,8.45
9,3661,世芯-KY,2012,26.74,0.32,5.39,50.00,-1,-1,1.43,1.20,28.05,2012,0.00,-1,0.41,0.00
10,3661,世芯-KY,2011,0.00,-1,5.39,50.00,-1,-1,4.36,3.58,28.88,2011,0.15,-1,-1,-1
11,3661,世芯-KY,2010,0.00,-1,5.39,68.00,-1,-1,38.70,16.60,27.64,2010,1.01,-1,-1,-1
