,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,5321,美而快,2021,27.24,31.10,3.50,55.00,108.00,59.60,28.20,6.29,14.88,-1,-1,-1,-1,-1
1,5321,美而快,2020,20.78,49.90,3.50,36.00,31.65,33.70,-17.70,-4.85,11.82,2020,0.00,0.00,-3.73,0.00
2,5321,美而快,2019,13.86,35.80,3.16,40.00,38.95,39.40,9.18,3.47,14.70,2019,0.00,0.00,1.47,0.00
3,5321,美而快,2018,10.20,29.00,2.88,43.00,43.05,37.70,16.10,6.79,12.21,2018,0.00,0.00,2.16,0.00
4,5321,美而快,2017,7.91,-15.90,2.88,34.00,20.05,28.20,-20.20,-8.62,10.43,2017,0.00,0.00,-2.34,0.00
5,5321,美而快,2016,9.41,-15.70,2.88,36.00,28.60,32.30,13.10,5.43,12.73,2016,0.00,0.00,1.57,0.00
6,5321,美而快,2015,11.17,1.25,2.88,36.00,21.30,32.00,9.55,3.18,11.19,2015,0.00,0.00,1.02,0.00
7,5321,美而快,2014,11.03,67.40,2.88,30.00,20.25,17.90,15.10,4.64,10.19,2014,0.00,0.00,1.43,0.00
8,5321,美而快,2013,6.59,72.10,2.88,25.00,16.60,7.35,24.40,3.61,8.71,2013,0.00,0.00,1.85,0.00
9,5321,美而快,2012,2.13,-67.50,9.00,16.00,3.64,2.42,-111.00,-19.90,2.13,2012,0.00,0.00,-5.47,0.00
10,5321,美而快,2011,6.56,-37.70,18.00,18.00,2.83,3.95,-64.60,-22.50,3.89,2011,0.00,0.00,-4.72,0.00
11,5321,美而快,2010,10.53,8.29,15.00,26.00,6.12,7.87,-21.80,-9.67,7.56,2010,0.00,0.00,-1.65,0.00
12,5321,美而快,2009,9.72,-45.20,15.00,-1,7.04,3.35,-1,-1,9.32,2009,0.00,0.00,-0.68,0.00
13,5321,美而快,2008,17.74,-18.30,22.50,-1,2.00,5.65,-1,-1,6.67,2008,0.00,0.00,0.18,0.00
14,5321,美而快,2007,21.71,3.98,22.50,-1,10.80,5.05,-1,-1,6.50,2007,0.00,0.00,0.50,0.00
15,5321,美而快,2006,20.87,-27.00,99.60,-1,2.11,4.33,-1,-1,1.36,2006,0.00,0.00,-1.33,0.00
16,5321,美而快,2005,28.58,-9.51,31.80,23.00,3.90,3.59,-29.30,-10.00,4.23,2005,0.00,0.00,-1.73,0.00
17,5321,美而快,2004,31.58,-9.16,18.90,-1,4.70,6.49,-1,-1,7.29,2004,0.00,0.00,-2.11,0.00
18,5321,美而快,2003,34.77,23.10,18.90,-1,8.10,8.22,-1,-1,9.25,2003,0.00,0.00,-0.65,0.00
19,5321,美而快,2002,28.24,24.00,14.90,-1,-1,-1,-1,-1,10.32,2002,0.00,0.00,0.05,0.00
20,5321,美而快,2001,22.77,-24.00,14.90,-1,-1,-1,-1,-1,10.27,2001,0.00,-1,-1.31,0.00
21,5321,美而快,2000,29.96,59.10,14.90,-1,-1,-1,-1,-1,11.58,2000,0.00,-1,-3.02,0.00
22,5321,美而快,1999,18.83,17.40,11.00,-1,-1,-1,-1,-1,15.67,1999,0.60,-1,0.12,511.00
23,5321,美而快,1998,16.03,4.97,8.74,-1,-1,-1,-1,-1,19.64,1998,2.50,-1,2.01,124.00
24,5321,美而快,1997,15.27,-1,6.00,-1,-1,-1,-1,-1,25.73,1997,4.50,-1,2.48,181.00
