,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2889,2021,101.90,18.50,300.00,50.00,16.05,15.80,10.60,1.38,13.01,2021,1.15,7.21,1.30,88.50
1,2889,2020,85.99,23.30,290.00,50.00,12.85,11.60,9.05,1.24,13.25,2020,1.00,6.32,1.12,89.30
2,2889,2019,69.74,25.90,285.00,50.00,11.25,10.50,7.92,1.07,12.53,2019,0.82,7.11,0.92,89.40
3,2889,2018,55.38,-12.80,282.00,50.00,9.53,10.30,5.98,0.79,11.58,2018,0.55,5.22,0.72,76.40
4,2889,2017,63.53,19.60,279.00,47.00,9.49,9.11,7.17,0.97,11.68,2017,0.77,7.50,0.86,89.50
5,2889,2016,53.13,6.71,275.00,47.00,8.23,7.88,6.33,0.85,11.43,2016,0.69,7.63,0.78,89.10
6,2889,2015,49.79,1.51,277.00,50.00,7.69,8.29,4.69,0.66,11.34,2015,0.53,6.70,0.58,91.00
7,2889,2014,49.05,15.20,269.00,47.00,8.36,9.21,5.48,0.82,11.22,2014,0.59,7.12,0.66,89.40
8,2889,2013,42.59,-3.77,263.00,47.00,9.99,10.00,4.39,0.66,10.99,2013,0.46,4.99,0.52,88.50
9,2889,2012,15.88,-7.09,255.00,47.00,9.98,9.61,4.53,0.68,11.10,2012,0.48,4.79,0.56,85.10
10,2889,2011,17.09,-29.00,245.00,41.00,10.10,13.00,4.57,0.66,11.26,2011,0.70,7.28,0.63,111.00
11,2889,2010,24.07,-14.50,233.00,44.00,12.90,10.10,8.25,1.21,11.51,2010,0.92,7.09,0.97,94.80
12,2889,2009,28.15,209.10,219.00,44.00,10.40,8.81,11.00,1.59,11.56,2009,0.85,8.45,1.26,67.50
13,2889,2008,-15.05,-189.10,219.00,26.00,5.10,8.97,-10.60,-1.31,10.21,2008,0.00,0.00,-1.28,0.00
14,2889,2007,16.89,-12.80,216.00,41.00,10.50,10.40,6.93,0.79,10.92,2007,0.36,3.97,0.76,46.80
15,2889,2006,19.37,-31.00,212.00,41.00,10.75,10.20,7.06,0.81,11.65,2006,0.80,7.69,0.86,93.00
16,2889,2005,28.06,-15.30,212.00,44.00,11.15,12.50,8.97,1.09,11.62,2005,1.00,9.77,1.29,77.50
17,2889,2004,33.15,11.30,212.00,61.00,12.75,12.00,13.00,2.64,11.75,2004,1.40,11.20,1.54,90.90
18,2889,2003,29.80,-202.30,212.00,64.00,9.65,8.28,12.90,7.12,11.22,2003,1.00,8.31,1.36,73.50
19,2889,2002,-29.13,-1,212.00,16.00,7.25,6.98,-14.10,-7.49,9.86,2002,0.00,0.00,-1.39,0.00
