,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3023,2021,256.90,17.20,23.30,47.00,284.00,253.00,23.80,9.79,44.38,2021,7.00,2.65,10.00,70.00
1,3023,2020,219.20,20.60,23.30,53.00,216.00,162.00,24.90,10.70,39.33,2020,6.29,2.49,9.08,69.30
2,3023,2019,181.70,14.90,23.30,53.00,124.00,112.00,23.00,10.70,32.33,2019,5.30,3.28,7.47,71.00
3,3023,2018,158.20,18.80,22.60,51.00,82.80,82.70,21.00,10.30,29.12,2018,4.48,3.99,6.26,71.50
4,3023,2017,133.10,0.74,22.50,55.00,86.30,75.80,20.30,10.40,26.99,2017,4.00,4.84,5.44,73.50
5,3023,2016,132.20,7.54,22.50,55.00,70.20,69.30,20.40,10.50,25.52,2016,3.70,4.88,5.15,71.80
6,3023,2015,122.90,5.50,21.60,51.00,61.40,53.80,17.80,8.83,25.87,2015,3.40,4.90,4.53,75.00
7,3023,2014,116.50,10.10,20.80,47.00,44.30,43.10,15.90,7.80,24.17,2014,2.95,5.48,3.82,77.20
8,3023,2013,105.80,5.62,20.80,47.00,39.95,30.50,13.90,6.66,22.02,2013,2.50,5.80,3.20,78.10
9,3023,2012,24.06,22.60,20.00,47.00,26.50,24.10,12.60,5.50,19.91,2012,2.00,6.55,2.93,68.40
10,3023,2011,19.62,-17.00,18.00,47.00,19.10,21.30,13.70,5.79,18.13,2011,1.69,7.01,2.49,67.70
11,3023,2010,23.66,54.00,18.60,43.00,23.10,23.50,11.40,5.25,17.54,2010,1.70,7.99,2.25,75.60
12,3023,2009,15.36,-39.60,18.50,43.00,23.30,15.90,4.60,2.25,16.93,2009,1.00,4.25,1.07,93.50
13,3023,2008,25.40,-35.10,18.50,38.00,7.60,18.80,0.60,0.30,17.31,2008,1.10,6.94,0.01,11000.00
14,3023,2007,39.11,-4.86,17.70,45.00,30.10,36.70,18.70,9.27,19.18,2007,1.51,8.04,3.56,42.40
15,3023,2006,41.11,20.90,15.80,51.00,38.35,35.40,22.50,10.70,19.57,2006,3.50,9.53,4.16,84.10
16,3023,2005,34.00,12.50,15.00,51.00,32.20,30.90,25.70,10.30,18.62,2005,3.30,9.32,3.99,82.70
17,3023,2004,30.23,16.80,10.70,43.00,29.10,31.80,26.00,8.22,16.64,2004,3.10,10.00,4.15,74.70
18,3023,2003,25.87,5.28,10.20,40.00,34.40,33.00,19.90,6.48,14.31,2003,2.50,7.85,3.03,82.50
19,3023,2002,24.57,54.30,9.05,47.00,39.50,55.50,18.60,6.98,16.55,2002,2.50,7.58,2.72,91.90
20,3023,2001,15.92,25.70,6.15,55.00,69.50,45.60,26.10,12.00,16.39,2001,2.50,4.50,3.83,65.30
21,3023,2000,12.67,-1,5.00,53.00,-1,-1,24.30,11.10,15.93,2000,2.40,5.26,3.45,69.60
