,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,4728,2021,10.34,20.80,5.45,79.00,82.60,78.20,25.70,17.20,18.79,2021,4.40,3.96,4.51,97.60
1,4728,2020,8.56,44.10,5.45,89.00,80.50,71.00,30.40,19.20,16.32,2020,2.00,2.56,4.37,45.80
2,4728,2019,5.94,95.30,5.45,72.00,80.20,75.00,15.20,10.70,12.43,2019,1.50,2.11,1.84,81.50
3,4728,2018,3.04,59.90,5.45,79.00,47.40,34.70,12.20,10.50,11.90,2018,1.20,1.60,1.38,87.00
4,4728,2017,1.90,23.60,5.45,64.00,27.75,34.60,2.93,2.63,10.60,2017,0.30,0.86,0.31,96.00
5,4728,2016,1.54,32.80,5.45,64.00,42.20,43.80,0.31,0.29,10.28,2016,0.00,0.00,0.03,0.00
6,4728,2015,1.16,-37.20,5.45,55.00,32.25,26.60,-7.26,-6.76,10.34,2015,0.00,0.00,-0.81,0.00
7,4728,2014,1.84,-13.60,5.45,70.00,29.05,32.70,2.99,2.79,11.90,2014,0.61,2.27,0.37,164.00
8,4728,2013,2.13,54.00,5.45,81.00,38.50,38.70,7.27,6.79,12.09,2013,0.60,1.84,0.88,68.20
9,4728,2012,1.19,-18.50,5.45,68.00,36.35,33.10,2.70,2.49,11.63,2012,0.50,1.29,0.30,166.00
10,4728,2011,1.46,21.20,4.97,91.00,-1,-1,11.70,10.60,11.14,2011,0.60,1.81,1.23,48.80
11,4728,2010,1.20,144.20,4.97,68.00,-1,-1,8.77,7.00,9.90,2010,0.00,-1,0.56,0.00
12,4728,2009,0.49,59.80,3.87,39.00,-1,-1,-12.20,-7.17,2.12,2009,0.00,-1,-0.25,0.00
13,4728,2008,0.31,2.58,3.55,45.00,-1,-1,-51.90,-37.40,2.01,2008,0.00,-1,-0.91,0.00
14,4728,2007,0.30,64.60,3.30,39.00,-1,-1,-81.90,-54.70,1.53,-1,-1,-1,-1,-1
15,4728,2006,0.18,28.00,2.50,30.00,-1,-1,-117.00,-75.70,2.08,-1,-1,-1,-1,-1
