,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3687,2021,15.75,31.00,3.01,64.00,197.50,91.80,19.30,5.49,23.64,2021,1.20,0.78,2.42,49.60
1,3687,2020,12.03,13.10,3.01,60.00,51.00,46.20,11.70,3.72,21.73,2020,0.60,0.65,1.49,40.10
2,3687,2019,10.64,37.80,3.01,51.00,43.50,29.90,5.31,1.88,20.15,2019,0.07,0.15,0.12,57.50
3,3687,2018,7.72,-11.50,3.01,32.00,25.45,30.10,-10.40,-4.55,19.73,2018,0.00,0.00,-3.29,0.00
4,3687,2017,8.73,-5.55,3.01,34.00,35.85,41.90,-14.30,-7.78,23.15,2017,0.00,0.00,-4.38,0.00
5,3687,2016,9.24,18.40,3.01,36.00,44.40,53.60,-22.50,-14.40,26.89,2016,0.00,0.00,-8.63,0.00
6,3687,2015,7.80,112.80,3.01,40.00,63.90,66.60,-6.34,-4.55,35.09,2015,0.00,0.00,-3.61,0.00
7,3687,2014,3.67,2.31,3.01,38.00,80.50,79.40,-24.30,-19.60,39.30,2014,0.00,0.00,-12.70,0.00
8,3687,2013,3.58,-54.20,3.01,49.00,95.70,95.90,-7.37,-6.40,51.65,2013,0.00,0.00,-4.22,0.00
9,3687,2012,7.44,-19.70,3.01,70.00,134.00,170.00,9.66,8.17,60.67,2012,5.00,5.21,6.33,79.00
10,3687,2011,9.27,79.80,2.50,96.00,173.50,200.00,42.90,31.90,40.71,2011,10.05,5.91,11.91,84.40
11,3687,2010,5.16,-41.90,1.79,60.00,-1,-1,15.10,9.77,20.60,2010,2.50,1.25,3.19,78.40
12,3687,2009,8.88,-3.00,1.56,77.00,-1,-1,42.40,29.10,25.08,2009,6.50,-1,10.64,61.10
