,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3653,2021,88.01,28.60,12.20,57.00,408.00,322.00,16.10,9.93,57.87,2021,7.00,1.83,9.88,70.90
1,3653,2020,68.45,24.70,12.10,62.00,247.50,258.00,14.80,10.40,52.28,2020,6.00,1.86,8.27,72.60
2,3653,2019,54.89,17.20,12.10,66.00,234.50,133.00,14.40,11.00,48.90,2019,5.00,1.94,6.55,76.30
3,3653,2018,46.82,27.80,10.90,62.00,78.20,68.90,10.70,7.97,44.59,2018,3.53,2.66,4.61,76.50
4,3653,2017,36.62,8.22,10.60,49.00,66.70,68.70,5.37,4.35,40.77,2017,2.00,2.90,2.19,91.30
5,3653,2016,33.84,1.79,10.60,55.00,47.50,47.50,5.62,4.76,40.76,2016,2.00,2.91,2.32,86.20
6,3653,2015,33.24,-11.00,10.60,55.00,44.25,55.90,5.06,4.33,41.39,2015,2.50,5.26,2.14,117.00
7,3653,2014,37.33,4.52,10.70,62.00,75.90,90.80,9.03,7.72,43.31,2014,3.80,6.80,3.83,99.20
8,3653,2013,35.72,8.21,10.70,57.00,80.70,59.50,6.65,5.60,41.55,2013,2.70,2.97,2.73,98.90
9,3653,2012,30.69,-12.60,10.70,51.00,67.10,82.50,5.48,4.53,40.84,2012,2.01,3.37,2.26,89.00
10,3653,2011,35.10,9.35,10.20,64.00,67.60,109.00,11.60,8.98,44.05,2011,3.52,4.27,5.00,70.30
11,3653,2010,32.10,55.10,8.34,61.00,158.00,187.00,17.50,12.90,42.67,2010,5.00,4.58,6.66,75.10
12,3653,2009,20.70,-2.69,7.23,64.00,185.00,178.00,16.80,12.30,36.05,2009,3.85,2.06,5.63,68.30
