,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,6121,2021,955.70,11.80,18.50,51.00,328.50,341.00,22.60,10.50,178.87,2021,26.00,8.42,34.50,75.40
1,6121,2020,854.70,15.90,18.50,47.00,350.00,318.00,20.50,9.18,143.67,2020,19.10,5.60,27.30,70.00
2,6121,2019,737.30,14.30,18.50,45.00,303.00,258.00,16.60,7.82,126.73,2019,14.50,4.56,20.68,70.10
3,6121,2018,645.20,10.70,18.50,40.00,208.00,186.00,15.20,7.07,119.12,2018,11.50,4.45,17.35,66.30
4,6121,2017,582.80,0.27,18.50,40.00,166.50,120.00,12.50,5.91,112.41,2017,10.00,5.36,10.18,98.20
5,6121,2016,581.20,-9.52,30.80,47.00,92.90,105.00,13.10,6.38,68.95,2016,6.00,4.99,9.09,66.00
6,6121,2015,642.40,7.03,30.80,47.00,105.00,133.00,15.30,7.18,68.64,2015,7.00,6.66,10.10,69.30
7,6121,2014,600.20,9.64,30.80,45.00,157.50,154.00,17.40,7.95,66.03,2014,7.00,5.28,10.98,63.80
8,6121,2013,547.30,-6.96,30.80,45.00,132.00,135.00,17.90,8.52,61.10,2013,6.80,4.41,10.50,64.80
9,6121,2012,588.40,21.60,30.80,45.00,146.00,189.00,19.80,9.99,56.36,2012,6.50,4.82,10.70,60.70
10,6121,2011,483.80,26.00,28.00,51.00,177.00,202.00,25.10,13.40,56.97,2011,7.00,3.70,13.16,53.20
11,6121,2010,383.80,12.20,25.50,51.00,212.00,183.00,26.30,14.70,52.17,2010,6.50,3.22,13.06,49.80
12,6121,2009,342.20,11.10,23.20,49.00,190.00,137.00,22.40,12.70,49.52,2009,6.00,3.27,10.67,56.20
13,6121,2008,308.00,34.40,20.90,49.00,79.40,130.00,25.30,14.20,47.77,2008,6.00,4.37,11.28,53.20
14,6121,2007,229.20,40.50,18.60,53.00,162.50,168.00,29.20,16.90,45.56,2007,6.00,4.62,11.66,51.50
15,6121,2006,163.10,46.50,15.00,51.00,118.00,89.40,29.80,16.80,37.34,2006,5.50,3.27,9.82,56.00
16,6121,2005,111.30,23.50,12.00,51.00,77.70,76.00,31.70,17.30,31.75,2005,5.00,5.59,9.05,55.20
17,6121,2004,90.10,34.50,8.66,51.00,71.00,84.90,34.00,16.10,29.09,2004,5.00,6.58,8.59,58.20
18,6121,2003,66.97,146.80,6.04,43.00,97.00,66.20,30.50,12.20,27.13,2003,3.82,4.51,7.43,51.50
19,6121,2002,27.14,36.20,4.66,43.00,53.00,81.60,17.10,7.36,28.78,2002,2.48,3.74,4.05,61.10
20,6121,2001,19.92,44.70,3.00,-1,99.00,84.40,-1,-1,23.77,2001,2.50,3.06,5.35,46.70
21,6121,2000,13.77,20.50,3.00,-1,-1,-1,-1,-1,22.49,2000,2.00,2.37,3.52,56.80
22,6121,1999,11.42,-1,1.80,-1,-1,-1,-1,-1,17.47,1999,2.00,-1,3.51,57.00
