,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2597,2021,212.50,47.10,18.50,45.00,122.50,124.00,25.70,12.10,36.10,2021,9.00,6.98,9.96,90.40
1,2597,2020,144.40,24.20,13.50,40.00,65.30,61.50,19.80,9.40,31.47,2020,10.20,8.23,7.48,136.00
2,2597,2019,116.30,34.50,13.50,45.00,62.20,57.10,13.60,6.96,28.57,2019,4.50,7.32,5.03,89.50
3,2597,2018,86.47,14.70,13.50,45.00,49.15,39.10,13.80,7.59,29.83,2018,4.80,8.41,4.90,98.00
4,2597,2017,75.37,-14.90,13.50,38.00,38.00,40.30,8.11,4.36,27.37,2017,2.35,6.01,2.55,92.20
5,2597,2016,88.53,-9.29,13.50,47.00,37.30,40.30,12.90,6.58,29.68,2016,4.00,9.92,4.50,88.90
6,2597,2015,97.61,-31.30,13.50,43.00,40.30,52.90,14.00,6.65,31.82,2015,4.60,11.40,5.14,89.50
7,2597,2014,142.10,-5.39,13.50,47.00,64.20,64.90,24.80,10.20,34.32,2014,7.50,14.20,8.38,89.50
8,2597,2013,150.20,108.20,13.50,49.00,61.40,50.60,27.20,10.00,34.69,2013,6.90,10.60,8.26,83.50
9,2597,2012,58.55,26.30,13.50,38.00,38.70,35.40,8.37,3.10,28.16,2012,1.90,3.75,2.17,87.70
10,2597,2011,46.36,-8.45,13.50,43.00,24.80,31.40,5.57,2.37,22.42,2011,1.40,3.96,1.56,89.70
11,2597,2010,50.65,-16.20,13.50,40.00,45.10,49.10,7.42,3.22,29.08,2010,1.90,6.05,2.16,88.00
12,2597,2009,60.43,-53.00,12.00,49.00,-1,-1,15.10,5.97,24.65,2009,4.50,9.17,4.09,110.00
13,2597,2008,128.70,120.20,12.00,-1,-1,-1,-1,-1,14.80,2008,1.50,-1,3.14,47.80
14,2597,2007,58.24,6.80,12.00,-1,-1,-1,-1,-1,13.72,2007,1.35,-1,1.52,88.80
