,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3213,茂訊               ,2021,28.08,-5.64,5.87,68.00,60.90,58.10,34.20,24.50,36.23,2021,3.70,6.58,10.87,34.00
1,3213,茂訊               ,2020,29.76,5.44,5.87,64.00,49.95,46.40,21.00,14.50,27.34,2020,4.50,7.75,5.51,81.70
2,3213,茂訊               ,2019,28.22,16.60,5.87,57.00,47.40,43.40,19.10,13.40,25.52,2019,4.20,9.05,4.74,88.60
3,3213,茂訊               ,2018,24.20,-5.02,5.87,53.00,36.95,46.00,12.40,9.09,23.90,2018,2.80,6.45,3.10,90.30
4,3213,茂訊               ,2017,25.48,18.40,5.87,68.00,56.50,52.20,23.50,17.30,24.67,2017,4.00,8.69,5.64,70.90
5,3213,茂訊               ,2016,21.53,3.93,5.87,66.00,38.05,37.00,19.80,15.00,22.71,2016,3.40,6.52,4.42,76.90
6,3213,茂訊               ,2015,20.71,-3.31,5.87,60.00,43.00,43.30,18.40,14.30,21.96,2015,3.10,8.38,3.98,77.90
7,3213,茂訊               ,2014,21.42,9.72,5.87,62.00,42.20,43.70,18.80,14.20,21.22,2014,3.10,7.16,3.88,79.90
8,3213,茂訊               ,2013,19.52,4.11,5.87,60.00,41.00,34.70,17.00,13.00,20.01,2013,2.60,5.95,3.28,79.30
9,3213,茂訊               ,2012,18.75,-19.30,5.87,53.00,32.65,46.40,14.30,11.30,19.03,2012,2.00,5.76,2.67,74.80
10,3213,茂訊               ,2011,23.24,6.39,5.54,-1,53.90,61.20,-1,-1,20.87,2011,4.50,9.71,6.03,74.60
11,3213,茂訊               ,2010,21.84,-1.60,4.79,-1,66.40,74.30,-1,-1,20.77,2010,5.50,8.98,5.96,92.30
12,3213,茂訊               ,2009,22.20,12.40,4.49,-1,93.30,76.60,-1,-1,21.39,2009,6.60,8.88,7.00,94.30
13,3213,茂訊               ,2008,19.75,-3.72,4.22,-1,42.20,79.30,-1,-1,19.30,2008,5.00,6.53,6.28,79.60
14,3213,茂訊               ,2007,20.51,17.60,3.77,-1,119.00,125.00,-1,-1,21.74,2007,7.00,8.83,9.24,75.80
15,3213,茂訊               ,2006,17.45,1.58,3.32,68.00,98.60,105.00,46.00,34.20,20.86,2006,6.70,5.36,8.90,75.30
16,3213,茂訊               ,2005,17.18,22.70,2.88,68.00,93.60,57.90,53.30,33.20,20.22,2005,6.60,6.30,9.00,73.30
17,3213,茂訊               ,2004,13.99,33.00,2.53,55.00,26.10,22.90,28.30,14.10,15.07,2004,3.00,5.18,4.07,73.70
18,3213,茂訊               ,2003,10.52,6.33,2.16,47.00,-1,-1,28.50,14.50,14.71,2003,3.00,13.10,3.87,77.50
19,3213,茂訊               ,2002,9.89,-1,1.88,55.00,-1,-1,32.90,16.40,14.31,2002,3.00,-1,4.04,74.30
