,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3483,2021,78.20,33.40,7.79,43.00,90.90,90.60,13.50,5.60,41.15,2021,3.00,3.82,5.34,56.20
1,3483,2020,58.62,21.40,7.07,43.00,66.90,67.30,12.40,5.41,38.36,2020,2.50,2.76,4.36,57.30
2,3483,2019,48.31,10.40,5.70,38.00,69.80,46.70,8.92,4.07,35.77,2019,1.42,2.11,3.11,45.70
3,3483,2018,43.74,12.10,5.39,34.00,27.70,22.80,2.23,1.04,35.70,2018,0.70,1.50,0.80,87.50
4,3483,2017,39.01,10.30,5.39,34.00,24.75,26.60,0.31,0.15,35.52,2017,0.41,1.79,0.11,371.00
5,3483,2016,35.37,28.50,4.90,40.00,25.10,19.20,6.12,3.16,40.15,2016,1.90,7.13,2.63,72.20
6,3483,2015,27.52,-9.26,4.90,34.00,13.85,14.80,-1.83,-0.99,40.03,2015,0.10,0.52,-0.73,-13.70
7,3483,2014,30.33,5.17,4.90,40.00,20.00,21.70,0.10,0.05,40.81,2014,0.15,1.01,0.13,115.00
8,3483,2013,28.84,-21.00,4.90,27.00,20.75,22.90,-3.46,-1.98,39.93,2013,0.15,0.69,-1.31,-11.50
9,3483,2012,15.10,42.20,4.90,39.00,30.00,30.70,6.41,3.47,41.28,2012,1.20,5.25,2.83,42.40
10,3483,2011,10.62,-19.20,4.90,27.00,20.10,30.40,-0.84,-0.44,39.88,2011,0.50,1.63,0.45,111.00
11,3483,2010,13.15,-6.47,4.90,36.00,37.70,63.60,-0.81,-0.41,37.45,2010,0.30,0.99,0.11,273.00
12,3483,2009,14.06,-0.80,4.02,45.00,99.90,69.10,12.80,6.81,41.43,2009,3.80,5.97,5.52,68.80
13,3483,2008,14.17,-25.90,4.02,47.00,29.70,92.20,10.40,5.79,39.84,2008,3.00,4.34,4.12,72.80
14,3483,2007,19.12,22.40,3.48,55.00,127.00,156.00,29.90,14.90,43.98,2007,5.98,6.49,10.41,57.50
15,3483,2006,15.61,71.70,2.53,43.00,140.00,138.00,36.30,14.60,26.52,2006,5.00,3.21,8.04,62.20
16,3483,2005,9.09,-1,1.43,47.00,-1,-1,38.20,13.90,22.95,2005,5.00,3.61,7.32,68.30
