,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,5299,2021,27.57,41.10,3.58,70.00,195.00,170.00,43.70,29.10,46.01,2021,11.60,6.25,17.68,65.60
1,5299,2020,19.54,18.60,3.55,60.00,124.00,108.00,28.30,20.30,34.62,2020,6.50,3.81,9.26,70.20
2,5299,2019,16.48,12.40,3.52,64.00,119.50,113.00,27.40,19.60,30.57,2019,5.50,5.09,7.96,69.10
3,5299,2018,14.67,44.10,3.53,59.00,105.00,110.00,33.60,23.00,27.61,2018,5.10,4.53,7.30,69.90
4,5299,2017,10.18,66.10,3.12,59.00,-1,-1,23.80,16.30,17.94,2017,2.75,2.50,3.89,70.70
5,5299,2016,6.13,22.70,3.12,48.00,-1,-1,7.14,5.26,14.82,2016,0.79,-1,1.03,76.90
6,5299,2015,4.99,-18.10,3.16,45.00,-1,-1,0.30,0.22,13.86,2015,0.30,-1,0.04,754.00
7,5299,2014,6.10,-6.75,3.20,48.00,-1,-1,5.97,4.33,14.36,2014,0.70,-1,0.87,80.80
8,5299,2013,6.54,-26.40,3.24,50.00,-1,-1,5.61,4.09,13.82,2013,0.60,-1,0.81,74.30
9,5299,2012,8.82,-8.23,3.00,43.00,-1,-1,12.90,8.83,14.86,2012,1.20,-1,1.95,61.60
