,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,5457,2021,185.60,25.00,17.00,49.00,82.40,81.60,24.40,9.64,21.88,2021,2.50,3.97,5.11,48.90
1,5457,2020,148.50,33.50,16.90,53.00,93.70,89.30,31.30,11.40,18.38,2020,2.10,2.57,4.19,50.10
2,5457,2019,111.20,116.70,17.00,45.00,88.50,67.30,20.20,8.06,14.18,2019,0.50,0.56,2.19,22.80
3,5457,2018,51.33,69.80,16.80,45.00,55.50,52.70,12.30,5.73,11.89,2018,0.00,0.00,1.00,0.00
4,5457,2017,30.23,5.96,16.80,43.00,60.80,37.70,3.81,1.80,11.02,2017,0.00,0.00,0.34,0.00
5,5457,2016,28.52,23.00,16.80,40.00,24.85,26.60,2.12,1.03,10.59,2016,0.00,0.00,-0.27,0.00
6,5457,2015,23.18,12.10,16.80,49.00,27.20,32.80,12.20,6.27,11.45,2015,0.50,1.88,1.32,37.90
7,5457,2014,20.69,41.00,16.80,53.00,33.60,28.30,20.20,10.20,10.24,2014,0.00,0.00,1.88,0.00
8,5457,2013,14.67,-8.17,16.80,38.00,20.25,16.10,1.14,0.52,8.32,2013,0.00,0.00,0.09,0.00
9,5457,2012,9.94,-23.80,13.70,28.00,11.90,8.02,-29.40,-13.20,7.67,2012,0.00,0.00,-2.66,0.00
10,5457,2011,13.05,-20.30,23.40,32.00,5.12,8.27,-6.34,-3.01,6.11,2011,0.00,0.00,-0.40,0.00
11,5457,2010,16.37,1.49,23.40,30.00,9.90,11.20,-5.69,-2.68,6.48,2010,0.00,0.00,-0.38,0.00
12,5457,2009,16.13,-19.50,24.00,23.00,12.90,9.01,-27.90,-13.80,7.00,2009,0.00,0.00,-2.39,0.00
13,5457,2008,20.03,-16.30,19.00,32.00,3.72,5.37,-26.70,-13.70,9.59,2008,0.00,0.00,-3.31,0.00
14,5457,2007,23.93,-17.40,16.70,32.00,7.58,13.50,-12.60,-6.20,13.40,2007,0.00,0.00,-1.74,0.00
15,5457,2006,28.96,-20.50,13.70,38.00,17.40,17.50,1.08,0.50,14.88,2006,0.00,0.00,0.14,0.00
16,5457,2005,36.42,19.30,13.00,38.00,17.95,14.10,10.10,4.32,15.35,2005,0.50,2.83,1.54,32.30
17,5457,2004,30.53,45.10,12.80,30.00,7.55,12.00,-4.01,-1.59,14.17,2004,0.00,0.00,-0.59,0.00
18,5457,2003,21.04,20.30,12.60,36.00,14.45,22.40,2.90,1.16,15.03,2003,0.00,0.00,0.53,0.00
19,5457,2002,17.48,67.80,6.30,49.00,27.90,29.60,13.50,5.40,16.45,2002,1.40,6.24,2.79,50.20
20,5457,2001,10.41,41.80,4.62,-1,28.00,31.30,-1,-1,11.57,2001,0.70,2.36,1.01,69.30
21,5457,2000,7.35,52.60,3.95,-1,18.10,55.20,-1,-1,12.25,2000,1.50,4.79,1.88,79.80
22,5457,1999,4.81,46.00,3.22,-1,-1,-1,-1,-1,11.90,1999,1.48,2.68,1.53,96.70
23,5457,1998,3.30,-1,2.50,-1,-1,-1,-1,-1,10.65,1998,0.40,-1,0.65,61.50
