,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3530,2021,39.96,20.10,7.82,72.00,136.50,144.00,30.00,21.50,35.40,2021,3.50,3.05,9.61,36.40
1,3530,2020,33.29,45.10,7.81,62.00,121.00,93.70,13.10,10.30,28.61,2020,2.80,1.94,3.65,76.70
2,3530,2019,22.94,12.80,7.81,53.00,99.60,87.80,7.34,6.40,26.99,2019,2.00,2.14,2.01,99.50
3,3530,2018,20.34,18.60,7.78,60.00,76.50,98.60,10.00,8.48,27.87,2018,2.00,2.28,2.17,92.10
4,3530,2017,17.15,22.00,6.80,62.00,-1,-1,22.40,17.40,14.36,2017,2.00,2.02,3.02,66.10
5,3530,2016,14.06,100.10,6.69,64.00,-1,-1,17.10,13.80,12.59,2016,1.48,-1,1.98,75.00
6,3530,2015,7.02,90.10,6.61,53.00,-1,-1,1.45,1.27,10.50,2015,0.00,-1,0.15,0.00
7,3530,2014,3.69,73.70,6.58,50.00,-1,-1,-0.71,-0.66,10.29,2014,0.00,-1,-0.07,0.00
8,3530,2013,2.13,-14.80,6.53,50.00,-1,-1,-4.72,-4.55,10.29,2013,0.00,-1,-0.50,0.00
9,3530,2012,2.50,-2.17,6.52,45.00,-1,-1,-1.99,-1.95,10.73,2012,0.00,-1,-0.34,0.00
10,3530,2011,2.55,-2.19,3.20,-1,-1,-1,-1,-1,9.82,2011,0.00,-1,0.01,0.00
11,3530,2010,2.61,97.20,2.20,-1,-1,-1,-1,-1,8.81,2010,0.00,-1,-0.32,0.00
12,3530,2009,1.32,-27.80,2.19,-1,-1,-1,-1,-1,9.13,2009,0.00,-1,-1.33,0.00
13,3530,2008,1.83,-51.10,2.19,-1,-1,-1,-1,-1,10.45,2008,0.00,-1,-1.51,0.00
14,3530,2007,3.75,-30.80,2.18,-1,-1,-1,-1,-1,12.53,2007,0.50,-1,0.45,111.00
15,3530,2006,5.41,-12.20,1.80,-1,-1,-1,-1,-1,15.18,2006,2.18,-1,2.95,74.00
