,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,6283,2021,25.48,52.30,14.80,40.00,44.60,49.30,-9.01,-6.02,12.39,2021,0.00,0.00,-0.41,0.00
1,6283,2020,16.72,36.40,14.80,40.00,39.15,27.00,-3.80,-2.80,12.89,2020,0.00,0.00,-0.25,0.00
2,6283,2019,12.26,11.60,14.80,57.00,30.90,34.50,1.29,1.08,13.29,2019,0.00,0.00,0.03,0.00
3,6283,2018,10.98,58.90,14.80,53.00,34.30,45.10,1.57,1.34,13.44,2018,0.00,0.00,0.19,0.00
4,6283,2017,6.91,-21.50,13.40,57.00,49.10,48.30,2.52,2.16,10.14,2017,0.00,0.00,0.26,0.00
5,6283,2016,8.81,-4.37,12.80,60.00,27.55,8.73,8.00,6.03,11.09,2016,1.00,2.07,1.09,91.70
6,6283,2015,9.21,-32.50,14.20,47.00,4.45,5.48,1.79,1.02,5.76,2015,0.00,0.00,0.10,0.00
7,6283,2014,13.66,-39.70,14.50,32.00,6.91,8.44,-53.90,-25.60,5.72,2014,0.00,0.00,-3.72,0.00
8,6283,2013,22.64,47.50,12.50,30.00,11.25,15.50,-20.00,-9.61,8.79,2013,0.00,0.00,-1.64,0.00
9,6283,2012,3.77,31.20,10.50,36.00,10.95,8.78,-15.80,-8.90,9.74,2012,0.00,0.00,-1.76,0.00
10,6283,2011,2.87,-61.10,10.60,36.00,6.20,9.38,-16.30,-10.70,11.73,2011,0.00,0.00,-2.04,0.00
11,6283,2010,7.09,-4.91,10.70,49.00,13.00,14.50,0.56,0.37,13.06,2010,0.00,0.00,0.02,0.00
12,6283,2009,7.46,-17.40,9.29,32.00,17.65,13.70,-12.10,-7.53,13.89,2009,0.00,0.00,-1.84,0.00
13,6283,2008,9.03,-14.90,8.86,40.00,11.85,19.70,2.75,1.73,16.76,2008,0.50,3.65,0.52,96.20
14,6283,2007,10.61,29.60,7.56,49.00,28.10,33.80,13.20,8.70,19.10,2007,2.03,10.30,2.76,73.40
15,6283,2006,8.19,14.80,6.84,57.00,27.90,22.10,18.10,11.60,18.40,2006,1.51,4.46,2.49,60.60
16,6283,2005,7.13,-4.15,4.97,47.00,23.85,27.20,12.20,6.36,17.29,2005,1.00,4.52,1.76,56.80
17,6283,2004,7.44,12.00,3.96,57.00,25.40,40.50,27.10,14.00,16.22,2004,2.26,8.30,4.16,54.30
18,6283,2003,6.64,53.30,3.33,57.00,55.50,55.10,24.80,15.70,17.47,2003,3.00,7.41,4.01,74.80
19,6283,2002,4.33,-1,2.80,66.00,-1,-1,29.80,20.70,17.66,2002,2.50,4.53,4.47,55.90
