,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3557,2021,53.02,19.70,8.03,50.00,76.70,84.30,30.10,12.20,28.35,-1,-1,-1,-1,-1
1,3557,2020,44.29,166.80,7.23,57.00,102.50,73.40,54.20,15.70,22.11,-1,-1,-1,-1,-1
2,3557,2019,16.60,5708.70,7.23,45.00,37.70,28.90,26.80,8.10,14.83,-1,-1,-1,-1,-1
3,3557,2018,0.29,-44.20,7.73,43.00,17.25,16.60,0.06,0.05,7.09,2018,0.00,0.00,0.01,0.00
4,3557,2017,0.51,-89.60,7.73,34.00,10.75,6.81,-34.70,-26.20,7.09,2017,0.00,0.00,-2.97,0.00
5,3557,2016,4.95,-29.60,14.30,27.00,6.02,4.27,-13.50,-8.92,5.43,2016,0.00,0.00,-0.96,0.00
6,3557,2015,7.03,-18.50,10.90,34.00,3.88,5.24,-8.66,-5.31,6.56,2015,0.00,0.00,-0.59,0.00
7,3557,2014,8.63,-21.00,10.90,23.00,6.81,7.46,-39.70,-25.30,7.18,2014,0.00,0.00,-3.54,0.00
8,3557,2013,10.93,-15.90,10.90,36.00,7.95,9.43,-22.50,-15.00,10.80,2013,0.00,0.00,-2.59,0.00
9,3557,2012,10.54,-6.04,10.90,34.00,9.55,8.14,-5.57,-3.63,13.42,2012,0.00,0.00,-0.73,0.00
10,3557,2011,11.22,-38.70,10.90,28.00,6.08,13.10,-29.70,-18.80,14.15,2011,0.00,0.00,-4.93,0.00
11,3557,2010,18.30,3.51,10.90,28.00,19.90,29.60,-6.44,-4.36,19.00,2010,0.00,0.00,-1.27,0.00
12,3557,2009,17.68,55.70,9.95,45.00,41.70,32.20,5.31,4.19,22.48,2009,1.12,3.78,1.16,96.60
13,3557,2008,11.35,-8.70,9.95,51.00,8.58,34.60,3.11,2.60,21.31,2008,0.00,0.00,0.61,0.00
14,3557,2007,12.44,-1,6.00,87.00,-1,-1,39.10,32.10,29.30,2007,4.50,13.00,8.46,53.20
