,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2449,2021,337.60,16.60,122.00,60.00,44.80,42.40,16.30,7.84,27.96,2021,3.00,6.93,4.23,70.90
1,2449,2020,289.60,13.40,122.00,55.00,34.75,33.40,13.10,6.25,23.98,2020,2.00,4.72,2.97,67.30
2,2449,2019,255.40,22.70,122.00,55.00,37.55,30.60,12.00,5.95,21.42,2019,1.80,5.39,2.49,72.30
3,2449,2018,208.20,5.73,122.00,51.00,23.25,25.80,7.24,4.06,20.02,2018,1.35,4.41,1.47,91.80
4,2449,2017,196.90,-1.96,122.00,57.00,30.25,29.40,9.16,5.27,20.53,2017,1.80,6.96,1.88,95.60
5,2449,2016,200.80,17.20,117.00,57.00,25.20,27.20,12.90,7.09,20.30,2016,1.80,6.11,2.56,70.20
6,2449,2015,171.30,5.22,116.00,64.00,21.55,24.40,10.10,5.69,19.23,2015,1.20,4.41,1.93,62.20
7,2449,2014,162.80,10.80,119.00,62.00,25.45,25.00,11.50,6.64,19.25,2014,1.80,7.39,2.15,83.70
8,2449,2013,146.90,0.11,119.00,57.00,20.45,20.40,8.52,4.94,18.19,2013,1.30,5.20,1.53,85.00
9,2449,2012,126.90,10.10,119.00,57.00,18.50,14.00,7.43,4.33,17.88,2012,1.10,5.39,1.31,83.60
10,2449,2011,115.30,-19.00,122.00,49.00,10.10,13.90,2.36,1.39,17.26,2011,0.67,4.74,0.38,175.00
11,2449,2010,142.40,35.30,125.00,53.00,14.90,14.50,8.16,4.61,17.62,2010,1.10,7.93,1.48,74.20
12,2449,2009,105.20,-19.30,125.00,32.00,15.20,11.10,-5.36,-2.88,16.50,2009,0.00,0.00,-0.83,0.00
13,2449,2008,130.40,-4.02,128.00,47.00,7.20,12.90,1.07,0.58,17.59,2008,0.12,1.12,0.31,40.30
14,2449,2007,135.80,3.68,121.00,49.00,15.80,23.90,8.45,4.88,18.59,2007,1.10,8.51,1.67,65.70
15,2449,2006,131.00,28.10,109.00,57.00,27.20,28.00,13.70,7.76,19.95,2006,2.10,8.79,2.66,78.90
16,2449,2005,102.30,1.99,92.20,47.00,35.95,24.80,8.44,4.47,19.15,2005,1.42,5.06,1.72,82.30
17,2449,2004,100.30,47.80,76.80,-1,21.60,31.70,-1,-1,21.11,2004,2.46,9.92,3.69,66.70
18,2449,2003,67.87,26.90,68.80,-1,34.30,20.60,-1,-1,19.18,2003,0.90,2.85,1.39,65.00
19,2449,2002,53.46,37.30,45.30,-1,15.70,20.50,-1,-1,21.11,2002,0.00,0.00,-0.69,0.00
20,2449,2001,38.93,-1,43.70,-1,14.25,16.60,-1,-1,19.19,2001,0.00,0.00,-1.81,0.00
