,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,1541,2021,62.03,17.60,7.88,27.00,43.85,49.40,17.20,6.62,22.44,2021,2.50,5.60,3.80,65.80
1,1541,2020,52.72,25.50,7.88,45.00,53.30,43.70,30.50,13.20,21.76,2020,3.00,6.08,5.79,51.80
2,1541,2019,42.00,17.00,7.88,34.00,36.40,33.20,21.10,8.51,16.21,2019,0.00,0.00,3.19,0.00
3,1541,2018,35.91,-1.71,7.88,30.00,33.00,36.40,6.98,2.76,14.08,2018,1.00,3.01,1.00,100.00
4,1541,2017,36.53,3.53,7.88,30.00,47.60,53.30,11.20,4.91,14.50,2017,1.50,4.12,1.71,87.70
5,1541,2016,35.28,22.20,7.88,41.00,53.00,53.40,27.90,14.10,16.22,2016,3.30,6.19,4.37,75.50
6,1541,2015,28.88,7.35,7.88,43.00,43.15,30.10,25.40,13.00,15.13,2015,3.21,6.01,3.59,89.50
7,1541,2014,26.90,46.10,7.88,32.00,16.40,17.00,16.90,8.35,13.20,2014,1.71,5.68,2.06,83.10
8,1541,2013,18.41,15.70,7.88,16.00,13.55,11.70,-2.57,-1.40,11.12,2013,0.00,0.00,-0.29,0.00
9,1541,2012,13.06,22.00,7.88,20.00,10.65,11.30,-8.60,-5.12,11.39,2012,0.00,0.00,-1.03,0.00
10,1541,2011,10.70,-17.40,7.88,20.00,8.70,12.30,-0.40,-0.24,12.41,2011,0.00,0.00,-0.05,0.00
11,1541,2010,12.96,-14.20,7.88,-1,17.50,20.30,-1,-1,12.48,2010,0.00,0.00,0.50,0.00
12,1541,2009,15.10,1.35,7.18,-1,24.00,14.00,-1,-1,14.13,2009,1.96,9.65,2.41,81.10
13,1541,2008,14.90,-19.50,7.18,-1,6.28,9.59,-1,-1,11.72,2008,0.00,0.00,0.53,0.00
14,1541,2007,18.52,22.90,6.84,-1,12.85,16.30,-1,-1,11.90,2007,0.60,6.26,1.15,52.20
15,1541,2006,15.06,-7.07,6.83,-1,9.95,9.18,-1,-1,10.74,2006,0.00,0.00,0.18,0.00
16,1541,2005,16.21,-30.60,6.83,-1,9.67,11.50,-1,-1,10.56,2005,0.00,0.00,-0.53,0.00
17,1541,2004,23.35,28.90,6.83,-1,13.95,18.00,-1,-1,11.09,2004,0.00,0.00,0.15,0.00
18,1541,2003,18.12,17.70,6.72,-1,22.80,26.70,-1,-1,12.43,2003,1.38,7.67,1.64,84.10
19,1541,2002,15.39,-1,6.05,-1,-1,-1,-1,-1,12.90,2002,1.90,7.12,1.91,99.50
