,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3293,2021,112.90,33.90,7.05,89.00,793.00,779.00,60.60,44.50,127.17,2021,60.00,8.22,67.21,89.30
1,3293,2020,84.26,59.20,7.05,89.00,758.00,661.00,58.50,43.40,94.35,2020,42.00,5.39,48.38,86.80
2,3293,2019,52.91,72.50,7.04,89.00,390.00,298.00,45.10,35.10,70.86,2019,25.00,3.78,28.08,89.00
3,3293,2018,30.67,-7.44,7.01,87.00,145.00,159.00,23.80,19.30,53.54,2018,11.00,3.69,12.51,87.90
4,3293,2017,33.14,-0.18,7.00,83.00,156.50,179.00,25.80,20.50,52.05,2017,11.00,6.92,12.97,84.80
5,3293,2016,33.20,73.10,6.97,83.00,199.00,226.00,28.90,22.90,48.22,2016,10.00,5.59,12.78,78.20
6,3293,2015,19.17,16.50,6.97,70.00,128.50,108.00,11.10,9.26,40.07,2015,4.50,1.99,4.40,102.00
7,3293,2014,16.46,7.18,6.97,70.00,151.00,123.00,8.56,7.31,38.52,2014,2.80,2.59,3.28,85.40
8,3293,2013,15.36,-26.70,6.95,64.00,58.00,75.60,4.19,3.58,37.07,2013,2.00,1.63,1.70,117.00
9,3293,2012,20.91,-31.70,6.95,70.00,112.50,143.00,10.00,8.14,41.26,2012,5.50,7.28,4.57,120.00
10,3293,2011,30.61,4.98,6.93,85.00,203.00,151.00,28.80,23.00,47.80,2011,11.00,7.67,13.35,82.40
11,3293,2010,29.16,-13.70,7.04,89.00,159.00,204.00,27.20,21.90,43.77,2010,9.50,6.29,11.86,80.10
12,3293,2009,33.79,35.40,6.69,94.00,274.50,235.00,47.00,37.90,44.45,2009,11.49,5.65,18.96,60.60
13,3293,2008,24.95,4.49,6.08,91.00,137.00,196.00,34.10,28.20,37.61,2008,10.99,4.68,13.25,83.00
14,3293,2007,23.88,53.20,5.47,94.00,252.50,320.00,46.10,38.40,41.00,2007,11.44,5.85,17.53,65.30
15,3293,2006,15.59,33.60,4.72,91.00,285.00,210.00,39.50,32.50,37.05,2006,10.00,3.13,12.89,77.60
16,3293,2005,11.67,37.10,3.66,94.00,-1,-1,36.60,29.30,27.90,2005,9.50,4.53,10.67,89.00
17,3293,2004,8.51,32.80,3.02,-1,-1,-1,-1,-1,27.84,2004,8.00,-1,7.08,113.00
18,3293,2003,6.41,17.30,2.11,-1,-1,-1,-1,-1,34.02,2003,8.00,-1,4.51,177.00
