,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,6231,2021,13.00,15.00,3.80,71.00,83.00,84.00,28.10,18.50,22.37,2021,5.20,5.52,5.94,87.50
1,6231,2020,11.31,17.80,3.80,66.00,109.50,83.50,21.20,13.70,19.94,2020,3.50,4.17,4.05,86.40
2,6231,2019,9.59,13.00,3.80,61.00,66.70,50.10,13.00,8.69,18.26,2019,2.00,2.39,2.32,86.20
3,6231,2018,8.49,7.95,3.80,61.00,35.60,39.40,10.20,7.42,17.59,2018,1.50,2.99,1.74,86.20
4,6231,2017,7.87,9.28,3.80,54.00,48.70,41.60,5.94,4.32,16.65,2017,0.85,2.16,0.98,86.70
5,6231,2016,7.20,-13.30,3.80,44.00,24.10,27.80,-5.71,-4.09,16.29,2016,0.30,0.72,-0.99,-30.30
6,6231,2015,8.30,-4.00,3.80,56.00,24.85,35.70,6.28,3.94,18.31,2015,0.85,3.06,1.14,74.60
7,6231,2014,8.65,-8.84,3.80,51.00,50.00,54.10,3.15,1.70,17.54,2014,0.40,1.12,0.55,72.70
8,6231,2013,9.49,-15.30,3.80,44.00,48.95,56.90,4.01,2.14,17.41,2013,0.55,1.02,0.73,75.30
9,6231,2012,9.57,-18.40,3.79,59.00,80.40,123.00,15.30,8.10,19.53,2012,2.49,4.37,3.31,75.30
10,6231,2011,11.72,30.10,3.78,83.00,143.50,137.00,43.30,25.60,23.94,2011,7.50,6.10,9.45,79.40
11,6231,2010,9.01,19.20,3.77,80.00,112.00,109.00,35.20,24.70,19.71,2010,5.50,4.01,6.54,84.10
12,6231,2009,7.56,69.20,3.31,76.00,150.50,133.00,41.30,25.60,19.04,2009,5.75,5.29,6.85,83.90
13,6231,2008,4.47,73.40,3.29,76.00,57.60,78.90,31.30,17.80,14.21,2008,1.99,1.49,3.84,51.80
14,6231,2007,2.58,24.70,3.13,63.00,87.80,73.10,14.60,9.00,10.77,2007,0.46,0.58,1.47,31.00
15,6231,2006,2.07,5.26,2.50,54.00,37.20,34.40,6.07,3.81,8.70,2006,0.00,0.00,0.52,0.00
16,6231,2005,1.96,67.50,2.48,-1,37.95,25.50,-1,-1,8.72,2005,0.00,0.00,0.76,0.00
17,6231,2004,1.17,-21.70,2.46,-1,9.50,14.10,-1,-1,7.88,2004,0.00,0.00,-4.10,0.00
18,6231,2003,1.50,-7.00,2.46,-1,17.10,21.10,-1,-1,12.04,2003,0.00,0.00,-0.52,0.00
19,6231,2002,1.61,38.90,2.36,68.00,-1,-1,7.20,6.51,13.32,2002,0.50,2.37,1.09,45.90
20,6231,2001,1.16,4.03,1.92,-1,-1,-1,-1,-1,12.02,2001,0.00,-1,0.44,0.00
21,6231,2000,1.11,-1,1.65,-1,-1,-1,-1,-1,10.87,2000,0.00,-1,-2.25,0.00
