,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,4171,2021,10.12,18.10,4.18,85.00,90.80,116.00,38.10,25.30,25.12,2021,6.00,5.36,9.01,66.60
1,4171,2020,8.57,134.30,4.06,83.00,129.50,182.00,36.40,26.40,20.03,2020,3.83,3.31,6.34,60.50
2,4171,2019,3.66,95.20,4.06,74.00,67.50,43.50,20.70,12.90,13.69,2019,0.00,0.00,2.00,0.00
3,4171,2018,1.87,20.60,3.46,57.00,38.60,23.20,10.60,4.59,8.34,2018,0.00,0.00,0.83,0.00
4,4171,2017,1.55,3.41,3.43,36.00,19.60,20.90,-17.30,-8.32,7.30,2017,0.00,0.00,-1.40,0.00
5,4171,2016,1.50,0.75,3.43,43.00,20.00,28.60,-12.00,-7.26,8.90,2016,0.00,0.00,-1.13,0.00
6,4171,2015,1.49,11.60,3.43,49.00,31.80,40.30,-7.07,-4.65,9.86,2015,0.00,0.00,-0.72,0.00
7,4171,2014,1.34,39.30,3.43,49.00,54.20,52.60,-10.40,-5.87,10.58,2014,0.00,0.00,-0.96,0.00
8,4171,2013,0.96,-3.65,3.03,40.00,-1,-1,-22.90,-11.60,7.39,2013,0.00,0.00,-1.91,0.00
9,4171,2012,0.97,-5.10,3.03,47.00,-1,-1,-9.34,-5.10,9.31,2012,0.00,-1,-0.77,0.00
