,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,1795,2021,126.20,17.60,26.30,55.00,97.50,94.80,14.20,6.85,42.21,2021,1.93,1.74,5.50,35.10
1,1795,2020,107.30,16.90,24.50,51.00,80.00,81.80,12.50,5.43,35.64,2020,0.35,0.37,4.22,8.29
2,1795,2019,91.75,42.70,24.30,49.00,115.00,103.00,9.96,4.64,31.85,2019,0.00,0.00,2.74,0.00
3,1795,2018,64.29,0.08,23.80,51.00,74.10,64.60,1.62,0.81,30.33,2018,0.00,0.00,0.42,0.00
4,1795,2017,64.24,8.83,23.80,51.00,51.00,54.40,0.81,0.42,30.59,2017,0.00,0.00,0.09,0.00
5,1795,2016,59.03,6.89,23.80,47.00,59.90,61.60,-1.08,-0.60,31.21,2016,0.00,0.00,-0.56,0.00
6,1795,2015,55.22,139.00,23.80,51.00,69.50,80.90,1.84,1.01,32.76,2015,0.00,0.00,0.44,0.00
7,1795,2014,23.10,250.80,23.80,36.00,104.50,124.00,-10.60,-5.28,33.16,2014,0.00,0.00,-2.41,0.00
8,1795,2013,6.58,30.90,7.44,40.00,90.30,52.80,-9.12,-3.56,20.05,2013,0.00,0.00,-2.40,0.00
9,1795,2012,5.06,-3.50,5.71,40.00,36.60,25.20,-31.40,-17.50,11.21,2012,0.00,0.00,-4.21,0.00
10,1795,2011,5.25,-10.20,4.46,45.00,20.50,38.40,-6.18,-3.40,13.38,2011,0.00,0.00,-0.86,0.00
11,1795,2010,5.85,-2.46,4.32,55.00,50.10,47.50,2.73,1.63,14.51,2010,0.30,0.78,0.34,88.20
12,1795,2009,5.99,9.35,3.62,49.00,-1,-1,0.72,0.46,12.61,2009,0.70,1.47,0.09,778.00
13,1795,2008,5.48,-3.34,2.97,51.00,-1,-1,9.95,6.19,13.81,2008,0.70,-1,1.35,51.90
14,1795,2007,5.67,11.90,2.70,49.00,-1,-1,12.30,7.74,14.76,2007,2.00,-1,1.77,113.00
15,1795,2006,5.06,-2.83,2.70,55.00,-1,-1,11.50,7.69,14.06,2006,1.00,-1,1.58,63.30
16,1795,2005,5.21,-0.42,2.70,53.00,-1,-1,12.80,8.74,13.37,2005,0.80,-1,1.71,46.80
17,1795,2004,5.24,4.88,2.60,-1,-1,-1,-1,-1,12.83,2004,1.20,-1,1.51,79.50
