,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3029,2021,128.80,31.00,15.20,43.00,44.00,44.60,16.20,8.16,25.72,2021,3.60,8.22,4.24,85.00
1,3029,2020,98.34,10.30,12.60,40.00,39.05,36.10,17.30,8.23,21.15,2020,3.00,6.73,3.55,84.50
2,3029,2019,89.15,34.10,12.50,38.00,30.15,28.80,15.10,7.26,19.42,2019,2.01,5.58,2.85,70.50
3,3029,2018,66.47,11.40,12.30,40.00,19.65,20.90,11.70,6.29,17.87,2018,1.50,5.20,2.06,72.70
4,3029,2017,59.68,0.59,12.20,43.00,20.05,19.00,9.48,5.51,17.01,2017,1.30,6.22,1.61,80.70
5,3029,2016,59.32,9.80,12.10,43.00,17.90,17.40,11.50,6.74,16.57,2016,1.20,6.33,1.85,64.90
6,3029,2015,54.03,8.70,12.10,45.00,17.85,19.40,11.00,5.49,15.67,2015,1.00,5.76,1.65,60.60
7,3029,2014,49.70,15.40,9.47,30.00,15.90,17.10,8.10,3.51,14.76,2014,0.81,4.20,1.18,68.90
8,3029,2013,43.07,8.93,9.47,30.00,18.70,14.90,6.14,3.05,14.16,2013,0.85,4.98,0.87,97.70
9,3029,2012,39.25,1.16,9.47,34.00,13.95,16.50,5.89,3.29,14.12,2012,0.80,5.36,0.82,97.30
10,3029,2011,38.79,13.50,9.47,40.00,15.00,22.00,3.85,2.18,14.03,2011,0.70,4.24,0.54,130.00
11,3029,2010,34.17,23.10,9.66,-1,29.05,31.40,-1,-1,14.56,2010,0.70,3.18,0.80,87.50
12,3029,2009,27.75,-13.90,9.85,-1,24.30,10.20,-1,-1,14.43,2009,0.50,1.59,0.58,86.20
13,3029,2008,32.22,7.12,9.90,-1,6.30,8.92,-1,-1,13.59,2008,0.50,4.92,0.54,93.10
14,3029,2007,30.08,16.30,9.04,-1,9.20,11.60,-1,-1,14.23,2007,0.60,6.73,0.26,231.00
15,3029,2006,25.87,3.06,8.98,-1,11.50,9.70,-1,-1,13.81,2006,0.00,0.00,0.02,0.00
16,3029,2005,25.10,-1.65,8.72,-1,10.30,10.90,-1,-1,13.90,2005,0.00,0.00,0.28,0.00
17,3029,2004,25.52,-4.02,7.44,-1,8.05,12.10,-1,-1,15.00,2004,0.47,4.34,0.39,121.00
18,3029,2003,26.59,-7.38,6.60,-1,13.55,13.00,-1,-1,16.18,2003,1.00,8.22,0.56,178.00
19,3029,2002,28.71,1.07,6.00,28.00,13.00,17.90,2.95,1.42,17.19,2002,0.95,7.30,0.50,190.00
20,3029,2001,28.41,-3.80,5.00,30.00,20.30,26.40,5.09,2.42,20.05,2001,1.87,10.40,1.02,183.00
21,3029,2000,29.53,48.60,4.06,-1,19.50,75.80,-1,-1,23.47,2000,2.18,8.25,1.83,119.00
22,3029,1999,19.87,-1,2.75,-1,-1,-1,-1,-1,17.57,1999,2.00,2.64,2.25,88.90
