,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3131,2021,36.58,47.00,2.92,68.00,378.00,372.00,22.00,11.60,109.63,2021,17.00,5.35,23.47,72.40
1,3131,2020,24.88,20.70,2.92,62.00,397.50,305.00,13.90,7.68,101.87,2020,11.00,2.96,13.92,79.00
2,3131,2019,20.61,38.90,2.92,60.00,278.50,150.00,12.90,6.98,96.28,2019,8.00,2.62,11.11,72.00
3,3131,2018,14.84,-30.00,2.47,62.00,105.50,140.00,12.60,6.73,82.48,2018,8.00,5.33,11.29,70.90
4,3131,2017,21.19,-2.04,2.47,62.00,174.00,189.00,17.50,9.06,94.08,2017,10.00,7.15,15.22,65.70
5,3131,2016,21.64,8.28,2.47,64.00,187.50,210.00,21.30,10.60,79.68,2016,10.00,5.30,15.90,62.90
6,3131,2015,19.98,24.10,2.47,72.00,223.50,171.00,25.50,13.60,69.87,2015,12.00,5.70,16.41,73.10
7,3131,2014,16.10,-29.40,2.47,70.00,156.50,177.00,20.20,11.30,58.82,2014,7.50,4.38,11.90,63.00
8,3131,2013,22.79,45.20,2.47,74.00,218.00,231.00,46.50,22.10,58.93,2013,12.00,6.79,20.30,59.10
9,3131,2012,15.69,41.70,2.20,66.00,163.00,85.10,43.20,16.60,31.61,2012,10.00,4.33,12.46,80.30
10,3131,2011,11.07,6.73,2.20,64.00,63.00,79.60,37.90,15.40,26.18,2011,7.00,8.22,8.82,79.40
11,3131,2010,10.37,145.70,2.00,66.00,-1,-1,58.80,22.40,22.17,2010,8.50,10.70,10.66,79.70
12,3131,2009,4.22,15.00,2.00,52.00,-1,-1,20.40,9.97,14.06,2009,2.50,-1,2.83,88.30
13,3131,2008,3.67,9.78,2.00,66.00,-1,-1,23.80,14.70,13.68,2008,2.50,-1,2.90,86.20
