,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,4175,2021,65.42,10.10,3.52,43.00,69.30,73.00,5.84,1.08,33.33,2021,1.60,2.22,1.97,81.20
1,4175,2020,59.40,11.80,3.16,45.00,70.00,71.00,10.00,2.06,33.90,2020,2.75,3.77,3.50,78.70
2,4175,2019,53.11,14.30,3.03,47.00,72.30,69.20,14.80,3.60,32.25,2019,3.60,5.07,4.70,76.60
3,4175,2018,46.44,6.92,2.82,49.00,54.50,61.20,12.60,3.73,31.73,2018,2.93,4.23,4.00,73.20
4,4175,2017,43.44,5.69,2.82,49.00,61.40,71.00,11.60,3.41,30.55,2017,2.60,4.25,3.29,79.00
5,4175,2016,41.10,5.92,2.52,47.00,78.20,83.70,15.20,4.95,25.83,2016,3.20,4.51,4.04,79.20
6,4175,2015,38.80,7.52,2.52,51.00,74.60,76.10,18.60,6.95,26.43,2015,4.00,4.78,4.83,82.80
7,4175,2014,36.08,7.16,2.52,51.00,78.30,82.40,19.10,6.27,24.84,2014,3.20,4.21,4.04,79.20
8,4175,2013,33.67,7.01,2.23,57.00,-1,-1,30.20,7.30,17.10,2013,3.50,4.25,4.71,74.30
9,4175,2012,31.35,11.80,2.23,51.00,-1,-1,12.30,2.66,13.25,2012,1.00,-1,1.65,60.80
