,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,4972,湯石照明           ,2021,10.52,30.00,4.02,60.00,32.00,31.90,8.39,6.86,29.70,2021,2.10,6.50,2.51,83.70
1,4972,湯石照明           ,2020,8.09,-25.50,3.97,64.00,28.15,28.80,6.95,5.75,30.03,2020,2.40,7.51,2.08,115.00
2,4972,湯石照明           ,2019,10.86,3.17,4.01,57.00,32.10,31.90,9.05,7.44,29.17,2019,2.24,7.78,2.69,83.30
3,4972,湯石照明           ,2018,10.53,6.69,4.00,60.00,30.95,35.30,8.89,7.26,29.88,2018,2.36,7.40,2.65,89.00
4,4972,湯石照明           ,2017,9.87,-16.10,3.98,64.00,30.40,32.20,10.30,8.46,29.66,2017,2.30,6.52,3.04,75.70
5,4972,湯石照明           ,2016,11.76,-9.97,3.91,66.00,34.50,38.70,10.70,8.64,29.59,2016,2.70,8.37,3.20,84.40
6,4972,湯石照明           ,2015,13.07,11.30,3.81,68.00,35.75,34.10,12.70,10.10,31.01,2015,3.00,7.76,3.80,78.90
7,4972,湯石照明           ,2014,11.74,11.00,3.67,55.00,29.80,31.60,9.52,7.44,29.89,2014,2.10,6.16,2.76,76.10
8,4972,湯石照明           ,2013,10.58,-11.00,3.52,55.00,36.20,27.90,8.04,6.20,28.70,2013,1.80,5.69,2.19,82.20
9,4972,湯石照明           ,2012,11.02,5.44,2.94,55.00,-1,-1,8.56,6.19,27.78,2012,1.59,5.70,2.33,68.20
10,4972,湯石照明           ,2011,10.45,0.89,2.73,53.00,-1,-1,8.39,5.45,28.62,2011,1.60,-1,2.28,70.20
11,4972,湯石照明           ,2010,10.36,53.40,2.56,49.00,-1,-1,8.61,5.00,27.18,2010,1.30,-1,2.28,57.00
