,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3268,2021,14.86,27.80,3.34,38.00,30.95,28.70,7.05,3.90,13.17,2021,0.60,2.39,0.95,63.20
1,3268,2020,11.63,23.40,3.34,40.00,16.50,13.30,6.41,3.29,13.78,2020,0.50,1.74,0.90,55.60
2,3268,2019,9.43,13.50,3.34,23.00,12.75,11.30,-3.88,-1.93,14.26,2019,0.00,0.00,-0.56,0.00
3,3268,2018,8.31,-15.20,3.34,23.00,10.15,14.30,-3.53,-1.84,14.68,2018,0.00,0.00,-0.52,0.00
4,3268,2017,9.80,25.30,3.34,23.00,12.10,13.90,-12.90,-6.91,14.91,2017,0.00,0.00,-1.68,0.00
5,3268,2016,7.82,0.00,3.34,26.00,11.25,12.70,-8.05,-4.96,15.38,2016,0.00,0.00,-0.78,0.00
6,3268,2015,7.82,-11.00,3.34,34.00,15.10,20.30,-4.86,-3.42,15.76,2015,0.00,0.00,-0.50,0.00
7,3268,2014,8.79,16.80,3.07,62.00,25.95,26.70,80.50,36.30,17.51,2014,1.00,4.93,10.23,9.78
8,3268,2013,7.52,-1.03,3.07,23.00,20.15,9.04,-8.51,-2.04,6.59,2013,0.00,0.00,-0.58,0.00
9,3268,2012,7.29,-41.00,3.07,21.00,6.91,9.28,-26.90,-7.22,7.00,2012,0.00,0.00,-2.17,0.00
10,3268,2011,12.36,-29.20,3.07,21.00,8.17,16.40,-3.32,-0.95,9.12,2011,0.00,0.00,-0.29,0.00
11,3268,2010,17.45,74.00,3.07,36.00,27.80,31.90,1.75,0.51,9.81,2010,0.00,0.00,0.21,0.00
12,3268,2009,10.03,38.70,3.07,30.00,34.80,27.60,-10.10,-3.20,9.71,2009,0.00,0.00,-0.97,0.00
13,3268,2008,7.23,-20.40,3.06,30.00,12.65,38.80,-20.60,-9.20,10.31,2008,0.00,0.00,-2.43,0.00
14,3268,2007,9.09,-22.40,2.78,45.00,56.70,93.60,8.07,4.55,14.98,2007,0.76,1.96,1.19,63.90
15,3268,2006,11.70,-36.60,2.77,47.00,146.00,116.00,6.43,3.78,14.16,2006,0.70,0.75,0.91,76.90
16,3268,2005,18.45,2.60,2.48,45.00,48.40,39.00,18.20,8.41,15.68,2005,1.80,1.55,2.68,67.10
17,3268,2004,17.99,85.80,1.67,45.00,-1,-1,26.10,9.25,13.95,2004,1.99,5.10,3.02,65.90
18,3268,2003,9.68,-3.30,1.17,36.00,-1,-1,17.10,6.72,12.87,2003,1.40,-1,2.20,63.60
