,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,5236,2021,22.88,25.50,5.85,87.00,151.00,155.00,32.70,24.60,44.10,2021,10.00,7.79,11.83,84.50
1,5236,2020,18.24,87.60,5.25,83.00,-1,-1,41.30,29.80,24.97,2020,8.00,5.17,9.09,88.00
2,5236,2019,9.72,12.60,5.15,70.00,-1,-1,14.80,11.20,18.59,2019,2.35,-1,2.64,89.00
3,5236,2018,8.64,20.40,5.15,60.00,-1,-1,7.23,5.57,16.97,2018,1.00,-1,1.18,84.70
4,5236,2017,7.17,0.00,5.15,51.00,-1,-1,-0.24,-0.19,15.65,2017,0.00,-1,-0.04,0.00
5,5236,2016,7.17,-5.38,5.15,57.00,-1,-1,3.19,2.55,16.94,2016,1.00,-1,0.54,185.00
6,5236,2015,7.58,-19.20,5.15,60.00,-1,-1,0.39,0.32,16.45,2015,0.00,-1,0.07,0.00
7,5236,2014,9.38,2.65,5.26,55.00,-1,-1,1.15,0.90,16.01,2014,0.00,-1,0.19,0.00
8,5236,2013,9.13,-18.80,5.13,45.00,-1,-1,-5.69,-4.33,16.11,2013,0.00,-1,-0.97,0.00
9,5236,2012,11.25,-1.80,4.99,55.00,-1,-1,2.84,2.14,18.25,2012,0.40,-1,0.51,78.40
10,5236,2011,11.46,-22.10,4.85,-1,-1,-1,-1,-1,18.62,2011,0.75,-1,0.97,77.30
