,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,6015,宏遠證,2021,26.41,102.20,33.10,70.00,18.55,18.10,26.10,7.43,16.08,2021,2.40,14.90,3.74,64.20
1,6015,宏遠證,2020,13.06,53.40,33.10,57.00,11.50,7.16,10.30,2.92,12.57,2020,0.50,2.76,1.24,40.30
2,6015,宏遠證,2019,8.51,187.00,35.10,48.00,6.97,6.48,3.63,1.22,11.25,2019,0.16,2.19,0.40,39.10
3,6015,宏遠證,2018,2.97,-67.50,36.30,36.00,6.33,7.11,-10.70,-3.82,10.69,2018,0.00,0.00,-1.20,0.00
4,6015,宏遠證,2017,9.12,80.50,36.80,52.00,8.04,7.24,4.83,2.01,12.00,2017,0.36,5.06,0.57,63.20
5,6015,宏遠證,2016,5.06,13.10,38.70,39.00,6.48,6.11,-3.57,-1.57,11.32,2016,0.00,0.00,-0.40,0.00
6,6015,宏遠證,2015,4.47,-58.50,42.70,41.00,6.40,7.41,-5.20,-2.05,11.22,2015,0.00,0.00,-0.60,0.00
7,6015,宏遠證,2014,10.77,0.99,42.70,52.00,9.12,9.45,3.43,1.34,11.74,2014,0.30,4.05,0.40,75.00
8,6015,宏遠證,2013,10.66,37.20,42.70,55.00,9.97,9.50,5.09,2.12,11.61,2013,0.30,3.18,0.61,49.20
9,6015,宏遠證,2012,7.15,75.80,45.70,68.00,7.55,6.04,39.60,15.40,12.40,2012,1.23,13.00,4.08,30.20
10,6015,宏遠證,2011,4.06,-57.80,45.70,29.00,4.52,6.95,-12.50,-4.99,8.36,2011,0.00,0.00,-1.10,0.00
11,6015,宏遠證,2010,9.63,-27.80,45.70,40.00,10.10,8.71,0.35,0.15,9.21,2010,0.00,0.00,0.03,0.00
12,6015,宏遠證,2009,13.35,799.40,43.00,43.00,11.65,7.76,7.15,2.65,9.29,2009,0.00,0.00,0.63,0.00
13,6015,宏遠證,2008,1.48,-89.40,43.00,21.00,6.70,11.10,-20.70,-7.43,8.46,2008,0.00,0.00,-1.97,0.00
14,6015,宏遠證,2007,13.96,64.00,43.00,55.00,12.80,11.10,12.40,4.63,10.53,2007,0.00,0.00,1.23,0.00
15,6015,宏遠證,2006,8.51,85.80,43.00,43.00,7.05,6.30,3.63,1.48,9.33,2006,0.00,0.00,0.33,0.00
16,6015,宏遠證,2005,4.58,226.50,43.00,26.00,7.12,5.33,-12.20,-6.24,9.03,2005,0.00,0.00,-1.26,0.00
17,6015,宏遠證,2004,1.40,-77.30,54.00,32.00,5.55,6.64,-21.40,-13.20,6.66,2004,0.00,0.00,-1.59,0.00
18,6015,宏遠證,2003,6.19,39.70,54.00,36.00,3.79,3.30,0.05,0.03,8.25,2003,0.00,0.00,0.00,0.00
19,6015,宏遠證,2002,4.43,-40.00,54.00,31.00,2.45,3.93,-12.60,-7.93,8.26,2002,0.00,0.00,-1.04,0.00
20,6015,宏遠證,2001,7.37,-57.10,54.00,-1,4.46,3.66,-1,-1,9.29,2001,0.00,0.00,-1.53,0.00
21,6015,宏遠證,2000,17.21,-7.97,54.00,-1,2.94,7.33,-1,-1,10.78,2000,0.00,0.00,-1.63,0.00
22,6015,宏遠證,1999,18.70,-33.30,54.00,-1,5.15,9.10,-1,-1,12.40,1999,0.00,0.00,-0.89,0.00
23,6015,宏遠證,1998,28.05,-22.50,54.00,-1,9.15,26.00,-1,-1,-1,1998,0.00,0.00,-2.19,0.00
24,6015,宏遠證,1997,36.21,-1,45.00,-1,39.10,56.50,-1,-1,18.70,1997,2.00,7.69,4.09,48.90
