,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3211,順達               ,2021,207.70,7.34,14.90,51.00,102.50,103.00,38.90,16.60,64.99,2021,15.03,15.60,22.42,67.00
1,3211,順達               ,2020,193.50,8.81,14.70,43.00,84.40,75.10,14.50,5.82,49.65,2020,6.50,6.31,7.02,92.60
2,3211,順達               ,2019,177.80,-0.59,14.70,40.00,60.90,52.50,11.90,4.85,47.35,2019,5.00,6.66,5.61,89.10
3,3211,順達               ,2018,178.90,13.80,14.70,30.00,45.00,41.50,9.43,3.88,46.92,2018,3.50,6.67,4.35,80.50
4,3211,順達               ,2017,157.10,-10.60,15.20,34.00,44.85,41.60,6.07,2.59,45.37,2017,2.50,6.02,2.81,89.00
5,3211,順達               ,2016,175.70,-18.70,15.20,38.00,37.10,44.30,6.56,2.89,47.27,2016,3.00,7.21,3.21,93.50
6,3211,順達               ,2015,216.20,-16.10,15.20,36.00,48.50,61.50,9.12,4.04,50.74,2015,3.50,7.90,4.64,75.40
7,3211,順達               ,2014,257.70,-0.64,15.20,43.00,73.70,80.50,12.30,5.16,51.50,2014,5.00,8.13,6.09,82.10
8,3211,順達               ,2013,259.40,-7.64,15.20,40.00,83.00,92.70,11.60,5.05,47.74,2013,5.00,6.21,5.50,90.90
9,3211,順達               ,2012,280.80,19.40,15.20,49.00,114.50,142.00,23.40,10.20,47.10,2012,6.50,7.01,10.24,63.50
10,3211,順達               ,2011,235.20,32.20,13.00,51.00,115.50,110.00,28.60,12.30,44.64,2011,6.50,4.57,11.70,55.50
11,3211,順達               ,2010,177.90,15.30,13.00,45.00,95.00,95.80,24.80,12.20,37.02,2010,5.99,5.44,8.94,67.00
12,3211,順達               ,2009,154.30,-12.00,12.90,50.00,113.00,87.50,26.90,13.30,35.02,2009,5.99,6.25,8.86,67.60
13,3211,順達               ,2008,175.40,31.40,11.50,48.00,61.20,101.00,35.10,17.10,33.70,2008,7.00,8.00,10.78,64.90
14,3211,順達               ,2007,133.50,70.60,10.10,50.00,105.50,81.80,36.40,17.80,31.14,2007,6.90,6.83,9.98,69.10
15,3211,順達               ,2006,78.24,54.30,8.71,43.00,59.30,64.10,28.00,13.80,25.67,2006,3.86,4.72,6.60,58.40
16,3211,順達               ,2005,50.72,30.80,5.85,55.00,69.50,60.60,39.00,20.70,23.04,2005,6.50,10.10,8.03,80.90
17,3211,順達               ,2004,38.79,36.10,5.00,50.00,47.20,47.80,42.90,22.40,21.22,2004,5.00,8.25,7.10,70.40
18,3211,順達               ,2003,28.51,-1,3.28,41.00,-1,-1,23.90,13.30,17.41,2003,3.10,6.49,3.82,81.20
