,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,8284,2021,22.06,16.90,4.63,57.00,45.30,46.80,18.10,12.00,23.35,2021,3.00,5.85,4.06,73.90
1,8284,2020,18.87,12.80,4.63,55.00,48.50,54.50,14.10,8.95,21.58,2020,2.36,5.03,2.75,85.70
2,8284,2019,16.72,16.30,4.12,66.00,-1,-1,26.50,16.10,17.61,2019,3.00,5.51,4.48,67.00
3,8284,2018,14.39,19.60,4.13,62.00,-1,-1,20.10,12.40,15.91,2018,2.68,-1,3.06,87.60
4,8284,2017,12.03,17.10,4.14,55.00,-1,-1,13.10,8.27,13.97,2017,1.20,-1,1.75,68.60
5,8284,2016,10.28,9.00,4.15,51.00,-1,-1,9.17,5.90,11.98,2016,0.00,-1,1.09,0.00
6,8284,2015,9.43,4.65,3.60,55.00,-1,-1,12.10,7.80,12.63,2015,1.33,-1,1.49,89.30
7,8284,2014,9.01,34.40,3.11,62.00,-1,-1,22.30,14.60,13.95,2014,2.62,-1,2.94,89.10
8,8284,2013,6.70,10.70,3.11,57.00,-1,-1,15.40,10.50,12.36,2013,1.33,-1,1.85,71.60
9,8284,2012,6.25,20.40,2.60,68.00,-1,-1,27.50,19.20,14.35,2012,3.36,-1,3.58,93.60
10,8284,2011,5.19,31.60,2.33,64.00,-1,-1,24.00,16.80,13.25,2011,2.39,-1,2.81,84.90
11,8284,2010,3.94,29.90,2.33,47.00,-1,-1,0.14,0.11,10.49,2010,0.00,-1,0.02,0.00
12,8284,2009,3.04,22.60,2.33,55.00,-1,-1,15.20,11.90,11.34,2009,0.82,-1,1.60,51.00
13,8284,2008,2.48,32.90,2.33,40.00,-1,-1,-6.58,-5.52,9.74,2008,0.00,-1,-0.68,0.00
14,8284,2007,1.86,54.20,2.33,57.00,-1,-1,7.10,6.15,11.13,-1,-1,-1,-1,-1
15,8284,2006,1.21,30.10,2.33,70.00,-1,-1,11.60,10.30,11.00,-1,-1,-1,-1,-1
16,8284,2005,0.93,-20.80,2.33,62.00,-1,-1,3.55,3.26,9.79,-1,-1,-1,-1,-1
17,8284,2004,1.17,52.50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,8284,2003,0.77,-23.40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,8284,2002,1.00,-34.60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
