,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2855,統一證             ,2021,116.20,21.30,146.00,59.00,23.65,24.20,13.10,3.47,21.76,2021,1.89,8.77,2.75,68.70
1,2855,統一證             ,2020,95.81,34.10,140.00,59.00,18.40,14.60,12.90,3.45,21.01,2020,1.90,7.85,2.58,73.60
2,2855,統一證             ,2019,71.42,23.70,137.00,52.00,14.45,13.40,9.05,2.86,19.45,2019,1.20,8.22,1.72,69.80
3,2855,統一證             ,2018,57.74,-20.60,139.00,48.00,11.50,14.10,4.76,1.55,18.44,2018,0.70,5.22,0.87,80.40
4,2855,統一證             ,2017,72.70,61.60,139.00,59.00,14.35,13.70,10.80,3.05,18.26,2017,1.20,8.53,1.88,63.80
5,2855,統一證             ,2016,44.98,-1.82,134.00,43.00,11.80,12.10,3.63,1.07,17.28,2016,0.41,2.99,0.62,66.10
6,2855,統一證             ,2015,45.81,-11.30,132.00,45.00,13.35,15.00,4.20,1.43,17.42,2015,0.51,4.24,0.72,71.30
7,2855,統一證             ,2014,51.64,11.90,132.00,55.00,16.65,16.70,6.98,2.57,17.41,2014,0.81,5.40,1.20,67.50
8,2855,統一證             ,2013,46.14,13.00,132.00,50.00,17.70,17.20,6.20,2.45,16.90,2013,0.74,4.42,1.03,71.80
9,2855,統一證             ,2012,36.99,-16.20,132.00,50.00,16.90,15.50,5.53,2.36,16.45,2012,0.52,3.02,0.88,58.90
10,2855,統一證             ,2011,44.15,-14.70,128.00,43.00,14.30,17.70,2.76,1.14,16.15,2011,0.30,1.93,0.44,68.20
11,2855,統一證             ,2010,51.74,-14.50,123.00,50.00,19.05,17.90,9.03,3.59,17.02,2010,1.07,6.05,1.50,71.30
12,2855,統一證             ,2009,60.49,26.20,119.00,57.00,22.00,16.80,11.00,4.94,16.86,2009,1.22,6.81,1.76,69.30
13,2855,統一證             ,2008,47.92,-40.10,122.00,38.00,11.20,18.10,-2.86,-1.11,14.86,2008,0.00,0.00,-0.44,0.00
14,2855,統一證             ,2007,79.98,46.10,118.00,57.00,18.20,20.00,12.70,4.33,16.63,2007,1.33,7.34,2.05,64.90
15,2855,統一證             ,2006,54.73,33.20,114.00,57.00,17.55,14.90,12.30,4.02,16.09,2006,1.25,6.26,1.91,65.40
16,2855,統一證             ,2005,41.09,-14.30,114.00,45.00,15.00,15.70,6.09,2.11,14.87,2005,0.63,4.24,0.90,70.20
17,2855,統一證             ,2004,47.94,1.92,114.00,50.00,17.90,16.30,8.14,3.00,14.83,2004,0.87,5.55,1.21,71.90
18,2855,統一證             ,2003,47.04,0.23,114.00,55.00,14.05,13.10,11.80,4.04,14.76,2003,1.00,6.13,1.68,59.50
19,2855,統一證             ,2002,46.93,8.41,114.00,43.00,11.60,13.00,4.99,1.93,13.49,2002,0.50,3.81,0.67,74.60
20,2855,統一證             ,2001,43.29,-30.40,113.00,43.00,11.15,8.65,8.26,3.54,13.82,2001,0.90,6.93,1.10,81.80
21,2855,統一證             ,2000,62.17,3.28,123.00,-1,6.65,17.30,-1,-1,12.47,2000,0.00,0.00,0.10,0.00
22,2855,統一證             ,1999,60.19,6.00,109.00,-1,16.00,16.80,-1,-1,13.95,1999,1.20,6.94,1.77,67.80
23,2855,統一證             ,1998,56.79,-1,101.00,-1,-1,-1,-1,-1,13.20,1998,0.80,4.77,0.54,148.00
