,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2540,2021,53.26,11.40,16.10,51.00,72.20,73.70,19.60,6.25,38.79,2021,10.00,9.74,7.02,142.00
1,2540,2020,47.78,116.00,14.70,49.00,69.90,40.90,18.80,6.36,35.95,2020,2.00,2.71,6.18,32.40
2,2540,2019,22.12,18.60,14.70,38.00,26.70,24.30,4.75,1.68,29.77,2019,0.00,0.00,1.38,0.00
3,2540,2018,18.65,85.40,14.70,36.00,28.80,26.80,4.50,1.68,28.38,2018,0.00,0.00,1.26,0.00
4,2540,2017,10.06,-13.10,14.70,38.00,21.00,24.00,0.45,0.18,27.68,2017,0.00,0.00,0.12,0.00
5,2540,2016,11.58,38.20,14.70,49.00,24.05,26.90,6.66,2.71,27.55,2016,0.00,0.00,1.78,0.00
6,2540,2015,8.38,-27.10,14.70,47.00,33.30,33.60,5.85,3.02,25.78,2015,0.00,0.00,1.46,0.00
7,2540,2014,11.50,126.90,14.70,43.00,40.00,46.70,3.02,2.13,24.31,2014,0.00,0.00,0.73,0.00
8,2540,2013,5.07,13872.10,9.66,66.00,58.70,25.20,25.60,16.60,15.91,2013,0.00,0.00,7.91,0.00
9,2540,2012,0.00,-1,0.70,28.00,5.80,6.14,-47.70,-7.50,3.41,2012,0.00,0.00,-2.33,0.00
10,2540,2011,0.00,-1,0.70,26.00,6.87,7.66,-29.60,-6.16,5.74,2011,0.00,0.00,-2.17,0.00
11,2540,2010,0.00,-1,0.70,26.00,9.60,8.50,-27.10,-6.43,7.91,2010,0.00,0.00,-2.63,0.00
12,2540,2009,0.00,-100.00,0.70,28.00,8.01,6.81,-29.30,-6.05,10.55,2009,0.00,0.00,-3.78,0.00
13,2540,2008,0.02,-77.40,0.70,45.00,7.33,7.61,27.90,5.54,14.33,2008,0.00,0.00,6.63,0.00
14,2540,2007,0.07,-1,0.70,47.00,1.58,2.10,6.45,1.33,8.05,2007,0.00,0.00,1.93,0.00
