,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,8341,2021,33.54,15.40,11.20,74.00,199.50,212.00,28.70,10.00,28.58,2021,8.00,3.86,8.47,94.50
1,8341,2020,29.07,10.90,11.20,81.00,233.00,244.00,31.60,13.40,28.44,2020,8.20,3.88,8.91,92.00
2,8341,2019,26.20,18.80,11.20,85.00,234.00,256.00,33.80,19.30,27.28,2019,8.00,3.28,8.91,89.80
3,8341,2018,22.06,15.90,11.20,85.00,203.00,222.00,29.60,20.50,25.48,2018,6.50,2.54,7.38,88.10
4,8341,2017,19.04,4.82,11.20,91.00,255.00,171.00,30.40,22.50,24.34,2017,6.00,2.70,7.03,85.30
5,8341,2016,18.16,11.80,11.20,89.00,113.00,133.00,26.10,18.90,21.93,2016,4.50,2.64,5.50,81.80
6,8341,2015,16.25,31.60,11.20,86.00,128.50,95.50,27.60,17.00,20.25,2015,3.50,2.63,4.71,74.30
7,8341,2014,12.34,14.00,10.00,68.00,-1,-1,21.60,10.90,14.65,2014,2.20,2.30,3.04,72.40
8,8341,2013,10.82,214.50,10.00,64.00,-1,-1,19.60,10.00,-1,2013,2.00,-1,2.66,75.20
9,8341,2012,3.44,9.35,-1,-1,-1,-1,-1,-1,11.88,2012,0.80,-1,-1,-1
10,8341,2011,3.15,9.60,-1,-1,-1,-1,-1,-1,11.70,2011,0.80,-1,1.12,71.40
11,8341,2010,2.87,18.40,-1,-1,-1,-1,-1,-1,11.02,2010,0.70,-1,0.81,86.40
12,8341,2009,2.42,8.79,-1,-1,-1,-1,-1,-1,10.89,2009,0.35,-1,0.49,71.40
13,8341,2008,2.23,8.98,7.50,40.00,-1,-1,1.96,1.43,10.49,-1,-1,-1,-1,-1
14,8341,2007,2.04,11.60,5.47,29.00,-1,-1,-1.29,-0.86,9.95,-1,-1,-1,-1,-1
15,8341,2006,1.83,-23.90,5.47,26.00,-1,-1,-5.64,-3.71,9.80,-1,-1,-1,-1,-1
16,8341,2005,2.41,1.24,5.47,-1,-1,-1,-1,-1,10.24,-1,-1,-1,-1,-1
17,8341,2004,2.38,-13.30,5.47,-1,-1,-1,-1,-1,11.61,-1,-1,-1,-1,-1
18,8341,2003,2.75,-9.58,5.47,-1,-1,-1,-1,-1,11.95,-1,-1,-1,-1,-1
