,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3564,2021,20.17,14.50,5.91,32.00,30.50,25.40,3.87,2.09,19.61,2021,0.60,2.23,0.75,80.00
1,3564,2020,17.61,16.10,5.91,40.00,24.50,26.80,4.67,3.19,19.42,2020,0.60,2.36,0.90,66.70
2,3564,2019,15.17,33.10,5.91,43.00,36.40,32.20,5.82,3.30,19.09,2019,0.60,2.24,0.89,67.40
3,3564,2018,11.40,13.90,2.85,21.00,19.00,21.30,-12.70,-5.12,17.88,2018,0.00,0.00,-2.45,0.00
4,3564,2017,10.01,-22.40,2.25,20.00,27.70,33.00,-16.00,-7.46,20.62,2017,0.00,0.00,-3.65,0.00
5,3564,2016,12.90,-3.47,2.05,45.00,45.70,53.90,12.50,6.54,27.54,2016,2.00,6.06,3.42,58.50
6,3564,2015,13.36,32.00,2.04,55.00,62.50,62.40,24.90,14.00,27.09,2015,2.99,5.54,6.16,48.50
7,3564,2014,10.13,4.64,2.04,45.00,49.75,59.00,17.30,11.80,22.40,2014,1.80,2.89,3.65,49.30
8,3564,2013,9.68,10.50,2.00,50.00,88.00,94.50,16.20,10.50,20.14,2013,1.50,2.54,3.13,47.90
9,3564,2012,8.81,38.90,1.73,45.00,-1,-1,29.10,16.40,15.84,2012,2.36,2.50,4.02,58.70
10,3564,2011,6.35,16.20,1.73,34.00,-1,-1,5.71,3.32,11.92,2011,0.00,-1,0.66,0.00
11,3564,2010,5.46,71.90,1.73,32.00,-1,-1,0.77,0.51,11.15,2010,0.00,-1,0.09,0.00
12,3564,2009,3.18,-10.30,1.73,36.00,-1,-1,-7.30,-5.47,11.10,2009,0.00,-1,-0.84,0.00
13,3564,2008,3.54,-30.40,1.73,34.00,-1,-1,-17.40,-13.80,11.99,2008,0.00,-1,-2.32,0.00
14,3564,2007,5.10,54.40,1.36,57.00,-1,-1,21.20,16.30,18.58,2007,2.50,-1,3.16,79.10
