,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2543,2021,80.02,24.90,23.70,34.00,7.93,7.53,17.00,4.67,9.95,2021,0.00,0.00,1.56,0.00
1,2543,2020,64.06,12.40,24.20,30.00,7.18,6.83,2.40,0.66,8.44,2020,0.00,0.00,0.15,0.00
2,2543,2019,56.97,28.10,24.20,27.00,7.36,7.49,0.96,0.28,8.32,2019,0.00,0.00,0.10,0.00
3,2543,2018,44.48,10.90,24.20,14.00,7.75,8.06,-21.90,-9.05,8.23,2018,0.00,0.00,-2.16,0.00
4,2543,2017,40.10,-13.70,24.20,36.00,8.25,8.79,0.13,0.07,10.49,2017,0.00,0.00,0.04,0.00
5,2543,2016,46.45,-15.50,24.20,38.00,9.25,9.30,3.92,1.96,10.76,2016,0.30,3.41,0.47,63.80
6,2543,2015,54.98,0.43,24.20,34.00,8.33,9.58,5.07,2.47,10.61,2015,0.31,3.29,0.49,62.40
7,2543,2014,54.75,52.00,24.20,38.00,11.50,9.25,13.60,6.17,10.15,2014,0.00,0.00,1.31,0.00
8,2543,2013,36.01,-3.14,17.90,38.00,7.80,8.04,14.20,4.99,9.61,2013,0.00,0.00,1.47,0.00
9,2543,2012,31.73,-19.10,17.90,36.00,6.15,5.79,0.84,0.28,8.63,2012,0.00,0.00,0.15,0.00
10,2543,2011,39.24,-14.80,17.90,34.00,5.99,6.76,4.18,1.50,8.50,2011,0.00,0.00,0.42,0.00
11,2543,2010,46.05,15.10,18.10,19.00,6.41,6.54,-13.00,-4.78,8.08,2010,0.00,0.00,-1.35,0.00
12,2543,2009,42.01,-47.00,18.10,19.00,6.25,6.10,-19.20,-7.35,9.42,2009,0.00,0.00,-2.08,0.00
13,2543,2008,79.31,-7.15,18.10,32.00,4.90,7.52,3.15,1.01,11.50,2008,0.00,0.00,0.40,0.00
14,2543,2007,85.42,-1,17.20,34.00,9.16,12.00,5.97,1.61,11.70,2007,0.55,7.31,0.67,82.10
