,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,6292,迅德               ,2021,12.12,19.40,4.69,60.00,43.65,40.30,23.10,13.10,23.16,2021,3.60,7.80,5.01,71.90
1,6292,迅德               ,2020,10.15,0.56,4.69,60.00,37.15,35.40,15.00,8.90,20.28,2020,2.70,6.70,3.10,87.10
2,6292,迅德               ,2019,10.09,-24.00,4.69,66.00,34.55,31.60,21.20,12.40,20.96,2019,3.52,9.96,4.28,82.30
3,6292,迅德               ,2018,13.28,-5.31,4.69,57.00,29.20,30.10,9.80,5.62,19.30,2018,2.30,7.28,1.92,120.00
4,6292,迅德               ,2017,14.03,-4.90,4.69,53.00,31.60,33.40,12.70,7.40,19.85,2017,2.30,7.64,2.58,89.10
5,6292,迅德               ,2016,14.75,3.25,4.69,62.00,29.00,27.80,16.40,9.75,20.76,2016,3.20,9.57,3.35,95.50
6,6292,迅德               ,2015,14.29,2.63,4.69,55.00,27.70,30.80,10.00,6.30,20.04,2015,2.00,7.18,2.06,97.10
7,6292,迅德               ,2014,13.92,-2.56,4.69,55.00,29.20,32.20,15.90,10.80,21.02,2014,3.00,9.75,3.31,90.60
8,6292,迅德               ,2013,14.29,-4.87,4.69,51.00,33.60,27.40,13.50,9.46,20.54,2013,3.20,9.95,2.72,118.00
9,6292,迅德               ,2012,13.23,-0.20,4.69,57.00,22.45,23.40,14.50,10.20,19.85,2012,2.50,9.12,2.83,88.50
10,6292,迅德               ,2011,13.26,-7.83,4.81,55.00,24.15,29.80,14.70,9.90,18.83,2011,1.50,6.40,2.78,54.00
11,6292,迅德               ,2010,14.39,71.40,4.88,60.00,33.80,30.00,19.30,13.50,18.96,2010,2.90,9.74,3.54,81.90
12,6292,迅德               ,2009,8.39,-23.00,4.88,57.00,25.50,15.00,12.50,9.65,17.74,2009,1.60,5.33,2.08,76.90
13,6292,迅德               ,2008,10.90,-10.30,5.12,38.00,10.35,17.10,-6.55,-4.82,15.53,2008,0.41,2.72,-1.10,-37.00
14,6292,迅德               ,2007,12.15,19.20,5.02,49.00,20.50,26.20,11.00,7.53,18.43,2007,1.26,7.35,1.90,66.10
15,6292,迅德               ,2006,10.20,16.50,4.83,45.00,21.60,15.00,8.51,5.70,16.62,2006,1.00,3.82,1.54,64.90
16,6292,迅德               ,2005,8.75,-7.28,4.60,45.00,13.70,13.60,6.72,4.49,16.06,2005,0.80,5.33,1.23,65.00
17,6292,迅德               ,2004,9.44,16.00,4.60,49.00,14.90,26.00,9.38,6.48,15.34,2004,1.00,7.37,1.47,68.00
18,6292,迅德               ,2003,8.14,11.00,4.40,72.00,39.10,41.00,21.70,16.10,16.94,2003,2.04,7.84,3.43,59.40
19,6292,迅德               ,2002,7.33,-1,3.80,72.00,-1,-1,28.80,18.80,16.95,2002,2.50,6.10,4.05,61.70
