,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,8435,鉅邁               ,2021,7.73,8.38,3.17,70.00,59.20,56.50,17.00,12.90,23.96,2021,3.80,6.11,4.03,94.30
1,8435,鉅邁               ,2020,7.13,-6.85,3.17,70.00,50.90,50.20,15.20,12.00,23.50,2020,3.50,6.20,3.54,98.90
2,8435,鉅邁               ,2019,7.66,-0.24,3.17,70.00,50.60,50.70,15.10,11.90,23.16,2019,3.35,6.68,3.50,95.70
3,8435,鉅邁               ,2018,7.68,2.84,3.17,70.00,46.20,49.30,14.40,11.30,23.18,2018,3.20,6.31,3.34,95.80
4,8435,鉅邁               ,2017,7.46,13.60,3.17,66.00,51.20,47.90,15.10,12.20,23.29,2017,3.30,6.69,3.49,94.60
5,8435,鉅邁               ,2016,6.57,3.33,3.17,68.00,40.70,44.90,12.80,10.60,22.88,2016,3.00,6.26,2.98,101.00
6,8435,鉅邁               ,2015,6.36,-0.24,3.17,70.00,46.95,50.00,13.00,10.90,23.75,2015,3.15,7.01,3.09,102.00
7,8435,鉅邁               ,2014,6.37,4.40,3.08,73.00,52.40,51.90,13.60,11.60,24.45,2014,3.30,6.61,3.27,101.00
8,8435,鉅邁               ,2013,6.11,-3.13,2.96,73.00,57.30,50.40,15.40,13.00,24.57,2013,3.30,6.36,3.70,89.20
9,8435,鉅邁               ,2012,4.88,14.80,2.96,73.00,39.35,39.40,15.70,12.90,23.36,2012,3.00,5.96,3.68,81.60
10,8435,鉅邁               ,2011,4.25,2.47,2.49,68.00,-1,-1,16.80,13.60,21.56,2011,3.00,7.62,3.44,87.20
