,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2404,漢唐               ,2021,256.10,-28.50,19.10,55.00,181.50,210.00,28.30,11.10,50.41,2021,13.00,7.16,14.53,89.50
1,2404,漢唐               ,2020,358.40,49.80,19.10,57.00,216.00,198.00,43.30,16.30,52.49,2020,17.00,8.08,21.16,80.30
2,2404,漢唐               ,2019,239.20,32.00,19.10,57.00,196.00,142.00,35.70,13.20,44.95,2019,13.00,6.55,14.77,88.00
3,2404,漢唐               ,2018,181.30,44.70,19.10,55.00,89.70,62.40,32.30,12.10,38.06,2018,10.00,7.02,9.42,106.00
4,2404,漢唐               ,2017,125.30,-18.80,23.80,53.00,58.70,59.40,20.30,7.98,26.87,2017,6.00,9.61,5.10,118.00
5,2404,漢唐               ,2016,154.30,24.20,23.80,53.00,49.30,48.00,24.70,10.00,27.79,2016,6.00,10.10,6.52,92.00
6,2404,漢唐               ,2015,124.20,78.90,23.80,51.00,42.50,34.80,21.80,9.05,26.05,2015,4.50,9.38,5.24,85.90
7,2404,漢唐               ,2014,69.41,-39.40,23.80,49.00,30.30,33.00,14.20,6.16,23.33,2014,2.50,7.19,3.14,79.60
8,2404,漢唐               ,2013,114.40,24.90,23.80,53.00,36.90,29.90,23.00,10.20,22.33,2013,2.40,7.28,4.73,50.70
9,2404,漢唐               ,2012,80.49,-28.90,23.80,43.00,24.40,26.90,11.10,4.99,19.64,2012,1.80,6.03,2.28,79.10
10,2404,漢唐               ,2011,113.20,41.20,23.80,49.00,25.55,36.00,16.70,8.26,20.63,2011,3.00,11.10,3.47,86.50
11,2404,漢唐               ,2010,80.21,179.60,25.10,64.00,41.75,35.90,25.60,13.50,21.27,2010,3.97,11.00,4.92,80.70
12,2404,漢唐               ,2009,28.69,-63.80,25.10,51.00,27.65,16.10,8.09,3.88,16.95,2009,1.51,4.22,1.33,114.00
13,2404,漢唐               ,2008,79.32,-12.80,25.10,45.00,11.00,22.50,10.50,4.88,16.39,2008,0.97,6.01,1.81,53.60
14,2404,漢唐               ,2007,90.91,22.90,25.10,53.00,26.80,28.40,20.20,10.20,18.55,2007,2.90,12.90,3.60,80.60
15,2404,漢唐               ,2006,73.99,-15.40,25.10,47.00,24.20,23.80,15.00,7.84,17.36,2006,2.00,7.03,2.57,77.80
16,2404,漢唐               ,2005,87.50,-5.85,23.70,47.00,27.60,30.70,15.20,8.08,17.71,2005,2.50,10.50,2.86,87.40
17,2404,漢唐               ,2004,92.94,21.50,21.50,-1,30.00,38.60,-1,-1,18.13,2004,2.77,9.03,3.89,71.30
18,2404,漢唐               ,2003,76.52,-0.28,18.90,-1,45.60,33.40,-1,-1,16.56,2003,3.02,7.84,3.66,82.60
19,2404,漢唐               ,2002,76.73,91.60,17.90,-1,29.20,32.20,-1,-1,14.61,2002,2.00,5.98,2.80,71.40
20,2404,漢唐               ,2001,40.05,-13.30,16.40,-1,28.70,25.40,-1,-1,13.91,2001,1.70,5.27,2.21,76.90
21,2404,漢唐               ,2000,46.17,34.40,14.50,-1,20.90,50.60,-1,-1,16.67,2000,2.50,9.85,2.60,96.20
22,2404,漢唐               ,1999,34.35,54.60,11.40,51.00,60.00,56.90,17.60,10.90,19.03,1999,2.90,5.73,3.06,94.80
23,2404,漢唐               ,1998,22.22,9.56,8.99,43.00,57.00,62.10,14.90,8.81,20.69,1998,2.80,4.92,3.10,90.30
24,2404,漢唐               ,1997,20.28,-1,6.08,-1,-1,-1,-1,-1,14.30,1997,2.50,4.02,2.79,89.60
