,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2546,根基               ,2021,107.70,-23.80,10.60,45.00,49.65,48.20,22.50,7.91,33.11,2021,3.60,6.77,6.98,51.60
1,2546,根基               ,2020,141.30,23.30,10.60,43.00,49.15,42.60,21.60,7.07,28.94,2020,3.60,7.47,5.91,60.90
2,2546,根基               ,2019,114.60,0.29,10.60,41.00,37.60,34.20,15.30,5.27,25.85,2019,3.00,7.04,3.79,79.20
3,2546,根基               ,2018,114.30,36.60,10.60,39.00,27.25,24.40,16.70,6.00,23.89,2018,3.00,8.78,3.84,78.10
4,2546,根基               ,2017,83.69,0.67,10.60,39.00,20.90,18.40,12.90,4.90,22.20,2017,2.16,8.84,2.79,77.40
5,2546,根基               ,2016,83.13,41.80,10.60,36.00,17.10,15.60,9.51,3.94,20.88,2016,1.50,8.16,1.93,77.70
6,2546,根基               ,2015,58.60,6.06,10.60,34.00,14.90,16.00,6.33,2.84,19.19,2015,1.00,6.40,1.27,78.70
7,2546,根基               ,2014,55.25,-7.50,10.60,36.00,15.65,16.50,8.28,3.99,20.36,2014,1.50,9.39,1.68,89.30
8,2546,根基               ,2013,59.73,-8.50,10.60,36.00,16.15,15.30,8.66,3.95,20.13,2013,1.00,6.05,1.68,59.50
9,2546,根基               ,2012,68.90,7.76,10.60,36.00,12.85,13.70,5.11,2.19,18.68,2012,1.00,6.55,0.93,108.00
10,2546,根基               ,2011,63.94,5.91,10.80,34.00,14.05,24.70,6.13,2.73,17.71,2011,0.50,3.65,1.14,43.90
11,2546,根基               ,2010,60.37,56.20,10.30,36.00,29.80,27.50,17.40,7.31,19.62,2010,2.86,11.60,3.70,77.30
12,2546,根基               ,2009,38.66,36.90,6.64,43.00,25.70,17.10,26.60,10.20,17.03,2009,2.90,10.60,3.87,75.00
13,2546,根基               ,2008,28.23,20.70,6.61,25.00,9.45,12.00,5.84,2.48,12.18,2008,0.50,2.93,0.73,68.50
14,2546,根基               ,2007,23.39,-1,6.61,32.00,11.30,12.60,9.32,4.20,12.40,2007,0.50,4.18,1.18,42.40
