,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2480,敦陽科             ,2021,65.80,18.70,10.60,55.00,72.80,69.70,21.80,11.10,28.39,2021,5.62,6.38,6.00,93.70
1,2480,敦陽科             ,2020,55.43,0.38,10.60,47.00,66.50,62.60,17.70,9.17,26.60,2020,4.30,6.17,4.68,91.90
2,2480,敦陽科             ,2019,55.21,18.80,10.60,51.00,53.70,51.80,16.40,8.86,26.30,2019,4.45,7.11,4.20,106.00
3,2480,敦陽科             ,2018,46.48,10.60,10.60,51.00,38.25,38.50,15.60,8.72,24.82,2018,3.42,6.61,3.80,90.00
4,2480,敦陽科             ,2017,42.01,-0.50,10.60,51.00,35.70,31.90,11.60,6.80,23.78,2017,2.62,6.80,2.56,102.00
5,2480,敦陽科             ,2016,42.23,-4.09,13.30,51.00,27.50,25.90,10.90,6.77,20.64,2016,2.10,6.57,2.25,93.30
6,2480,敦陽科             ,2015,44.03,-0.23,13.30,51.00,24.35,27.00,9.68,6.38,20.86,2015,2.00,7.73,2.02,99.00
7,2480,敦陽科             ,2014,44.13,20.90,13.30,47.00,28.15,29.50,9.75,6.53,20.82,2014,2.00,7.40,2.01,99.50
8,2480,敦陽科             ,2013,36.51,-12.40,13.30,53.00,30.60,26.30,9.82,6.75,20.49,2013,2.00,6.78,2.01,99.50
9,2480,敦陽科             ,2012,40.41,0.94,13.30,51.00,25.45,26.10,9.48,6.45,20.62,2012,2.00,7.61,1.94,103.00
10,2480,敦陽科             ,2011,40.03,7.98,13.30,53.00,23.60,28.10,10.20,6.97,20.57,2011,1.90,7.29,2.08,91.30
11,2480,敦陽科             ,2010,37.11,9.41,13.30,53.00,30.70,29.40,10.30,7.05,20.38,2010,1.87,6.65,2.08,89.90
12,2480,敦陽科             ,2009,33.92,-9.03,13.30,55.00,31.90,17.60,10.00,6.94,20.17,2009,1.80,6.11,2.01,89.60
13,2480,敦陽科             ,2008,37.29,-7.73,13.30,49.00,10.25,14.30,7.90,5.74,19.82,2008,1.69,9.59,1.33,127.00
14,2480,敦陽科             ,2007,40.41,-7.47,22.20,53.00,15.55,18.20,8.96,6.66,16.29,2007,1.20,8.41,1.46,82.20
15,2480,敦陽科             ,2006,43.67,-4.35,22.20,51.00,17.50,14.00,8.96,6.65,16.20,2006,1.20,6.61,1.44,83.30
16,2480,敦陽科             ,2005,45.66,-13.70,22.20,47.00,13.95,14.80,9.47,7.02,15.96,2005,1.07,7.65,1.53,69.90
17,2480,敦陽科             ,2004,52.93,-20.50,22.20,-1,15.80,21.50,-1,-1,15.84,2004,1.20,8.09,1.77,67.80
18,2480,敦陽科             ,2003,66.60,-6.03,22.40,-1,31.90,34.30,-1,-1,16.15,2003,1.52,7.06,2.05,74.00
19,2480,敦陽科             ,2002,70.88,25.90,20.00,-1,41.10,91.40,-1,-1,16.86,2002,2.00,5.83,3.45,58.00
20,2480,敦陽科             ,2001,56.28,26.70,14.60,-1,133.50,174.00,-1,-1,18.01,2001,4.50,4.92,7.23,62.30
21,2480,敦陽科             ,2000,44.43,70.60,8.36,-1,128.50,300.00,-1,-1,19.03,2000,6.20,3.56,7.58,81.80
22,2480,敦陽科             ,1999,26.05,56.20,5.08,-1,-1,-1,-1,-1,18.75,1999,5.80,1.93,5.86,99.00
23,2480,敦陽科             ,1998,16.67,-1,2.97,-1,-1,-1,-1,-1,22.84,1998,6.00,-1,6.50,92.30
