,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,1101,台泥               ,2024,1549.00,42.60,755.00,53.00,31.70,32.90,5.56,2.94,32.09,-1,-1,-1,-1,-1
1,1101,台泥               ,2023,1086.00,-3.85,755.00,45.00,34.85,36.00,4.07,2.15,29.87,2023,1.00,3.09,1.06,94.30
2,1101,台泥               ,2022,1130.00,5.53,716.00,45.00,33.65,40.50,1.79,0.92,29.64,2022,0.50,1.36,0.74,67.60
3,1101,台泥               ,2021,1070.00,1.06,613.00,55.00,48.00,48.10,9.54,5.10,32.37,2021,2.00,4.31,3.30,60.60
4,1101,台泥               ,2020,1059.00,-13.70,574.00,62.00,43.20,42.60,13.10,7.40,34.41,2020,3.37,7.00,4.32,78.00
5,1101,台泥               ,2019,1228.00,-1.45,547.00,57.00,43.70,41.00,12.50,7.15,34.23,2019,3.00,7.05,4.43,67.70
6,1101,台泥               ,2018,1246.00,26.70,511.00,53.00,35.60,39.30,12.90,7.34,34.20,2018,4.01,9.77,4.37,91.70
7,1101,台泥               ,2017,983.10,9.76,425.00,43.00,36.45,35.10,6.88,3.83,32.11,2017,2.50,6.37,2.03,123.00
8,1101,台泥               ,2016,895.70,-4.38,369.00,47.00,35.15,33.00,5.84,3.16,28.92,2016,1.45,4.13,1.72,84.30
9,1101,台泥               ,2015,936.80,-20.80,369.00,45.00,27.30,37.80,4.36,2.36,29.26,2015,1.33,4.03,1.56,85.30
10,1101,台泥               ,2014,1183.00,1.86,369.00,53.00,43.40,45.70,10.50,5.76,31.95,2014,2.49,6.58,2.93,85.00
11,1101,台泥               ,2013,1162.00,2.19,369.00,51.00,46.25,39.80,10.20,5.43,30.63,2013,2.30,5.03,2.72,84.60
12,1101,台泥               ,2012,237.80,-1.10,369.00,43.00,38.90,35.80,7.38,3.73,27.03,2012,1.90,4.77,2.10,90.30
13,1101,台泥               ,2011,240.50,8.84,369.00,53.00,35.00,36.80,10.80,5.24,26.21,2011,1.90,5.31,2.33,81.50
14,1101,台泥               ,2010,221.00,5.70,369.00,51.00,32.80,30.40,11.90,5.74,25.71,2010,2.00,5.43,2.43,82.30
15,1101,台泥               ,2009,209.00,-14.00,329.00,51.00,34.00,32.40,12.20,5.98,24.03,2009,1.80,5.91,2.26,79.60
16,1101,台泥               ,2008,243.00,-1.07,329.00,43.00,26.95,38.50,6.70,3.42,21.88,2008,1.32,4.07,1.75,75.40
17,1101,台泥               ,2007,245.60,-5.77,325.00,57.00,45.00,37.80,12.40,6.32,25.50,2007,2.00,5.20,2.55,78.40
18,1101,台泥               ,2006,260.70,-8.85,314.00,51.00,29.45,25.10,12.00,5.44,21.34,2006,1.80,4.77,2.20,81.80
19,1101,台泥               ,2005,286.00,2.44,283.00,49.00,23.45,20.00,11.50,4.79,18.94,2005,1.56,6.22,1.97,79.30
20,1101,台泥               ,2004,279.20,14.30,265.00,45.00,20.90,17.50,9.19,3.66,18.63,2004,1.20,6.00,1.59,75.50
21,1101,台泥               ,2003,244.20,-0.71,255.00,38.00,16.70,13.40,3.04,1.13,18.04,2003,0.70,3.99,0.60,117.00
22,1101,台泥               ,2002,246.00,21.50,249.00,36.00,10.45,9.99,0.52,0.18,18.09,2002,0.30,2.24,0.02,1500.00
23,1101,台泥               ,2001,202.40,13.30,244.00,36.00,8.55,10.80,0.38,0.13,16.93,2001,0.20,2.00,0.05,400.00
24,1101,台泥               ,2000,178.70,3.90,237.00,38.00,15.30,26.10,2.38,0.89,16.82,2000,0.30,2.77,0.46,65.20
25,1101,台泥               ,1999,172.00,0.43,220.00,40.00,32.40,23.60,6.25,2.74,18.28,1999,1.00,3.83,1.20,83.30
26,1101,台泥               ,1998,171.30,9.03,182.00,43.00,27.80,31.90,8.40,4.09,18.79,1998,1.20,5.08,1.58,76.00
27,1101,台泥               ,1997,157.10,-1,165.00,43.00,38.70,47.30,6.70,3.39,20.07,1997,1.50,4.70,1.18,127.00
