,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2493,揚博               ,2021,29.43,13.20,11.40,53.00,38.55,37.90,14.30,9.17,21.32,2021,2.75,6.82,3.00,91.70
1,2493,揚博               ,2020,26.00,4.71,11.40,51.00,33.90,31.50,13.10,8.80,20.57,2020,2.50,6.59,2.70,92.60
2,2493,揚博               ,2019,24.83,3.43,11.40,49.00,27.75,28.10,9.57,6.68,20.53,2019,2.50,7.94,2.00,125.00
3,2493,揚博               ,2018,24.01,5.20,11.40,57.00,24.50,25.80,14.70,10.20,21.18,2018,2.50,8.89,3.00,83.30
4,2493,揚博               ,2017,22.82,-1.32,11.40,49.00,26.45,26.90,11.00,7.91,19.70,2017,1.75,6.80,2.16,81.00
5,2493,揚博               ,2016,23.12,5.08,11.40,60.00,27.15,25.30,14.80,10.80,19.46,2016,2.30,8.54,2.85,80.70
6,2493,揚博               ,2015,22.01,-6.72,11.40,53.00,21.00,24.90,13.10,9.13,19.06,2015,2.30,9.11,2.51,91.60
7,2493,揚博               ,2014,23.59,7.40,11.40,55.00,29.00,27.80,17.40,12.30,19.32,2014,2.80,11.20,3.28,85.40
8,2493,揚博               ,2013,21.97,-4.28,11.40,53.00,23.60,25.90,12.30,9.14,18.26,2013,2.00,7.21,2.27,88.10
9,2493,揚博               ,2012,22.95,-4.57,11.40,57.00,26.50,25.70,16.30,12.20,18.75,2012,2.30,8.88,3.04,75.60
10,2493,揚博               ,2011,24.05,25.90,11.40,-1,20.15,20.40,-1,-1,19.00,2011,2.90,11.30,3.47,83.60
11,2493,揚博               ,2010,19.10,95.70,11.40,-1,17.75,18.60,-1,-1,18.37,2010,1.50,7.36,1.80,83.30
12,2493,揚博               ,2009,9.76,-33.50,11.40,-1,22.00,10.80,-1,-1,17.93,2009,0.00,0.00,-0.36,0.00
13,2493,揚博               ,2008,14.68,-38.00,11.70,-1,6.91,9.88,-1,-1,15.10,2008,0.25,2.32,0.31,80.60
14,2493,揚博               ,2007,23.67,-5.75,12.20,-1,11.30,16.10,-1,-1,15.60,2007,1.00,10.10,1.05,95.20
15,2493,揚博               ,2006,25.12,-17.10,11.70,-1,14.45,13.90,-1,-1,15.87,2006,1.00,6.21,1.00,100.00
16,2493,揚博               ,2005,30.31,0.61,11.30,40.00,13.65,13.10,7.00,4.19,16.16,2005,1.00,7.22,1.20,83.30
17,2493,揚博               ,2004,30.12,67.90,9.81,-1,12.95,13.00,-1,-1,16.42,2004,0.80,6.11,1.03,77.70
18,2493,揚博               ,2003,17.94,2.72,10.70,-1,10.70,12.90,-1,-1,14.60,2003,0.00,0.00,-1.53,0.00
19,2493,揚博               ,2002,17.46,-21.60,10.10,-1,15.50,28.50,-1,-1,17.77,2002,0.80,6.20,0.46,174.00
20,2493,揚博               ,2001,22.28,-1,9.05,-1,-1,-1,-1,-1,20.51,2001,2.00,7.01,2.53,79.10
