,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,6201,亞弘電             ,2021,39.17,11.50,8.92,53.00,44.50,45.30,12.00,8.37,28.41,2021,3.00,6.86,3.38,88.80
1,6201,亞弘電             ,2020,35.12,8.54,8.92,51.00,37.90,34.50,12.10,8.68,28.09,2020,3.00,6.62,3.35,89.60
2,6201,亞弘電             ,2019,32.35,-0.78,8.92,53.00,35.40,34.20,9.85,7.34,27.12,2019,2.50,7.25,2.69,92.90
3,6201,亞弘電             ,2018,32.61,6.92,8.92,55.00,29.55,30.40,10.90,7.98,27.39,2018,2.70,7.89,2.95,91.50
4,6201,亞弘電             ,2017,30.50,-12.40,8.92,53.00,29.10,31.70,8.49,6.07,26.66,2017,2.10,6.90,2.30,91.30
5,6201,亞弘電             ,2016,34.81,11.00,8.92,57.00,30.90,29.10,12.50,9.03,27.49,2016,3.00,9.46,3.39,88.50
6,6201,亞弘電             ,2015,31.36,-12.10,8.92,57.00,25.30,25.40,8.37,6.10,26.82,2015,2.00,6.87,2.24,89.30
7,6201,亞弘電             ,2014,35.67,-2.07,8.92,48.00,24.60,24.50,6.50,4.65,26.73,2014,1.80,7.08,1.74,103.00
8,6201,亞弘電             ,2013,36.43,-13.30,8.92,48.00,24.00,27.20,4.27,3.05,26.94,2013,2.00,8.18,1.15,174.00
9,6201,亞弘電             ,2012,36.70,2.18,8.92,50.00,27.20,27.40,7.23,5.18,27.48,2012,1.80,6.62,1.98,90.80
10,6201,亞弘電             ,2011,35.91,-8.43,8.92,53.00,25.40,27.00,8.76,6.16,27.74,2011,2.10,7.68,2.38,88.20
11,6201,亞弘電             ,2010,39.22,7.00,8.92,49.00,28.90,29.00,8.45,5.87,26.70,2010,2.00,7.42,2.27,88.10
12,6201,亞弘電             ,2009,36.66,-25.50,8.92,51.00,29.50,24.70,8.44,5.89,27.10,2009,2.00,6.89,2.29,87.30
13,6201,亞弘電             ,2008,49.18,-4.57,8.92,53.00,18.10,25.90,10.50,7.16,27.13,2008,2.00,8.10,2.84,70.40
14,6201,亞弘電             ,2007,51.54,12.60,8.92,55.00,35.30,37.60,16.00,10.80,26.87,2007,2.80,10.80,4.13,67.80
15,6201,亞弘電             ,2006,45.76,11.20,8.92,51.00,31.45,28.80,12.70,8.68,24.60,2006,2.10,5.59,3.10,67.70
16,6201,亞弘電             ,2005,41.17,6.04,8.92,53.00,27.90,24.70,17.80,12.40,24.09,2005,2.50,8.68,4.07,61.40
17,6201,亞弘電             ,2004,38.83,7.54,8.92,49.00,27.60,40.40,13.10,9.26,20.97,2004,1.50,6.08,3.11,48.20
18,6201,亞弘電             ,2003,36.10,26.20,8.40,66.00,57.00,60.20,27.00,18.20,23.28,2003,4.00,9.89,5.90,67.80
19,6201,亞弘電             ,2002,28.61,28.50,6.30,68.00,55.00,55.30,37.30,22.70,-1,2002,4.50,7.48,6.89,65.30
20,6201,亞弘電             ,2001,22.27,33.30,6.30,55.00,-1,-1,16.10,9.43,16.09,2001,2.00,3.61,2.74,73.00
21,6201,亞弘電             ,2000,16.70,-1,1.95,-1,-1,-1,-1,-1,25.85,2000,1.00,-1,9.84,10.20
