,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,5410,國眾               ,2021,35.90,1.20,8.74,40.00,25.45,23.10,14.80,7.20,15.02,2021,1.85,7.22,2.14,86.40
1,5410,國眾               ,2020,35.47,3.50,8.59,40.00,21.65,20.50,14.70,6.97,13.97,2020,1.69,7.32,2.01,84.20
2,5410,國眾               ,2019,34.27,5.58,8.59,43.00,20.15,18.30,14.70,7.48,13.49,2019,1.50,7.33,1.94,77.30
3,5410,國眾               ,2018,32.45,12.90,8.59,43.00,15.30,16.50,12.00,6.28,12.97,2018,1.30,7.10,1.58,82.30
4,5410,國眾               ,2017,28.75,11.90,8.59,45.00,13.40,13.60,11.10,6.15,12.75,2017,1.23,7.46,1.40,87.90
5,5410,國眾               ,2016,25.70,5.93,8.59,38.00,13.20,12.80,10.80,6.09,12.38,2016,1.00,7.34,1.32,75.80
6,5410,國眾               ,2015,24.25,2.35,8.97,45.00,11.30,12.20,11.70,6.83,12.41,2015,1.22,9.53,1.39,87.80
7,5410,國眾               ,2014,23.70,22.10,8.97,45.00,12.50,13.00,9.83,6.13,12.16,2014,1.08,8.88,1.18,91.50
8,5410,國眾               ,2013,19.40,6.45,8.97,47.00,12.65,13.20,8.29,5.25,11.80,2013,0.83,6.38,0.97,85.60
9,5410,國眾               ,2012,16.53,18.10,8.97,47.00,11.30,11.60,9.58,6.21,11.87,2012,1.00,7.58,1.11,90.20
10,5410,國眾               ,2011,14.00,32.10,8.97,40.00,10.20,15.00,6.63,4.52,11.40,2011,0.64,5.51,0.75,85.30
11,5410,國眾               ,2010,10.60,-28.60,8.47,47.00,21.30,28.40,15.90,9.82,11.90,2010,1.17,7.80,1.75,66.90
12,5410,國眾               ,2009,14.84,4.62,8.22,36.00,35.85,8.04,4.76,2.60,10.45,2009,0.30,1.06,0.49,61.20
13,5410,國眾               ,2008,14.18,86.50,8.22,30.00,3.92,8.78,-13.40,-6.11,10.00,2008,0.00,0.00,-1.01,0.00
14,5410,國眾               ,2007,7.60,14.20,4.78,30.00,13.85,15.20,-15.40,-6.76,8.70,2007,0.00,0.00,-1.50,0.00
15,5410,國眾               ,2006,6.66,-10.80,4.78,36.00,10.70,3.28,2.13,1.15,10.27,2006,0.00,0.00,0.24,0.00
16,5410,國眾               ,2005,7.46,-51.40,8.20,19.00,2.65,2.66,-38.30,-18.00,5.86,2005,0.00,0.00,-2.77,0.00
17,5410,國眾               ,2004,15.36,-36.70,8.20,17.00,2.95,4.45,-15.20,-7.03,8.59,2004,0.00,0.00,-1.43,0.00
18,5410,國眾               ,2003,24.28,-11.90,15.30,15.00,4.17,4.80,-66.60,-30.60,5.32,2003,0.00,0.00,-3.27,0.00
19,5410,國眾               ,2002,27.57,-16.90,15.60,-1,5.25,7.09,-1,-1,8.64,2002,0.00,0.00,-1.33,0.00
20,5410,國眾               ,2001,33.18,-32.20,15.60,-1,8.00,7.80,-1,-1,10.00,2001,0.00,0.00,-0.80,0.00
21,5410,國眾               ,2000,48.94,-39.90,16.10,-1,5.10,23.50,-1,-1,10.68,2000,0.00,0.00,-1.47,0.00
22,5410,國眾               ,1999,81.40,48.40,13.90,-1,30.00,27.40,-1,-1,14.52,1999,1.50,6.39,0.86,175.00
23,5410,國眾               ,1998,54.84,-7.21,13.90,-1,-1,-1,-1,-1,13.92,1998,0.00,0.00,1.03,0.00
24,5410,國眾               ,1997,59.10,-1,9.00,-1,-1,-1,-1,-1,11.29,1997,1.00,-1,1.30,76.90
