,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,2433,互盛電             ,2021,38.84,-4.11,14.40,57.00,51.30,51.90,11.70,7.11,29.25,2021,3.50,6.80,3.80,92.10
1,2433,互盛電             ,2020,40.50,-6.34,14.40,62.00,51.50,51.00,12.30,7.41,28.93,2020,3.60,6.93,3.93,91.60
2,2433,互盛電             ,2019,43.25,5.72,14.40,55.00,56.20,47.90,13.40,7.92,28.89,2019,3.80,7.45,4.24,89.60
3,2433,互盛電             ,2018,40.90,9.37,14.40,55.00,42.10,44.20,11.60,6.47,29.90,2018,3.50,7.30,3.66,95.60
4,2433,互盛電             ,2017,37.40,9.59,14.40,55.00,43.40,42.20,13.50,7.27,27.85,2017,3.50,7.92,3.85,90.90
5,2433,互盛電             ,2016,34.12,15.60,14.40,55.00,39.65,41.70,10.80,5.94,24.49,2016,2.70,6.39,2.98,90.60
6,2433,互盛電             ,2015,29.52,24.40,14.40,55.00,42.70,44.70,13.60,7.59,24.70,2015,3.30,7.90,3.67,89.90
7,2433,互盛電             ,2014,23.73,19.00,14.40,57.00,44.30,45.40,12.20,7.55,25.93,2014,3.20,7.16,3.40,94.10
8,2433,互盛電             ,2013,19.94,5.65,14.40,70.00,51.50,38.30,21.30,13.40,29.48,2013,4.00,8.81,5.55,72.10
9,2433,互盛電             ,2012,13.18,-3.54,14.40,60.00,28.45,33.10,12.90,7.94,23.04,2012,2.50,6.53,3.13,79.90
10,2433,互盛電             ,2011,13.66,1.84,14.40,62.00,34.30,32.00,17.60,11.60,25.83,2011,4.35,13.10,4.79,90.80
11,2433,互盛電             ,2010,13.41,7.46,14.40,55.00,31.60,24.90,9.93,5.94,28.57,2010,2.18,6.81,2.42,90.10
12,2433,互盛電             ,2009,12.48,-10.40,14.40,45.00,24.65,17.90,9.09,4.47,20.20,2009,1.44,5.78,1.60,90.00
13,2433,互盛電             ,2008,13.93,0.15,14.40,51.00,15.50,18.70,15.50,7.44,15.03,2008,2.25,12.60,2.49,90.40
14,2433,互盛電             ,2007,13.91,2.78,14.70,55.00,18.95,16.80,20.20,8.92,16.82,2007,2.60,13.90,2.93,88.70
15,2433,互盛電             ,2006,13.53,2.76,14.90,43.00,15.00,12.60,3.97,1.56,11.93,2006,0.55,3.27,0.48,115.00
16,2433,互盛電             ,2005,13.17,0.48,15.20,47.00,12.40,12.90,10.80,4.91,12.34,2005,1.08,8.56,1.33,81.20
17,2433,互盛電             ,2004,13.11,6.74,15.90,51.00,14.60,12.00,10.80,5.99,11.92,2004,0.80,6.19,1.29,62.00
18,2433,互盛電             ,2003,12.28,0.87,17.50,47.00,11.30,7.83,7.21,4.35,11.38,2003,0.35,2.92,0.78,44.90
19,2433,互盛電             ,2002,12.17,-25.50,18.10,41.00,5.75,10.00,4.00,2.38,10.00,2002,0.00,0.00,0.41,0.00
20,2433,互盛電             ,2001,16.33,-22.40,18.10,32.00,10.40,16.80,-21.20,-12.70,9.64,2001,0.00,0.00,-2.12,0.00
21,2433,互盛電             ,2000,21.04,21.30,15.10,-1,13.80,48.60,-1,-1,14.69,2000,2.50,14.80,3.18,78.60
22,2433,互盛電             ,1999,17.34,-1,12.10,-1,52.00,36.70,-1,-1,16.50,1999,2.50,5.15,1.92,130.00
