,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,4987,科誠               ,2021,12.11,22.60,2.90,59.00,52.30,54.10,14.30,10.40,33.42,2021,4.00,7.03,4.61,86.80
1,4987,科誠               ,2020,9.88,-8.15,2.52,57.00,49.35,50.40,10.60,7.76,35.82,2020,3.50,6.46,3.76,93.10
2,4987,科誠               ,2019,10.76,2.47,2.52,57.00,59.50,60.30,13.60,9.81,35.16,2019,3.20,6.35,4.80,66.70
3,4987,科誠               ,2018,10.50,1.81,2.52,64.00,54.70,59.80,16.20,11.40,35.31,2018,5.00,8.30,5.60,89.30
4,4987,科誠               ,2017,10.31,6.04,2.52,59.00,61.40,57.20,15.00,10.50,34.15,2017,4.70,7.86,5.09,92.30
5,4987,科誠               ,2016,9.72,-11.10,2.52,57.00,46.70,56.40,12.60,9.00,33.09,2016,3.50,6.12,4.25,82.40
6,4987,科誠               ,2015,10.93,-11.80,2.52,66.00,68.60,81.80,20.30,13.70,34.51,2015,5.00,8.87,6.81,73.40
7,4987,科誠               ,2014,12.39,29.20,2.40,64.00,89.20,102.00,23.40,14.60,34.11,2014,5.50,6.73,7.52,73.10
8,4987,科誠               ,2013,9.59,16.60,2.40,64.00,84.00,52.90,22.30,14.00,30.21,2013,4.00,3.92,6.25,64.00
9,4987,科誠               ,2012,7.47,3.02,2.40,60.00,39.50,40.70,19.50,12.20,26.67,2012,2.50,4.73,4.75,52.70
10,4987,科誠               ,2011,7.25,16.00,2.16,55.00,-1,-1,16.60,9.56,23.96,2011,2.30,5.65,3.68,62.50
11,4987,科誠               ,2010,6.25,27.60,1.91,55.00,-1,-1,16.00,7.89,20.16,2010,2.00,-1,3.15,63.50
