,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,6115,鎰勝               ,2021,76.99,24.50,18.80,49.00,42.90,43.20,10.50,5.93,25.66,2021,2.80,6.54,2.70,104.00
1,6115,鎰勝               ,2020,61.85,-5.89,18.80,53.00,42.15,42.40,10.00,5.90,25.09,2020,2.80,6.48,2.58,109.00
2,6115,鎰勝               ,2019,65.72,-7.11,18.80,55.00,43.55,42.20,11.70,7.05,25.73,2019,3.00,7.08,3.06,98.00
3,6115,鎰勝               ,2018,70.75,0.31,18.80,51.00,40.30,43.30,10.60,6.41,26.19,2018,3.00,7.11,2.81,107.00
4,6115,鎰勝               ,2017,70.53,-0.19,18.80,51.00,43.80,45.50,8.93,5.47,26.82,2017,3.00,6.93,2.44,123.00
5,6115,鎰勝               ,2016,70.66,-0.58,18.00,60.00,44.50,39.70,14.10,8.82,28.60,2016,4.00,8.80,4.08,98.00
6,6115,鎰勝               ,2015,71.08,-6.61,17.90,53.00,33.70,38.10,11.50,7.43,29.22,2015,3.49,8.79,3.39,103.00
7,6115,鎰勝               ,2014,76.11,-3.69,17.80,53.00,43.20,43.70,11.90,7.55,29.83,2014,3.49,9.17,3.50,99.70
8,6115,鎰勝               ,2013,79.03,-8.97,17.20,53.00,42.35,43.00,13.60,8.34,29.06,2013,3.44,7.89,3.84,89.70
9,6115,鎰勝               ,2012,54.53,-11.10,16.40,51.00,40.40,41.70,14.40,8.35,26.98,2012,3.14,7.30,3.91,80.20
10,6115,鎰勝               ,2011,61.34,4.59,16.40,49.00,35.90,39.90,17.30,9.62,27.11,2011,3.50,8.39,4.50,77.80
11,6115,鎰勝               ,2010,58.63,18.00,15.90,47.00,49.30,54.90,16.30,9.50,24.40,2010,3.50,8.76,4.14,84.50
12,6115,鎰勝               ,2009,49.68,-13.20,15.90,64.00,62.50,45.00,25.90,15.20,26.25,2009,4.50,8.20,6.37,70.60
13,6115,鎰勝               ,2008,57.27,3.77,14.10,53.00,21.95,36.00,20.20,11.30,23.35,2008,2.95,6.56,4.50,65.50
14,6115,鎰勝               ,2007,55.19,25.30,12.60,53.00,43.45,52.10,21.30,11.70,23.47,2007,4.00,11.10,4.70,85.10
15,6115,鎰勝               ,2006,44.04,39.50,11.10,49.00,49.10,36.80,27.40,14.30,22.73,2006,3.46,6.65,5.52,62.70
16,6115,鎰勝               ,2005,31.56,29.30,9.16,40.00,30.95,29.70,17.70,8.95,19.19,2005,2.13,5.77,3.10,68.60
17,6115,鎰勝               ,2004,24.40,20.60,7.97,40.00,25.40,36.10,18.30,9.78,17.81,2004,2.16,7.27,3.13,69.00
18,6115,鎰勝               ,2003,20.24,19.50,6.52,55.00,54.00,55.60,27.40,14.30,19.88,2003,3.00,8.31,4.97,60.40
19,6115,鎰勝               ,2002,16.93,35.10,5.53,51.00,57.00,63.80,21.70,11.90,18.78,2002,2.98,5.36,3.75,79.50
20,6115,鎰勝               ,2001,12.54,-3.74,4.57,57.00,59.00,50.60,17.30,10.70,19.09,2001,3.00,4.70,3.06,98.00
21,6115,鎰勝               ,2000,13.03,7.21,3.66,57.00,-1,-1,19.50,11.80,20.43,2000,3.00,5.92,3.39,88.50
22,6115,鎰勝               ,1999,12.15,-1,2.57,-1,-1,-1,-1,-1,21.57,1999,3.00,-1,4.25,70.60
