"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","14.41","7.75","1.21",
"1102","亞泥","8.54","11.19","1.18",
"1103","嘉泥","14.57","7.46","0.64",
"1104","環泥","18.36","5.97","0.71",
"1108","幸福","17.00","4.20","0.56",
"1109","信大","18.23","6.23","0.58",
"1110","東泥","22.87","4.48","0.63",
"1201","味全","18.49","0.00","2.04",
"1203","味王","48.00","0.00","0.77",
"1210","大成","8.51","8.24","1.23",
"1213","大飲","77.78","0.00","0.62",
"1215","卜蜂","7.97","9.09","0.98",
"1216","統一","12.39","8.93","1.79",
"1217","愛之味","-","0.00","0.68",
"1218","泰山","21.29","0.00","0.62",
"1219","福壽","9.93","6.71","0.58",
"1220","台榮","-","0.00","0.57",
"1225","福懋油","7.42","3.62","0.56",
"1227","佳格","9.26","4.23","1.44",
"1229","聯華","7.57","10.43","0.60",
"1231","聯華食","12.36","7.03","0.58",
"1232","大統益","5.97","10.46","1.53",
"1233","天仁","15.45","5.49","1.92",
"1234","黑松","52.89","2.69","0.57",
"1235","興泰","17.40","4.40","2.50",
"1236","宏亞","7.41","10.57","0.89",
"1301","台塑","5.62","15.06","1.23",
"1303","南亞","6.93","18.36","1.14",
"1304","台聚","4.83","14.85","0.68",
"1305","華夏","7.02","0.00","0.58",
"1307","三芳","6.77","8.33","1.17",
"1308","亞聚","4.29","13.99","0.67",
"1309","台達化","62.63","9.98","0.33",
"1310","台苯","-","8.80","0.60",
"1312","國喬","13.75","0.00","0.33",
"1313","聯成","4.96","14.39","0.57",
"1314","中石化","638.00","9.40","0.50",
"1315","達新","10.28","8.22","0.66",
"1316","上曜","-","0.00","0.29",
"1319","東陽","5.93","7.59","0.58",
"1321","大洋","-","0.00","0.80",
"1323","永裕","8.15","8.84","0.66",
"1324","地球","58.87","0.00","0.74",
"1325","恆大","6.27","6.47","0.66",
"1326","台化","5.89","17.07","1.08",
"1402","遠東新","12.13","9.37","1.14",
"1409","新纖","17.00","4.71","0.41",
"1410","南染","-","0.00","0.70",
"1413","宏洲","-","0.00","0.26",
"1414","東和","-","0.00","0.26",
"1416","廣豐","-","0.00","0.50",
"1417","嘉裕","15.70","0.00","0.41",
"1418","東華","-","0.00","0.19",
"1419","新紡","272.00","1.84","0.92",
"1423","利華","-","13.51","0.26",
"1432","大魯閣","2.25","0.00","0.10",
"1434","福懋","7.93","18.18","0.63",
"1435","中福","211.00","0.00","0.47",
"1436","華友聯","-","0.00","0.69",
"1437","勤益控","-","2.49","0.46",
"1438","三地開發","-","0.00","1.56",
"1439","雋揚","50.24","0.00","0.72",
"1440","南紡","13.85","9.22","0.45",
"1441","大東","-","0.00","0.46",
"1442","名軒","4.85","0.00","0.95",
"1443","立益物流","-","0.00","0.22",
"1444","力麗","7.68","0.00","0.40",
"1445","大宇","13.14","8.70","0.39",
"1446","宏和","20.23","4.31","0.46",
"1447","力鵬","-","0.00","0.31",
"1449","佳和","-","0.00","0.22",
"1451","年興","8.68","18.99","0.45",
"1452","宏益","-","7.35","0.48",
"1453","大將","1.83","0.00","0.49",
"1454","台富","18.65","0.00","0.39",
"1455","集盛","13.28","7.79","0.32",
"1456","怡華","2.58","0.00","0.35",
"1457","宜進","14.42","0.00","0.29",
"1459","聯發","-","11.09","0.54",
"1460","宏遠","-","4.18","0.45",
"1463","強盛","-","0.00","0.26",
"1464","得力","-","4.44","0.40",
"1465","偉全","8.57","9.62","0.42",
"1466","聚隆","281.00","0.00","0.32",
"1467","南緯","-","12.27","0.44",
"1468","昶和","-","0.00","0.90",
"1469","理隆","-","0.00","0.76",
"1470","大統新創","19.22","0.00","0.97",
"1471","首利","-","1.13","0.62",
"1472","三洋實業","-","0.00","0.21",
"1473","台南","7.64","14.41","0.63",
"1474","弘裕","28.67","14.53","0.27",
"1475","業旺","-","0.00","0.44",
"1476","儒鴻","7.75","13.98","0.64",
"1477","聚陽","6.07","26.30","1.14",
"1503","士電","14.75","4.07","1.24",
"1504","東元","9.33","10.31","0.54",
"1506","正道","-","0.00","1.44",
"1507","永大","9.18","8.13","0.58",
"1512","瑞利","13.74","11.49","0.41",
"1513","中興電","12.13","9.46","1.00",
"1514","亞力","82.00","5.49","0.41",
"1515","力山","-","0.00","0.38",
"1516","川飛","-","0.00","2.38",
"1517","利奇","9.66","7.31","0.71",
"1519","華城","9.13","9.12","2.04",
"1521","大億","8.61","15.15","0.60",
"1522","堤維西","7.37","8.02","0.57",
"1523","開億","5.12","0.94","0.52",
"1524","耿鼎","15.13","4.41","0.51",
"1525","江申","6.30","8.58","0.43",
"1526","日馳","12.19","0.00","0.79",
"1527","鑽全","-","14.39","1.10",
"1528","恩德","9.32","23.38","0.49",
"1529","樂事綠能","-","0.00","0.21",
"1530","亞崴","4.32","18.87","1.04",
"1531","高林股","6.11","13.27","0.55",
"1532","勤美","5.30","7.47","0.68",
"1533","車王電","14.44","10.99","0.46",
"1535","中宇","9.31","5.81","1.98",
"1536","和大","9.38","14.76","0.84",
"1537","廣隆","4.28","15.07","0.76",
"1538","正峰","8.05","0.00","1.33",
"1539","巨庭","49.38","7.59","0.31",
"1540","喬福","5.36","18.35","1.04",
"1541","錩泰","16.94","10.42","0.51",
"1560","中砂","8.39","12.50","0.83",
"1583","程泰","4.71","20.76","0.96",
"1603","華電","8.36","0.00","0.54",
"1604","聲寶","10.00","0.00","0.53",
"1605","華新","52.67","4.75","0.34",
"1608","華榮","-","13.54","0.43",
"1609","大亞","10.40","2.77","0.41",
"1611","中電","7.78","12.33","0.69",
"1612","宏泰","12.60","17.39","0.62",
"1613","台一","12.65","0.00","0.34",
"1614","三洋電","14.46","6.34","1.08",
"1615","大山","4.76","11.67","0.64",
"1616","億泰","42.00","0.00","0.35",
"1617","榮星","7.19","4.09","0.34",
"1618","合機","9.20","0.00","0.34",
"1701","中化","17.64","3.83","0.94",
"1702","南僑","163.67","0.00","0.59",
"1704","榮化","6.44","12.22","0.99",
"1707","葡萄王","13.30","8.28","1.16",
"1708","東鹼","6.70","5.91","1.29",
"1709","和益","5.34","6.52","0.70",
"1710","東聯","4.68","17.14","0.88",
"1711","永光","20.30","2.96","0.75",
"1712","興農","6.73","7.19","0.64",
"1713","國化","22.18","4.10","0.50",
"1714","和桐","7.30","0.00","0.70",
"1715","萬洲","32.30","6.44","0.81",
"1716","永信","14.56","7.08","1.45",
