日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,騰落指標,漲跌家數,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,未平倉量
2013/12/12,44.1,80,42,47.9,0,0,,,,,,267,,0,,,0,,,-11528,-11528,0,,,0,,,0,,,0,,,0
2013/12/13,47.4,47.9,40.88,44,-3.9,-8.142,,,,,,360,,0,,,0,,,-11406,122,0,,,0,,,0,,,0,,,0
2013/12/16,43.5,43.5,40.81,42.35,-1.65,-3.75,,,,,,136,,0,,,0,,,-11539,-133,0,,,0,,,0,,,0,,,0
2013/12/17,41.81,43.85,41.5,43.8,1.45,3.4238,,,,,,160,,0,,,0,,,-11434,105,0,,,0,,,0,,,0,,,0
2013/12/18,43.8,46.2,43.8,45.3,1.5,3.4247,44.67,,,,,376,259,0,0,,0,0,,-11292,142,0,0,,0,0,,0,0,,0,0,,0
2013/12/19,45.69,46.4,43,43,-2.3,-5.0773,43.69,,,,,84,223,0,0,,0,0,,-11245,47,0,0,,0,0,,0,0,,0,0,,0
2013/12/20,42.8,43,42,42.5,-0.5,-1.1628,43.39,,,,,70,165,0,0,,0,0,,-11155,90,0,0,,0,0,,0,0,,0,0,,0
2013/12/23,42.7,43.5,42.5,43.4,0.9,2.1176,43.6,,,,,187,175,0,0,,0,0,,-11029,126,0,0,,0,0,,0,0,,0,0,,0
2013/12/24,43.5,46.19,43.5,45.7,2.3,5.2995,43.98,,,,,138,171,0,0,,0,0,,-10879,150,0,0,,0,0,,0,0,,0,0,,0
2013/12/25,45.7,46,43.3,44.5,-1.2,-2.6258,43.82,44.245,,,,40,103,0,0,0,0,0,0,-10698,181,0,0,0,0,0,0,0,0,0,0,0,0,0
2013/12/26,44,45.19,43.8,44.8,0.3,0.6742,44.18,43.935,,,,46,96,0,0,0,0,0,0,-10592,106,0,0,0,0,0,0,0,0,0,0,0,0,0
2013/12/27,45.2,51,45,49.01,4.21,9.3973,45.482,44.436,,,,381,158,0,0,0,0,0,0,-10459,133,0,0,0,0,0,0,0,0,0,0,0,0,0
2013/12/30,49.3,51.5,48.51,50.14,1.13,2.3057,46.83,45.215,,,,505,222,0,0,0,0,0,0,-10307,152,0,0,0,0,0,0,0,0,0,0,0,0,0
