日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,騰落指標,漲跌家數,未平倉量
2011/8/4,22,22,21.7,21.8,0,0,,,,,,152,,6335,,,0,,,1239,,,0,,,0,,,1239,,,-2961,-2961,0
2011/8/5,20.3,20.95,20.3,20.45,-1.35,-6.1927,,,,,,652,,6655,,,0,,,1030,,,0,,,0,,,1030,,,-4246,-1285,0
2011/8/8,20.4,20.4,19.05,19.1,-1.35,-6.6015,,,,,,241,,6555,,,0,,,1039,,,0,,,0,,,1039,,,-5310,-1064,0
2011/8/9,17.8,18.2,17.8,17.8,-1.3,-6.8063,,,,,,511,,6177,,,0,,,1039,,,0,,,0,,,1039,,,-5674,-364,0
2011/8/10,18,18.45,17.8,18.45,0.65,3.6517,19.52,,,,,262,363.6,6153,6375,,0,0,,1026,1075,,0,0,,0,0,,1026,1075,,-4816,858,0
2011/8/11,17.25,17.25,16.95,17.25,-1.2,-6.5041,18.61,,,,,270,387.2,6383,6384.6,,0,0,,1016,1030,,0,0,,2,0,,1018,1031,,-5119,-303,0
2011/8/12,17.35,17.55,17.2,17.3,0.05,0.2899,17.98,,,,,171,291,6438,6341.2,,0,0,,961,1016,,0,0,,0,0,,961,1017,,-4965,154,0
2011/8/15,17.25,17.55,17.25,17.45,0.15,0.8671,17.65,,,,,72,257.2,6438,6317.8,,0,0,,963,1001,,0,0,,0,0,,963,1002,,-4278,687,0
2011/8/16,17.6,17.6,17.4,17.6,0.15,0.8596,17.61,,,,,108,176.6,6466,6375.6,,0,0,,1153,1024,,0,0,,0,0,,1153,1025,,-4147,131,0
2011/8/17,17.55,17.6,17.5,17.6,0,0,17.44,18.48,,,,65,137.2,6480,6441,6408,0,0,0,1108,1040,1058,0,0,0,0,0,0,1108,1041,1058,-4371,-224,0
2011/8/18,17.55,17.6,17.45,17.6,0,0,17.51,18.06,,,,80,99.2,6513,6467,6425.8,0,0,0,1098,1057,1044,0,0,0,0,0,0,1098,1057,1044,-4934,-563,0
2011/8/19,17.35,17.5,17.1,17.45,-0.15,-0.8523,17.54,17.76,,,,241,113.2,6613,6502,6421.6,0,0,0,1086,1082,1049,0,0,0,0,0,0,1086,1082,1049,-5915,-981,0
2011/8/22,17.45,17.5,17.2,17.3,-0.15,-0.8596,17.51,17.58,,,,198,138.4,6680,6550.4,6434.1,0,0,0,1091,1107,1054,0,0,0,0,0,0,1091,1107,1055,-6285,-370,0
2011/8/23,17.3,17.5,17.2,17.5,0.2,1.1561,17.49,17.55,,,,239,164.6,6762,6609.6,6492.6,0,0,0,1081,1093,1059,0,0,0,0,0,0,1081,1093,1059,-5527,758,0
2011/8/24,17.5,17.55,17.4,17.5,0,0,17.47,17.455,,,,112,174,6810,6675.6,6558.3,0,0,0,1080,1087,1064,0,0,0,0,0,0,1080,1087,1064,-5689,-162,0
2011/8/25,17.45,17.55,17.35,17.4,-0.1,-0.5714,17.43,17.47,,,,79,173.8,6821,6737.2,6602.1,0,0,0,1079,1084,1070,0,0,0,0,0,0,1079,1084,1070,-6088,-399,0
2011/8/26,17.35,17.55,17.35,17.5,0.1,0.5747,17.44,17.49,,,,76,140.8,6862,6787,6644.5,0,0,0,1081,1083,1082,0,0,0,0,0,0,1081,1083,1082,-6188,-100,0
2011/8/29,17.55,17.85,17.55,17.8,0.3,1.7143,17.54,17.525,,,,100,121.2,6837,6818.4,6684.4,0,0,0,1094,1083,1095,0,0,0,0,0,0,1094,1083,1095,-5553,635,0
2011/8/30,18,18.4,18,18.4,0.6,3.3708,17.72,17.605,,,,280,129.4,6737,6813.4,6711.5,0,0,0,1091,1085,1089,0,0,0,0,0,0,1091,1085,1089,-5149,404,0
2011/8/31,18.4,18.5,18.1,18.45,0.05,0.2717,17.91,17.69,18.085,,,144,135.8,6819,6815.2,6745.4,0,0,0,1083,1086,1087,0,0,0,0,0,0,1083,1086,1087,-4786,363,0
2011/9/1,18.7,18.7,18.4,18.55,0.1,0.542,18.14,17.785,17.9225,,,196,159.2,6747,6800.4,6768.8,0,0,0,1056,1081,1082,0,0,0,0,0,0,1056,1081,1082,-4680,106,0
2011/9/2,18.55,18.55,18.3,18.5,-0.05,-0.2695,18.34,17.89,17.825,,,67,157.4,6757,6779.4,6783.2,0,0,0,1048,1075,1079,0,0,0,0,0,0,1048,1075,1079,-4740,-60,0
2011/9/5,18.35,18.4,18.15,18.35,-0.15,-0.8108,18.45,17.995,17.7875,,,108,159,6829,6777.8,6798.1,0,0,0,1005,1057,1070,0,0,0,0,0,0,1005,1057,1070,-5365,-625,0
2011/9/6,18.35,18.35,18.15,18.3,-0.05,-0.2725,18.43,18.075,17.8125,,,46,112.2,6838,6798,6805.7,0,0,0,1005,1040,1062,0,0,0,0,0,0,1005,1040,1062,-6004,-639,0
2011/9/7,18.3,18.45,18.3,18.3,0,0,18.4,18.155,17.805,,,49,93.2,6845,6803.2,6809.2,0,0,0,1005,1024,1055,0,0,0,0,0,0,1005,1024,1055,-5400,604,0
2011/9/8,18.3,18.45,18.1,18.45,0.15,0.8197,18.38,18.26,17.865,,,106,75.2,6916,6837,6818.7,0,0,0,1002,1013,1047,0,0,0,0,0,0,1002,1013,1047,-5228,172,0
2011/9/9,18.45,18.5,18.2,18.35,-0.1,-0.542,18.35,18.345,17.9175,,,143,90.4,6982,6882,6830.7,0,0,0,1001,1004,1039,0,0,0,0,0,0,1001,1004,1039,-5090,138,0
2011/9/13,18.25,18.35,18.05,18.35,0,0,18.35,18.4,17.9625,,,114,91.6,7014,6919,6848.4,0,0,0,997,1002,1030,0,0,0,0,0,0,997,1002,1030,-5738,-648,0
2011/9/14,18.3,18.3,18,18.1,-0.25,-1.3624,18.31,18.37,17.9875,,,79,98.2,7071,6965.6,6881.8,0,0,0,1261,1053,1047,0,0,0,0,0,0,1261,1053,1047,-6401,-663,0
2011/9/15,18.25,18.25,18.05,18.25,0.15,0.8287,18.3,18.35,18.02,,,27,93.8,7087,7014,6908.6,0,0,0,1262,1105,1064,0,0,0,0,0,0,1262,1105,1064,-5789,612,0
2011/9/16,18.25,18.35,18.15,18.35,0.1,0.5479,18.28,18.33,18.0575,,,49,82.4,7078,7046.4,6941.7,0,0,0,1266,1158,1085,0,0,0,0,0,0,1266,1158,1085,-5049,740,0
2011/9/19,18.25,18.25,18.1,18.15,-0.2,-1.0899,18.24,18.295,18.0925,,,57,65.2,7095,7069,6975.5,0,0,0,1266,1211,1107,0,0,0,0,0,0,1266,1211,1107,-5504,-455,0
2011/9/20,18.15,18.2,18.15,18.15,0,0,18.2,18.275,18.135,,,28,48,7101,7086.4,7002.7,0,0,0,1267,1265,1133,0,0,0,0,0,0,1267,1265,1133,-5331,173,0
2011/9/21,18.15,18.3,18.1,18.25,0.1,0.551,18.23,18.27,18.1725,,,77,47.6,7078,7087.8,7026.7,0,0,0,1273,1267,1160,0,0,0,0,0,0,1273,1267,1160,-5009,322,0
2011/9/22,18.2,18.4,18,18.4,0.15,0.8219,18.26,18.28,18.2175,,,98,61.8,7097,7089.8,7051.9,0,0,0,1267,1268,1187,0,0,0,0,0,0,1267,1268,1187,-5677,-668,0
