日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,騰落指標,漲跌家數,未平倉量
2012/12/25,58,80,57.89,60.5,0,0,,,,,,133150,,0,,,0,,,0,,,0,,,0,,,0,,,-11180,-11180,0
2012/12/26,59.5,60,51.8,57.7,-2.8,-4.6281,,,,,,130090,,0,,,0,,,0,,,0,,,0,,,0,,,-11143,37,0
2012/12/27,58,58,55.5,55.5,-2.2,-3.8128,,,,,,99000,,0,,,0,,,0,,,0,,,0,,,0,,,-11127,16,0
2012/12/28,55.5,55.5,53.2,55,-0.5,-0.9009,,,,,,102389,,0,,,0,,,0,,,0,,,0,,,0,,,-10961,166,0
2013/1/2,53.2,53.2,50.92,50.92,-4.08,-7.4182,55.924,,,,,35000,99925,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-10794,167,0
2013/1/3,50.35,52,50,50,-0.92,-1.8068,53.824,,,,,33000,79895,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-10604,190,0
2013/1/4,52,55,50.42,51.8,1.8,3.6,52.644,,,,,68000,67477,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-10643,-39,0
2013/1/7,52.26,52.5,51.81,52.5,0.7,1.3514,52.044,,,,,60000,59677,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-10610,33,0
2013/1/8,52.25,52.25,51.8,52,-0.5,-0.9524,51.444,,,,,27000,44600,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-10752,-142,0
2013/1/9,51.5,52,51,51.5,-0.5,-0.9615,51.56,53.742,,,,34000,44400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10628,124,0
2013/1/10,50.8,51.3,50.35,51,-0.5,-0.9709,51.76,52.792,,,,39203,45640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10545,83,0
2013/1/11,50.8,51.5,50.5,50.88,-0.12,-0.2353,51.576,52.11,,,,48000,41640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10436,109,0
2013/1/14,50.35,50.35,49.6,49.65,-1.23,-2.4175,51.006,51.525,,,,90589,47758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10337,99,0
2013/1/15,50,50.2,49.8,50,0.35,0.7049,50.606,51.025,,,,15510,45460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10429,-92,0
2013/1/16,50,50,49.6,49.6,-0.4,-0.8,50.226,50.893,,,,21000,42860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10574,-145,0
2013/1/17,49.1,49.2,47.5,47.5,-2.1,-4.2339,49.526,50.643,,,,137000,62419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11084,-510,0
2013/1/18,48.4,48.5,48,48.05,0.55,1.1579,48.96,50.268,,,,30500,58919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10725,359,0
2013/1/21,48.5,48.5,48.1,48.4,0.35,0.7284,48.71,49.858,,,,34002,47602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10618,107,0
