日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,騰落指標,漲跌家數,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,未平倉量
2011/10/25,32.25,32.8,32.15,32.65,0,0,,,,,,33,,999,,,271,,,-7972,-7972,125,,,0,,,0,,,125,,,0
2011/10/26,32.75,32.8,32.2,32.2,-0.45,-1.3783,,,,,,28,,1000,,,259,,,-7935,37,125,,,0,,,0,,,125,,,0
2011/10/27,32.2,32.2,31.9,32.1,-0.1,-0.3106,,,,,,26,,997,,,239,,,-7813,122,125,,,0,,,0,,,125,,,0
2011/10/28,32.1,32.1,31.9,32.1,0,0,,,,,,11,,995,,,238,,,-7936,-123,125,,,0,,,0,,,125,,,0
2011/10/31,31.6,32,31.15,31.35,-0.75,-2.3364,32.08,,,,,18,23,986,995.4,,235,248.4,,-8041,-105,125,125,,0,0,,0,0,,125,125,,0
2011/11/1,30.8,31.4,30.7,31.3,-0.05,-0.1595,31.81,,,,,23,21,983,992.2,,234,241,,-8016,25,125,125,,0,0,,0,0,,125,125,,0
2011/11/2,31,31.4,30.45,31.4,0.1,0.3195,31.65,,,,,29,21,966,985.4,,236,236.4,,-8127,-111,125,125,,0,0,,0,0,,125,125,,0
2011/11/3,31,31.5,31,31.5,0.1,0.3185,31.53,,,,,3,16,966,979.2,,236,235.8,,-8349,-222,125,125,,0,0,,0,0,,125,125,,0
2011/11/4,31.7,32.35,31.5,32.25,0.75,2.381,31.56,,,,,25,19,959,972,,231,234.4,,-7935,414,125,125,,0,0,,0,0,,125,125,,0
2011/11/7,32.25,32.25,31.25,31.25,-1,-3.1008,31.54,31.81,,,,8,17,956,966,980.7,228,233,240.7,-7809,126,125,125,125,0,0,0,0,0,0,125,125,125,0
2011/11/8,30.6,32.1,30.6,31.2,-0.05,-0.16,31.52,31.665,,,,40,21,961,961.6,976.9,220,230.2,235.6,-7808,1,125,125,125,0,0,0,0,0,0,125,125,125,0
2011/11/9,30.8,30.85,30.6,30.6,-0.6,-1.9231,31.36,31.505,,,,24,20,948,958,971.7,204,223.8,230.1,-7949,-141,125,125,125,0,0,0,0,0,0,125,125,125,0
2011/11/10,30.45,30.45,28.55,28.8,-1.8,-5.8824,30.82,31.175,,,,152,49,860,936.8,958,126,201.8,218.8,-8443,-494,125,125,125,0,0,0,0,0,0,125,125,125,0
2011/11/11,29.2,29.55,29,29.45,0.65,2.2569,30.26,30.91,,,,18,48,858,916.6,944.3,125,180.6,207.5,-8388,55,125,125,125,0,0,0,0,0,0,125,125,125,0
2011/11/14,30.3,30.3,29.2,29.3,-0.15,-0.5093,29.87,30.705,,,,19,50,846,894.6,930.3,122,159.4,196.2,-8061,327,125,125,125,0,0,0,0,0,0,125,125,125,0
2011/11/15,29.3,29.3,28.5,29.2,-0.1,-0.3413,29.47,30.495,,,,32,49,830,868.4,915,121,139.6,184.9,-8270,-209,125,125,125,0,0,0,0,0,0,125,125,125,0
