"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","16.13","3.96","1.83",
"1102","亞泥","13.98","4.81","1.83",
"1103","嘉泥","21.81","0.00","1.03",
"1104","環泥","24.39","7.19","0.71",
"1108","幸福","76.50","4.90","0.87",
"1109","信大","18.61","5.29","0.79",
"1110","東泥","410.00","2.44","0.82",
"1201","味全","21.89","8.30","2.07",
"1203","味王","-","0.00","1.32",
"1210","大成","13.37","4.50","1.97",
"1213","大飲","565.00","0.00","1.00",
"1215","卜蜂","15.59","4.10","1.28",
"1216","統一","16.43","3.16","2.40",
"1217","愛之味","-","0.00","1.04",
"1218","泰山","26.46","0.00","0.83",
"1219","福壽","27.50","2.11","0.82",
"1220","台榮","-","0.00","0.94",
"1225","福懋油","18.44","0.00","0.87",
"1227","佳格","18.49","8.18","1.17",
"1229","聯華","8.91","5.70","0.75",
"1231","聯華食","14.05","4.50","0.76",
"1232","大統益","10.74","6.85","1.96",
"1233","天仁","19.26","4.21","2.21",
"1234","黑松","30.24","1.57","0.72",
"1235","興泰","24.94","2.28","1.26",
"1236","宏亞","13.43","3.69","1.21",
"1301","台塑","11.60","4.94","2.16",
"1303","南亞","11.69","5.79","2.43",
"1304","台聚","12.88","3.33","1.29",
"1305","華夏","-","0.00","0.87",
"1307","三芳","15.03","5.34","1.92",
"1308","亞聚","11.09","3.71","1.17",
"1309","台達化","14.68","0.00","0.72",
"1310","台苯","17.27","5.39","1.23",
"1311","福聚","8.97","6.78","1.13",
"1312","國喬","7.48","0.00","0.92",
"1313","聯成","8.32","6.14","1.12",
"1314","中石化","8.30","0.00","1.01",
"1315","達新","13.61","4.54","0.79",
"1316","上曜","-","0.00","0.51",
"1319","東陽","14.09","2.73","1.53",
"1321","大洋","-","0.98","1.52",
"1323","永裕","25.00","4.08","0.93",
"1324","地球","-","0.56","1.86",
"1325","恆大","14.43","2.36","0.92",
"1326","台化","10.34","5.82","1.83",
"1402","遠東新","17.43","4.13","1.99",
"1409","新纖","-","0.00","0.77",
"1410","南染","129.23","0.00","1.32",
"1413","宏洲","-","0.00","0.56",
"1414","東和","42.40","0.00","0.76",
"1416","廣豐","46.05","0.00","1.00",
"1417","嘉裕","-","0.00","0.63",
"1418","東華","-","0.00","0.63",
"1419","新紡","70.56","1.73","1.12",
"1423","利華","12.56","0.00","0.66",
"1432","大魯閣","1.56","0.00","0.58",
"1434","福懋","7.33","4.22","0.90",
"1435","中福","-","0.00","1.31",
"1436","華友聯","55.79","0.00","0.97",
"1437","勤益控","12.93","0.00","1.07",
"1438","三地開發","-","0.00","1.58",
"1439","雋揚","45.36","0.00","0.89",
"1440","南紡","13.54","1.79","0.90",
"1441","大東","135.00","0.00","0.80",
"1442","名軒","41.58","0.00","2.36",
"1443","立益物流","-","0.00","0.44",
"1444","力麗","19.42","0.00","0.81",
"1445","大宇","-","0.00","0.62",
"1446","宏和","14.26","0.00","0.83",
"1447","力鵬","16.88","0.00","0.67",
"1449","佳和","-","0.00","0.49",
"1451","年興","8.61","8.54","0.93",
"1452","宏益","9.01","3.17","0.66",
"1453","大將","-","0.00","0.42",
"1454","台富","-","0.00","0.66",
"1455","集盛","25.60","3.91","0.64",
"1456","怡華","-","0.00","0.62",
"1457","宜進","-","0.00","0.67",
"1459","聯發","10.39","1.35","1.12",
"1460","宏遠","29.27","1.71","0.79",
"1463","強盛","-","0.00","0.59",
"1464","得力","106.71","0.00","0.68",
"1465","偉全","47.20","5.08","0.66",
"1466","聚隆","7.33","0.00","1.04",
"1467","南緯","10.00","8.71","1.02",
"1468","昶和","-","0.00","1.21",
"1469","理隆","310.00","0.00","0.93",
"1470","大統新創","-","0.00","0.60",
"1471","首利","-","0.00","2.04",
"1472","三洋實業","-","0.00","0.43",
"1473","台南","9.69","8.35","1.64",
"1474","弘裕","15.36","5.52","0.73",
"1475","業旺","-","0.00","1.02",
"1476","儒鴻","9.72","11.11","1.16",
"1477","聚陽","8.83","6.34","3.28",
"1503","士電","18.22","3.66","1.63",
"1504","東元","10.00","4.22","0.85",
"1506","正道","-","0.00","1.70",
"1507","永大","11.61","3.16","1.21",
"1512","瑞利","10.52","4.90","0.82",
"1513","中興電","11.81","5.49","1.70",
"1514","亞力","30.00","2.53","0.81",
"1515","力山","29.13","0.00","0.74",
"1516","川飛","-","0.00","0.74",
"1517","利奇","13.94","5.38","0.97",
"1519","華城","20.31","2.43","4.02",
"1520","復盛","14.09","7.50","2.12",
"1521","大億","14.42","5.53","1.41",
"1522","堤維西","16.31","1.33","1.24",
"1523","開億","11.88","1.90","0.77",
"1524","耿鼎","22.21","4.43","1.01",
"1525","江申","14.93","4.52","0.85",
"1526","日馳","-","0.00","1.09",
"1527","鑽全","11.75","7.44","2.06",
"1528","恩德","9.88","8.52","1.31",
"1529","樂事綠能","-","0.00","1.00",
"1530","亞崴","8.91","6.71","2.63",
"1531","高林股","9.45","5.60","1.46",
"1532","勤美","17.93","5.62","1.85",
"1533","車王電","12.93","4.03","1.50",
"1535","中宇","15.94","4.38","2.56",
"1536","和大","17.14","5.70","2.29",
"1537","廣隆","20.49","2.67","2.17",
"1538","正峰","-","0.00","1.27",
"1539","巨庭","10.33","0.00","1.01",
"1540","喬福","9.53","7.73","2.49",
"1541","錩泰","12.20","0.00","1.11",
"1560","中砂","20.52","6.02","2.52",
"1603","華電","18.13","0.00","0.67",
"1604","聲寶","-","0.00","1.02",
"1605","華新","15.40","11.07","0.71",
"1606","歌林","16.44","0.00","0.92",
"1608","華榮","13.65","3.45","0.86",
"1609","大亞","-","3.56","0.74",
"1611","中電","11.12","6.92","1.01",
"1612","宏泰","9.68","4.72","1.39",
"1613","台一","14.76","0.00","0.94",
"1614","三洋電","28.33","3.65","1.85",
"1615","大山","6.20","11.34","0.96",
"1616","億泰","-","4.66","0.70",
"1617","榮星","-","6.53","0.67",
"1618","合機","54.55","0.00","0.83",
"1701","中化","16.37","4.03","1.25",
"1702","南僑","-","0.00","1.03",
"1704","榮化","16.36","6.00","1.85",
"1707","葡萄王","12.92","3.89","1.63",
"1708","東鹼","9.30","4.28","1.22",
"1709","和益","21.38","6.05","0.95",
"1710","東聯","17.80","4.24","2.36",
"1711","永光","1,087.50","1.38","1.65",
"1712","興農","14.44","6.30","0.77",
"1713","國化","39.22","1.99","0.86",
"1714","和桐","20.21","0.00","0.95",
"1715","萬洲","24.40","5.46","1.25",
"1716","永信","13.78","6.00","1.69",
"1717","長興","12.78","6.96","1.88",
"1718","中纖","23.45","0.00","1.02",
"1720","生達","13.63","5.59","1.66",
"1721","三晃","-","0.00","1.46",
"1722","台肥","16.55","3.82","1.50",
"1723","中碳","12.88","6.02","4.07",
"1724","台硝","10.56","6.52","1.09",
