"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","15.62","4.57","1.83",
"1102","亞泥","12.64","5.89","1.56",
"1103","嘉泥","40.76","0.00","1.21",
"1104","環泥","20.31","6.15","0.85",
"1107","建台","-","0.00","6.14",
"1108","幸福","25.09","3.20","1.26",
"1109","信大","14.29","5.00","0.82",
"1110","東泥","140.00","2.38","0.88",
"1201","味全","24.37","0.00","2.80",
"1203","味王","-","0.00","1.66",
"1210","大成","21.04","3.29","2.91",
"1213","大飲","186.88","0.00","1.32",
"1215","卜蜂","21.55","3.20","1.66",
"1216","統一","21.24","3.60","2.27",
"1217","愛之味","-","0.00","1.53",
"1218","泰山","-","0.00","1.03",
"1219","福壽","36.67","1.82","0.95",
"1220","台榮","183.57","0.00","1.32",
"1225","福懋油","-","0.00","0.95",
"1227","佳格","27.08","6.24","1.41",
"1229","聯華","11.19","5.32","0.89",
"1231","聯華食","21.02","3.72","0.91",
"1232","大統益","10.26","7.19","1.76",
"1233","天仁","20.21","4.10","2.22",
"1234","黑松","50.65","1.27","0.90",
"1235","興泰","56.35","2.40","1.31",
"1236","宏亞","22.03","3.45","1.30",
"1301","台塑","13.14","5.56","2.17",
"1303","南亞","10.60","6.94","2.07",
"1304","台聚","15.41","5.28","0.90",
"1305","華夏","-","0.00","0.81",
"1307","三芳","15.14","5.63","1.71",
"1308","亞聚","12.88","5.32","0.95",
"1309","台達化","27.30","0.00","0.67",
"1310","台苯","18.39","5.00","1.40",
"1311","福聚","4.73","5.44","1.36",
"1312","國喬","9.19","0.00","1.05",
"1313","聯成","8.00","5.88","1.19",
"1314","中石化","15.30","0.00","1.25",
"1315","達新","18.06","4.29","0.96",
"1316","上曜","33.35","0.00","0.76",
"1319","東陽","23.19","2.08","2.02",
"1321","大洋","-","0.83","1.80",
"1323","永裕","27.95","2.29","1.66",
"1324","地球","-","0.36","2.78",
"1325","恆大","28.04","2.33","0.95",
"1326","台化","11.52","6.26","1.92",
"1402","遠東新","16.75","4.51","1.79",
"1409","新纖","33.75","0.00","1.14",
"1410","南染","102.94","0.00","1.39",
"1413","宏洲","-","0.00","0.84",
"1414","東和","-","0.00","1.33",
"1416","廣豐","219.00","0.00","1.27",
"1417","嘉裕","-","0.00","0.82",
"1418","東華","-","0.00","0.95",
"1419","新紡","98.62","1.15","1.82",
"1423","利華","27.94","0.00","0.70",
"1432","大魯閣","-","0.00","0.94",
"1434","福懋","16.37","3.84","1.22",
"1435","中福","-","0.00","3.13",
"1436","華友聯","27.17","0.00","1.04",
"1437","勤益控","17.97","0.00","1.80",
"1438","三地開發","-","0.00","1.47",
"1439","雋揚","-","0.00","1.05",
"1440","南紡","20.25","1.52","1.09",
"1441","大東","-","0.00","1.17",
"1442","名軒","22.83","0.00","2.64",
"1443","立益物流","-","0.00","0.60",
"1444","力麗","47.29","0.00","1.14",
"1445","大宇","-","0.00","0.66",
"1446","宏和","-","0.00","0.98",
"1447","力鵬","12.72","0.00","1.04",
"1449","佳和","-","0.00","0.66",
"1451","年興","9.14","7.44","1.04",
"1452","宏益","18.31","2.78","0.78",
"1453","大將","-","0.00","0.40",
"1454","台富","-","0.00","0.71",
"1455","集盛","20.72","3.15","0.77",
"1456","怡華","-","0.00","0.80",
"1457","宜進","-","0.00","0.88",
"1459","聯發","21.37","1.36","1.19",
"1460","宏遠","59.93","1.79","0.77",
"1463","強盛","-","0.00","0.82",
"1464","得力","-","0.00","0.76",
"1465","偉全","43.62","4.74","0.71",
"1466","聚隆","9.27","0.00","1.40",
"1467","南緯","16.16","6.13","1.40",
"1468","昶和","-","0.00","1.13",
"1469","理隆","46.29","0.00","1.09",
"1470","大統新創","-","0.00","0.77",
"1471","首利","-","0.00","5.03",
"1472","三洋實業","-","0.00","0.61",
"1473","台南","10.08","7.53","1.77",
"1474","弘裕","16.32","4.50","0.87",
"1475","業旺","-","0.00","1.82",
"1476","儒鴻","11.29","8.86","1.75",
"1477","聚陽","14.07","4.87","4.26",
"1503","士電","20.00","3.33","1.63",
"1504","東元","14.37","3.87","0.92",
"1506","正道","-","0.00","1.74",
"1507","永大","13.68","3.42","1.16",
"1512","瑞利","20.51","3.58","1.11",
"1513","中興電","15.82","4.52","2.05",
"1514","亞力","49.52","2.40","0.84",
"1515","力山","75.29","0.00","1.09",
"1516","川飛","31.29","0.00","1.23",
"1517","利奇","18.81","2.93","1.77",
"1519","華城","22.70","3.23","3.23",
"1520","復盛","14.86","6.97","2.11",
"1521","大億","22.79","4.68","1.65",
"1522","堤維西","44.74","1.18","1.54",
"1523","開億","17.19","1.53","0.98",
"1524","耿鼎","20.30","3.52","1.23",
"1525","江申","13.60","4.11","0.96",
"1526","日馳","-","0.00","1.01",
"1527","鑽全","10.75","5.65","2.49",
"1528","恩德","12.98","7.16","1.94",
"1529","樂事綠能","-","0.00","2.93",
"1530","亞崴","11.54","5.19","3.15",
"1531","高林股","12.52","4.82","1.66",
"1532","勤美","15.20","4.28","2.23",
"1533","車王電","19.10","2.03","2.97",
"1535","中宇","20.72","3.96","2.77",
"1536","和大","22.64","4.44","3.02",
"1537","廣隆","24.38","2.81","2.05",
"1538","正峰","-","0.00","1.90",
"1539","巨庭","20.95","0.00","1.33",
"1540","喬福","11.86","6.52","2.73",
"1541","錩泰","28.55","0.00","1.62",
"1560","中砂","29.94","4.00","3.97",
"1603","華電","56.38","0.00","0.89",
