日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 騰落指標, 騰落指標, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 未平倉量
2015/11/9,120,142,119,140,0,0,,,,,,4397,,0,,,0,,,-20500,-20500,40150,,,0,,,34,,,40184,,,0
2015/11/10,130,145,128.5,139,-1,-0.7143,,,,,,1971,,0,,,0,,,-20790,-290,40145,,,0,,,47,,,40192,,,0
2015/11/11,138.5,143.5,132,133,-6,-4.3165,,,,,,1277,,0,,,0,,,-21361,-571,40121,,,0,,,94,,,40215,,,0
2015/11/12,132.5,135,117.5,124,-9,-6.7669,,,,,,1279,,0,,,0,,,-21431,-70,40118,,,0,,,78,,,40196,,,0
2015/11/13,119,127,118,127,3,2.4194,132.6,,,,,641,1913,0,0,,0,0,,-21803,-372,40114,40130,,0,0,,70,65,,40184,40194,,0
2015/11/16,123,133,123,133,6,4.7244,131.2,,,,,798,1193,0,0,,0,0,,-22067,-264,40158,40131,,0,0,,145,87,,40303,40218,,0
2015/11/17,133,136.5,128,128.5,-4.5,-3.3835,129.1,,,,,825,964,0,0,,0,0,,-21542,525,40188,40140,,0,0,,120,101,,40308,40241,,0
2015/11/18,126.5,128.5,122,125,-3.5,-2.7237,127.5,,,,,514,811,0,0,,0,0,,-21816,-274,40168,40149,,0,0,,110,105,,40278,40254,,0
2015/11/19,124.5,127.5,122.5,123,-2,-1.6,127.3,,,,,382,632,0,0,,0,0,,-21391,425,40151,40156,,0,0,,0,89,,40151,40245,,0
2015/11/20,124,135,123.5,135,12,9.7561,128.9,130.75,,,,980,699,0,0,0,0,0,0,-21447,-56,40149,40163,40146,0,0,0,47,84,74,40196,40247,40221,0
2015/11/23,138,138.5,130.5,131.5,-3.5,-2.5926,128.6,129.9,,,,1015,743,0,0,0,0,0,0,-21439,8,40211,40173,40152,0,0,0,35,62,75,40246,40236,40227,0
2015/11/24,133.5,135.5,123,125.5,-6,-4.5627,128,128.55,,,,677,713,0,0,0,0,0,0,-21883,-444,40191,40174,40157,0,0,0,15,41,71,40206,40215,40228,0
2015/11/25,125,125.5,120,124,-1.5,-1.1952,127.8,127.65,,,,624,735,0,0,0,0,0,0,-22241,-358,40184,40177,40163,0,0,0,93,38,71,40277,40215,40234,0
2015/11/26,124.5,126.5,122,124,0,0,128,127.65,,,,447,748,0,0,0,0,0,0,-21842,399,40130,40173,40164,0,0,0,108,60,74,40238,40233,40239,0
2015/11/27,122,123,120,121.5,-2.5,-2.0161,125.3,127.1,,,,343,621,0,0,0,0,0,0,-22134,-292,40119,40167,40165,0,0,0,113,73,79,40232,40240,40244,0
2015/11/30,120,120.5,109.5,110,-11.5,-9.465,121,124.8,,,,778,573,0,0,0,0,0,0,-22611,-477,40109,40147,40160,0,0,0,135,93,78,40244,40239,40238,0
2015/12/1,110.5,112.5,104,108,-2,-1.8182,117.5,122.75,,,,585,555,0,0,0,0,0,0,-22086,525,40085,40125,40150,0,0,0,109,112,76,40194,40237,40226,0
2015/12/2,108,118,105.5,114,6,5.5556,115.5,121.65,,,,668,564,0,0,0,0,0,0,-22057,29,40111,40111,40144,0,0,0,85,110,74,40196,40221,40218,0
2015/12/3,114,121.5,112,115,1,0.8772,113.7,120.85,,,,598,594,0,0,0,0,0,0,-22047,10,40094,40104,40138,0,0,0,92,107,83,40186,40210,40222,0
