日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 騰落指標, 騰落指標, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 未平倉量
2021/1/6,91,91,91,91,0,0,,,,,,20190,,35599,,,174,,,-28948,-28948,119517,,,0,,,0,,,119517,,,0
2021/1/7,91.2,91.2,83,83.8,-7.2,-7.9121,,,,,,52950,,36187,,,117,,,-28637,311,120782,,,23,,,0,,,120805,,,0
2021/1/8,84.5,85.8,83.4,84.5,0.7,0.8353,,,,,,15124,,36602,,,124,,,-28720,-83,120394,,,25,,,0,,,120419,,,0
2021/1/11,84.9,85,82.1,82.8,-1.7,-2.0118,,,,,,11079,,35485,,,99,,,-28599,121,120094,,,27,,,0,,,120121,,,0
2021/1/12,83.2,83.3,77,77.4,-5.4,-6.5217,83.9,,,,,20128,23894,33709,35516.4,,131,129,,-29190,-591,121048,120367,,0,15,,0,0,,121048,120382,,0
2021/1/13,77.8,81.7,77.8,80.5,3.1,4.0052,81.8,,,,,11655,22187,33464,35089.4,,194,133,,-28672,518,122216,120907,,1,15,,0,0,,122217,120922,,0
2021/1/14,80.8,82.7,80.1,82.3,1.8,2.236,81.5,,,,,7625,13122,33107,34473.4,,130,135.6,,-28710,-38,123107,121372,,9,12,,0,0,,123116,121385,,0
2021/1/15,82.8,82.8,79.4,79.9,-2.4,-2.9162,80.58,,,,,8512,11799,33046,33762.2,,117,134.2,,-29428,-718,122354,121764,,110,29,,0,0,,122464,121794,,0
2021/1/18,79.8,83.5,77.7,82.3,2.4,3.0038,80.48,,,,,11682,11920,33733,33411.8,,164,147.2,,-29695,-267,123877,122521,,0,24,,0,0,,123877,122545,,0
2021/1/19,82.4,84.2,82.3,84,1.7,2.0656,81.8,82.85,,,,12144,10323,33563,33382.6,34449.5,230,167,148,-29621,74,127735,123858,122113,0,24,20,0,0,0,127735,123882,122132,0
2021/1/20,85.5,90.2,84.5,85,1,1.1905,82.7,82.25,,,,36887,15370,35694,33828.6,34459,335,195.2,164.1,-30435,-814,125765,124568,122737,802,184,100,0,0,0,126567,124752,122837,0
2021/1/21,86.5,87.4,85.1,85.2,0.2,0.2353,83.28,82.39,,,,11612,16167,34960,34199.2,34336.3,303,229.8,182.7,-30384,51,125887,125124,123248,1804,543,278,18,4,2,127709,125671,123528,0
2021/1/22,86.4,88.6,86.1,88.3,3.1,3.6385,84.96,82.77,,,,19000,18265,35478,34685.6,34223.9,326,271.6,202.9,-30125,259,129029,126459,124112,1753,872,451,39,12,6,130822,127342,124568,0
2021/1/25,88.4,88.4,85.2,86.2,-2.1,-2.3783,85.74,83.11,,,,11249,18178,34609,34860.8,34136.3,254,289.6,218.4,-29805,320,127440,127172,124846,1766,1225,625,15,15,7,129222,128411,125478,0
2021/1/26,86.5,87.1,83.7,83.8,-2.4,-2.7842,85.7,83.75,,,,9088,17567,33776,34903.4,34143,128,269.2,218.1,-30349,-544,126733,126971,125415,1768,1579,801,0,15,7,128501,128565,126223,0
2021/1/27,84.8,84.9,83.1,84.9,1.1,1.3126,85.68,84.19,,,,5428,11275,34004,34565.4,34197,102,222.6,208.9,-30092,257,126690,127156,125862,1768,1772,978,0,15,7,128458,128943,126847,0
2021/1/28,83,83.9,82.3,83.1,-1.8,-2.1201,85.26,84.27,,,,11157,11184,35386,34650.6,34424.9,195,201,215.4,-30640,-548,125150,127009,126066,1718,1755,1149,0,11,7,126868,128775,127223,0
2021/1/29,83.9,84.4,82.5,82.5,-0.6,-0.722,84.1,84.53,,,,8644,9113,35222,34599.4,34642.5,194,174.6,223.1,-31296,-656,124204,126044,126251,1718,1748,1310,0,3,7,125922,127795,127568,0
2021/2/1,82.8,82.8,80.2,80.8,-1.7,-2.0606,83.02,84.38,,,,8157,8494,34926,34662.8,34761.8,194,162.6,226.1,-31423,-127,124349,125426,126299,1718,1738,1482,0,0,7,126067,127164,127788,0
2021/2/2,81.5,82.2,80.6,81.2,0.4,0.495,82.5,84.1,83.475,,,7288,8134,35380,34983.6,34943.5,154,167.8,218.5,-30893,530,125443,125168,126069,1018,1588,1583,0,0,7,126461,126756,127660,0
2021/2/3,81.6,81.7,80.2,80.4,-0.8,-0.9852,81.6,83.64,82.945,,,5614,8172,35337,35250.2,34907.8,158,179,200.8,-30814,79,124136,124657,125907,943,1423,1597,0,0,7,125079,126080,127511,0
2021/2/4,80.4,80.9,79.9,80,-0.4,-0.4975,80.98,83.12,82.755,,,4155,6771,35170,35207,34928.8,163,172.6,186.8,-30992,-178,123777,124382,125696,943,1268,1511,0,0,6,124720,125650,127212,0
2021/2/5,80.9,81.5,80.3,80.6,0.6,0.75,80.6,82.35,82.56,,,4624,5967,34906,35143.8,34871.6,160,165.8,170.2,-30817,175,122713,124084,125064,944,1113,1430,0,0,2,123657,125197,126496,0
2021/2/17,81.6,84.2,81.1,84.2,3.6,4.4665,81.28,82.15,82.63,,,10551,6446,34662,35091,34876.9,166,160.2,161.4,-30077,740,124727,124160,124793,944,958,1348,73,15,7,125745,125133,126148,0
2021/2/18,83.8,85,83.4,83.8,-0.4,-0.4751,81.8,82.15,82.95,,,7218,6432,34238,34862.6,34923.1,172,163.8,165.8,-29415,662,125811,124233,124701,949,945,1266,134,42,21,126894,125220,125988,0
2021/2/19,84.3,85.4,84,84,0.2,0.2387,82.52,82.06,83.125,,,7632,6836,33922,34579.6,34914.9,178,167.8,173.4,-29122,293,125437,124493,124575,955,947,1185,139,70,35,126531,125510,125795,0
2021/2/22,85.1,86.6,84.6,85.2,1.2,1.4286,83.56,82.27,83.27,,,10014,8007,34395,34424.6,34815.8,179,171,171.8,-28511,611,125233,124785,124584,955,949,1109,148,99,50,126337,125833,125742,0
2021/2/23,85.3,86.2,84.6,85.5,0.3,0.3521,84.54,82.57,83.55,,,8215,8726,33566,34156.6,34650.2,178,174.6,170.2,-28166,345,125647,125371,124728,959,952,1033,107,121,60,126713,126445,125821,0
2021/2/24,85.9,86.6,85.3,85.5,0,0,84.8,83.04,83.71,,,8778,8371,32608,33745.8,34418.4,171,175.6,167.9,-28536,-370,126189,125664,124912,961,956,957,81,122,69,127231,126742,125937,0
2021/2/25,86.9,87.3,85.3,86.1,0.6,0.7018,85.26,83.53,83.815,,,11456,9219,32367,33371.6,34117.1,176,176.4,170.1,-28146,390,125709,125643,124938,1863,1139,1042,0,95,69,127572,126877,126049,0
2021/2/26,85,85.8,84.5,85.8,-0.3,-0.3484,85.62,84.07,83.855,,,8063,9305,32377,33062.6,33821.1,160,172.8,170.3,-28573,-427,126078,125772,125133,1874,1322,1135,22,72,71,127974,127166,126338,0
2021/3/2,86.9,87.2,84.5,84.7,-1.1,-1.2821,85.52,84.54,83.83,,,9093,9121,31648,32513.2,33468.9,168,170.6,170.8,-28972,-399,127695,126264,125524,1874,1506,1228,143,71,85,129712,127841,126837,0
2021/3/3,85.8,89.5,85.2,86.9,2.2,2.5974,85.8,85.17,83.76,,,34550,14388,32870,32374,33265.3,300,195,184.8,-28422,550,131687,127472,126422,2846,1884,1418,212,92,106,134745,129447,127946,0
2021/3/4,87.5,89.7,87.1,88,1.1,1.2658,86.3,85.55,83.85,,,21183,16869,32755,32403.4,33074.6,340,228.8,202.2,-28656,-234,131711,128576,127120,2850,2261,1609,308,137,130,134869,130975,128859,0
2021/3/5,86.9,87.7,85.9,86,-2,-2.2727,86.28,85.77,83.96,,,12241,17026,32923,32514.6,32943.1,243,242.2,209.3,-28976,-320,128790,129193,127418,2852,2459,1799,370,211,153,132012,131863,129370,0
2021/3/8,86.5,86.9,83,83.1,-2.9,-3.3721,85.74,85.68,83.87,,,15549,18523,32787,32596.6,32829.6,354,281,226.9,-28997,-21,127969,129571,127671,2852,2655,1989,103,228,150,130924,132453,129810,0
2021/3/9,83,83.5,81.1,82.3,-0.8,-0.9627,85.26,85.39,83.83,,,7912,18287,32636,32794.2,32653.7,192,285.8,228.2,-28808,189,127950,129622,127943,2852,2850,2178,94,218,144,130897,132690,130266,0
2021/3/10,83.4,83.4,82.3,82.5,0.2,0.243,84.38,85.09,83.83,,,4914,12359,32594,32739,32556.5,248,275.4,235.2,-28684,124,127448,128774,128123,2852,2852,2368,70,190,141,130371,131815,130631,0
2021/3/11,83.2,83.8,82.9,83.8,1.3,1.5758,83.54,84.92,83.98,,,3909,8905,32710,32730,32566.7,182,243.8,236.3,-28242,442,127410,127914,128245,2852,2852,2557,0,128,133,130262,130894,130935,0
2021/3/12,84.1,84.5,83.2,83.7,-0.1,-0.1193,83.08,84.68,84.105,,,4132,7283,32901,32725.6,32620.1,212,237.6,239.9,-28207,35,126393,127435,128314,2852,2852,2656,67,67,139,129313,130354,131109,0
2021/3/15,83.8,85.6,83.7,84.7,1,1.1947,83.4,84.57,84.32,,,7028,5579,33623,32892.8,32744.7,160,198.8,239.9,-27906,301,126737,127188,128379,1602,2602,2628,39,54,141,128379,129845,131149,0
2021/3/16,85,85.2,84.1,85,0.3,0.3542,83.94,84.6,84.57,,,5453,5087,33276,33020.8,32907.5,172,194.8,240.3,-27806,100,126747,126948,128285,1602,2352,2601,10,38,128,128360,129337,131014,0
2021/3/17,85.4,86.4,84.7,84.8,-0.2,-0.2353,84.4,84.39,84.78,,,7000,5504,33194,33140.8,32939.9,158,176.8,226.1,-27887,-81,127439,126946,127860,952,1972,2412,0,24,107,128392,128942,130378,0
2021/3/18,85.8,86.3,85.1,85.7,0.9,1.0613,84.78,84.16,84.855,,,7503,6223,33923,33383.4,33056.7,545,249.4,246.6,-27538,349,127631,126990,127452,952,1592,2222,2,24,76,128585,128606,129750,0
2021/3/19,84,84.7,83.5,83.7,-2,-2.3337,84.78,83.93,84.85,,,13448,8086,32962,33395.6,33060.6,255,258,247.8,-27778,-240,127699,127251,127343,0,1022,1937,0,11,39,127699,128283,129319,0
2021/3/22,83.9,84.5,82.9,84.5,0.8,0.9558,84.74,84.07,84.875,,,6464,7973,32795,33230,33061.4,258,277.6,238.2,-27522,256,127166,127337,127263,2,702,1652,0,3,29,127168,128041,128943,0
2021/3/23,85.3,86.5,84,84.1,-0.4,-0.4734,84.56,84.25,84.82,,,10951,9073,32706,33116,33068.4,254,294,244.4,-27856,-334,127326,127453,127200,2,382,1367,0,1,19,127328,127835,128586,0
2021/3/24,84.2,84.8,82.8,83.1,-1,-1.1891,84.22,84.31,84.7,,,8921,9457,33030,33083.2,33112,661,394.6,285.7,-27780,76,127285,127422,127184,0,191,1082,0,0,12,127285,127613,128277,0
2021/3/25,83,83.9,82.6,83,-0.1,-0.1203,83.68,84.23,84.575,,,4079,8772,32730,32844.6,33114,461,377.8,313.6,-27873,-93,126516,127199,127094,0,1,796,0,0,12,126516,127199,127903,0
2021/3/26,83.3,84.3,83.1,84.3,1.3,1.5663,83.8,84.29,84.485,,,3383,6759,32907,32833.6,33114.6,360,398.8,328.4,-27462,411,126711,127001,127126,0,1,511,21,4,7,126732,127006,127645,0
2021/3/29,84.5,84.6,83.5,83.5,-0.8,-0.949,83.6,84.17,84.37,,,4797,6426,32818,32838.2,33034.1,251,397.4,337.5,-27196,266,126657,126899,127118,0,0,351,20,8,5,126677,126908,127474,0
2021/3/30,83.8,84,83,83,-0.5,-0.5988,83.38,83.97,84.285,,,5235,5283,32805,32858,32987,249,396.4,345.2,-26929,267,126156,126665,127059,0,0,191,0,8,4,126156,126674,127254,0
2021/3/31,83.3,83.5,82,82.1,-0.9,-1.0843,83.18,83.7,84.045,,,6329,4764,32619,32775.8,32929.5,270,318.2,356.4,-26934,-5,125538,126316,126869,0,0,96,0,8,4,125538,126324,126969,0
2021/4/1,82.4,82.6,81.5,81.7,-0.4,-0.4872,82.92,83.3,83.73,,,7865,5521,32884,32806.6,32825.6,212,268.4,323.1,-26920,14,125733,126159,126679,1959,392,196,0,8,4,127692,126560,126879,0
2021/4/6,82.8,83.5,82.1,82.9,1.2,1.4688,82.64,83.22,83.575,,,7267,6298,33068,32838.8,32836.2,202,236.8,317.8,-26594,326,126122,126042,126521,1456,683,342,0,4,4,127578,126729,126867,0
2021/4/7,83.3,83.5,82.2,82.7,-0.2,-0.2413,82.48,83.04,83.555,,,7053,6749,33301,32935.4,32886.8,216,229.8,313.6,-26288,306,126483,126007,126453,518,787,394,0,0,4,127001,126794,126851,0
2021/4/8,83.3,83.6,82.9,82.9,0.2,0.2418,82.46,82.92,83.585,,,7383,7179,33322,33038.8,32948.4,158,211.6,304,-25920,368,127962,126368,126517,384,864,432,0,0,4,128346,127231,126953,0
2021/4/9,84,85.2,83.5,83.6,0.7,0.8444,82.76,82.97,83.64,,,16599,9233,35114,33537.8,33156.8,130,183.6,250.9,-26086,-166,128955,127051,126684,380,940,470,42,9,8,129379,128000,127162,0
2021/4/12,84.5,84.8,81.8,82.3,-1.3,-1.555,82.88,82.9,83.565,,,11961,10052,34404,33841.8,33324.2,139,169,218.7,-25877,209,127272,127359,126759,380,624,508,43,17,13,127697,128001,127280,0
2021/4/13,82.1,82.5,81.6,81.6,-0.7,-0.8505,82.62,82.63,83.46,83.68,,7675,10134,33695,33967.2,33403,141,156.8,196.8,-26180,-303,126912,127517,126779,380,409,546,0,17,11,127293,127944,127336,0
2021/4/14,83,83.7,80.1,81.2,-0.4,-0.4902,82.32,82.4,83.285,83.5167,,10494,10822,33905,34088,33511.7,128,139.2,184.5,-26563,-383,126022,127425,126716,80,321,554,0,17,9,126103,127764,127279,0
2021/4/15,81.7,82.2,80.8,82.2,1,1.2315,82.18,82.32,83.145,83.49,,3619,10069,34450,34313.6,33676.2,135,134.6,173.1,-25988,575,126318,127096,126732,80,261,562,0,17,9,126399,127374,127303,0
2021/4/16,82.7,83.2,81.8,81.9,-0.3,-0.365,81.84,82.3,83,83.4467,,5664,7882,34556,34202,33869.9,136,135.8,159.7,-25465,523,126880,126681,126866,0,185,562,0,9,9,126880,126875,127437,0
2021/4/19,83.2,84.5,82.5,84,2.1,2.5641,82.18,82.53,82.915,83.4667,,11154,7721,35149,34351,34096.4,172,142.4,155.7,-25019,446,129923,127211,127285,0,108,366,0,0,9,129923,127320,127660,0
2021/4/20,85,87,84.6,86,2,2.381,83.06,82.84,83.03,83.61,,20944,10375,36353,34882.6,34424.9,191,152.4,154.6,-24831,188,132568,128343,127930,0,32,221,257,52,34,132826,128427,128185,0
2021/4/21,86.8,87,83.3,83.4,-2.6,-3.0233,83.5,82.91,82.975,83.6583,,19552,12186,35656,35232.8,34660.4,149,156.6,147.9,-24840,-9,128886,128916,128170,0,16,169,144,80,49,129031,129012,128388,0
2021/4/22,84.6,85.2,82,82.3,-1.1,-1.3189,83.52,82.85,82.885,83.6583,,12459,13954,35311,35405,34859.3,77,145,139.8,-25344,-504,128266,129305,128201,0,0,130,141,109,63,128408,129414,128394,0
2021/4/23,83.1,84,82.1,82.7,0.4,0.486,83.68,82.76,82.865,83.705,,6580,14137,34896,35473,34837.5,78,133.4,134.6,-25116,228,127512,129432,128056,0,0,92,152,139,74,127665,129571,128223,0
2021/4/26,83.3,83.4,82.1,82.1,-0.6,-0.7255,83.3,82.74,82.82,83.7017,,6006,13108,34667,35376.6,34863.8,75,114,128.2,-24715,401,128246,129096,128154,0,0,54,113,162,81,128359,129258,128289,0
2021/4/27,82.1,82.8,81.6,81.7,-0.4,-0.4872,82.44,82.75,82.69,83.6633,,6299,10179,34676,35041.2,34961.9,74,90.6,121.5,-24608,107,127862,128155,128249,0,0,16,99,130,91,127961,128285,128356,0
2021/4/28,82,82.2,81,81.3,-0.4,-0.4896,82.02,82.76,82.58,83.6017,,6136,7496,34583,34826.6,35029.7,69,74.6,115.6,-24468,140,127632,127904,128410,0,0,8,107,123,102,127739,128027,128520,0
2021/4/29,81.3,81.9,80.6,80.8,-0.5,-0.615,81.72,82.62,82.47,83.5283,,5356,6075,34569,34678.2,35041.6,57,70.6,107.8,-24715,-247,126753,127601,128453,0,0,0,117,118,114,126870,127719,128567,0
