"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","17.44","5.08","1.60",
"1102","亞泥","10.98","6.37","1.42",
"1103","嘉泥","5.22","0.00","1.02",
"1104","環泥","13.16","7.89","0.69",
"1107","建台","6.48","0.00","3.63",
"1108","幸福","12.04","4.50","0.90",
"1109","信大","8.34","3.82","0.90",
"1110","東泥","22.89","4.85","0.72",
"1201","味全","29.15","0.00","2.60",
"1203","味王","-","0.00","0.97",
"1210","大成","11.55","6.21","1.25",
"1213","大飲","-","7.09","1.25",
"1215","卜蜂","15.37","0.00","0.77",
"1216","統一","45.35","2.02","2.39",
"1217","愛之味","23.91","0.00","0.76",
"1218","泰山","-","0.00","0.72",
"1219","福壽","22.12","1.99","0.60",
"1220","台榮","22.60","0.00","0.80",
"1225","福懋油","-","0.00","0.58",
"1227","佳格","25.18","6.50","0.99",
"1229","聯華","11.80","4.21","0.97",
"1231","聯華食","101.50","4.93","0.71",
"1232","大統益","8.80","8.08","1.38",
"1233","天仁","20.03","5.20","2.27",
"1234","黑松","115.31","1.36","1.07",
"1235","興泰","1,550.00","3.23","1.17",
"1236","宏亞","13.56","11.25","1.26",
"1301","台塑","11.04","8.29","1.71",
"1303","南亞","9.41","7.05","1.73",
"1304","台聚","12.58","7.32","0.71",
"1305","華夏","13.56","0.00","0.74",
"1307","三芳","11.36","5.09","1.36",
"1308","亞聚","9.93","5.97","0.75",
"1309","台達化","26.38","0.00","0.60",
"1310","台苯","41.86","0.00","1.36",
"1311","福聚","4.68","6.02","1.41",
"1312","國喬","10.48","0.00","1.08",
"1313","聯成","8.21","4.04","0.98",
"1314","中石化","15.44","0.00","0.84",
"1315","達新","21.60","3.89","1.17",
"1316","上曜","12.33","0.00","0.87",
"1319","東陽","11.34","5.73","1.45",
"1321","大洋","24.57","5.03","1.42",
"1323","永裕","35.11","3.69","0.73",
"1324","地球","36.52","5.95","0.70",
"1325","恆大","21.11","1.75","0.87",
"1326","台化","9.24","10.48","1.54",
"1402","遠東新","13.77","5.48","1.60",
"1409","新纖","16.61","0.00","0.72",
"1410","南染","232.50","0.00","0.74",
"1413","宏洲","-","0.00","0.58",
